"zone","zone2","year","week","spp","trap_L","mosq_L","abund_sd","abund","abund_lci","abund_uci","pir","pir_lci","pir_uci","vi","vi_lci","vi_uci"
"SW","FC",2015,32,"Pipiens",9,79,9.0108,8.7778,2.8907,14.6649,0,0,0.3903,0,0,3.43
"SW","FC",2015,32,"Tarsalis",9,243,18.7883,27,14.725,39.275,0,0,0.1135,0,0,3.06
"SW","FC",2015,32,"All",9,322,17.0945,35.7778,24.6094,46.9462,0,0,0.0964,0,0,3.45
"FC","FC",2015,32,"Pipiens",43,535,12.805,12.4419,8.6145,16.2693,0.0067,0.0025,0.015,0.08,0.03,0.19
"FC","FC",2015,32,"Tarsalis",43,1412,17.1088,32.8372,27.7234,37.951,0.0017,3e-04,0.0056,0.06,0.01,0.18
"FC","FC",2015,32,"All",43,1947,18.1898,45.2791,39.8422,50.716,0.0037,0.0016,0.0072,0.17,0.07,0.33
"LV","LV",2015,32,"Pipiens",6,15,1.6432,2.5,1.1852,3.8148,0,0,0.1546,0,0,0.39
"LV","LV",2015,32,"Tarsalis",6,499,35.8297,83.1667,54.497,111.8364,0,0,0.0162,0,0,1.35
"LV","LV",2015,32,"All",6,514,48.5739,85.6667,46.7995,124.5339,0,0,0.0148,0,0,1.27
"BE","BE",2015,32,"Pipiens",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,32,"Tarsalis",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,32,"All",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,32,"Pipiens",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,32,"Tarsalis",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,32,"All",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2015,31,"Pipiens",9,135,19.2354,15,2.4329,27.5671,0.0185,0.0047,0.0571,0.28,0.07,0.86
"NW","FC",2015,31,"Tarsalis",9,341,13.1572,37.8889,29.2929,46.4849,0,0,0.0091,0,0,0.34
"NW","FC",2015,31,"All",9,476,19.856,52.8889,39.9163,65.8615,0.0051,0.0014,0.014,0.27,0.07,0.74
"NE","FC",2015,31,"Pipiens",10,131,14.9254,13.1,3.8491,22.3509,0,0,0.0065,0,0,0.09
"NE","FC",2015,31,"Tarsalis",10,501,0.3162,50.1,49.904,50.296,0.0048,0.002,0.01,0.24,0.1,0.5
"NE","FC",2015,31,"All",10,632,21.5831,63.2,49.8227,76.5773,0.0032,0.0013,0.0068,0.2,0.08,0.43
"SE","FC",2015,31,"Pipiens",15,234,18.3762,15.6,6.3004,24.8996,0.0044,3e-04,0.0219,0.07,0,0.34
"SE","FC",2015,31,"Tarsalis",15,710,10.328,47.3333,42.1066,52.56,0.0027,5e-04,0.0089,0.13,0.02,0.42
"SE","FC",2015,31,"All",15,944,21.7933,62.9333,51.9044,73.9622,0.0032,8e-04,0.0086,0.2,0.05,0.54
"SW","FC",2015,31,"Pipiens",9,41,4.7463,4.5556,1.4547,7.6565,0.0097,5e-04,0.0552,0.04,0,0.25
"SW","FC",2015,31,"Tarsalis",9,279,15.2889,31,21.0113,40.9887,0,0,0.0136,0,0,0.42
"SW","FC",2015,31,"All",9,320,17.4846,35.5556,24.1323,46.9789,0.0026,1e-04,0.013,0.09,0,0.46
"FC","FC",2015,31,"Pipiens",43,541,15.9198,12.5814,7.823,17.3398,0.0047,0.0017,0.0105,0.06,0.02,0.13
"FC","FC",2015,31,"Tarsalis",43,1831,12.9637,42.5814,38.7066,46.4562,0.003,0.0014,0.0057,0.13,0.06,0.24
"FC","FC",2015,31,"All",43,2372,20.8786,55.1628,48.9222,61.4034,0.0035,0.002,0.0058,0.19,0.11,0.32
"LV","LV",2015,31,"Pipiens",6,15,2.51,2.5,0.4916,4.5084,0,0,0.2039,0,0,0.51
"LV","LV",2015,31,"Tarsalis",6,1303,140.102,217.1667,105.0618,329.2716,0.0065,0.0018,0.0177,1.41,0.39,3.84
"LV","LV",2015,31,"All",6,1318,146.6039,219.6667,102.3591,336.9743,0.0063,0.0017,0.0172,1.38,0.37,3.78
"BE","BE",2015,31,"Pipiens",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,31,"Tarsalis",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,31,"All",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,31,"Pipiens",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,31,"Tarsalis",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,31,"All",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2015,30,"Pipiens",9,120,15.7321,13.3333,3.055,23.6116,0,0,0.0218,0,0,0.29
"NW","FC",2015,30,"Tarsalis",9,233,16.8556,25.8889,14.8766,36.9012,0.0015,1e-04,0.0071,0.04,0,0.18
"NW","FC",2015,30,"All",9,353,17.085,39.2222,28.06,50.3844,0.0012,1e-04,0.0057,0.05,0,0.22
"NE","FC",2015,30,"Pipiens",10,99,15.264,9.9,0.4393,19.3607,0,0,0.0115,0,0,0.11
"NE","FC",2015,30,"Tarsalis",10,432,11.7927,43.2,35.8908,50.5092,6e-04,0,0.0027,0.03,0,0.12
"NE","FC",2015,30,"All",10,531,21.6345,53.1,39.6908,66.5092,5e-04,0,0.0023,0.03,0,0.12
"SE","FC",2015,30,"Pipiens",15,239,17.8224,15.9333,6.9139,24.9527,0.0058,0.0015,0.0158,0.09,0.02,0.25
"SE","FC",2015,30,"Tarsalis",15,710,6.8626,47.3333,43.8603,50.8063,0.0015,4e-04,0.0041,0.07,0.02,0.19
"SE","FC",2015,30,"All",15,949,20.7622,63.2667,52.7596,73.7738,0.0024,0.001,0.0051,0.15,0.06,0.32
"SW","FC",2015,30,"Pipiens",9,49,8.2175,5.4444,0.0756,10.8132,0,0,0.0453,0,0,0.25
"SW","FC",2015,30,"Tarsalis",9,237,17.8606,26.3333,14.6644,38.0022,0,0,0.0116,0,0,0.31
"SW","FC",2015,30,"All",9,286,17.2453,31.7778,20.5109,43.0447,0,0,0.0093,0,0,0.3
"FC","FC",2015,30,"Pipiens",43,507,15.2293,11.7907,7.2387,16.3427,0.0027,7e-04,0.0074,0.03,0.01,0.09
"FC","FC",2015,30,"Tarsalis",43,1612,16.0703,37.4884,32.685,42.2918,0.0011,4e-04,0.0023,0.04,0.01,0.09
"FC","FC",2015,30,"All",43,2119,20.2298,49.2791,43.2325,55.3257,0.0014,6e-04,0.0026,0.07,0.03,0.13
"LV","LV",2015,30,"Pipiens",6,30,6.6933,5,0,10.3558,0,0,0.2153,0,0,1.08
"LV","LV",2015,30,"Tarsalis",6,1089,107.0472,181.5,95.8444,267.1556,0.0032,0.0011,0.0078,0.58,0.2,1.42
"LV","LV",2015,30,"All",6,1119,117.1542,186.5,92.7571,280.2429,0.0032,0.001,0.0077,0.6,0.19,1.44
"BE","BE",2015,30,"Pipiens",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,30,"Tarsalis",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,30,"All",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,30,"Pipiens",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,30,"Tarsalis",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,30,"All",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2015,29,"Pipiens",9,118,18.0585,13.1111,1.3129,24.9093,0.0082,5e-04,0.0441,0.11,0.01,0.58
"NW","FC",2015,29,"Tarsalis",9,127,16.4198,14.1111,3.3835,24.8387,0,0,0.0092,0,0,0.13
"NW","FC",2015,29,"All",9,245,16.7513,27.2222,16.278,38.1664,0.0018,1e-04,0.0091,0.05,0,0.25
"NE","FC",2015,29,"Pipiens",10,112,15.252,11.2,1.7467,20.6533,0,0,0.0084,0,0,0.09
"NE","FC",2015,29,"Tarsalis",10,467,8.5381,46.7,41.408,51.992,0,0,0.0041,0,0,0.19
"NE","FC",2015,29,"All",10,579,21.8258,57.9,44.3722,71.4278,0,0,0.0028,0,0,0.16
"SE","FC",2015,29,"Pipiens",15,186,16.4352,12.4,4.0826,20.7174,0,0,0.0092,0,0,0.11
"SE","FC",2015,29,"Tarsalis",15,675,11.8442,45,39.006,50.994,0,0,0.0024,0,0,0.11
"SE","FC",2015,29,"All",15,861,21.748,57.4,46.394,68.406,0,0,0.0019,0,0,0.11
"SW","FC",2015,29,"Pipiens",9,23,1.3333,2.5556,1.6845,3.4267,0,0,0.0437,0,0,0.11
"SW","FC",2015,29,"Tarsalis",9,79,6.4377,8.7778,4.5718,12.9838,0,0,0.011,0,0,0.1
"SW","FC",2015,29,"All",9,102,5.5307,11.3333,7.7199,14.9467,0,0,0.0089,0,0,0.1
"FC","FC",2015,29,"Pipiens",43,439,14.7867,10.2093,5.7896,14.629,9e-04,1e-04,0.0045,0.01,0,0.05
"FC","FC",2015,29,"Tarsalis",43,1348,20.4239,31.3488,25.2442,37.4534,0,0,0.0012,0,0,0.04
"FC","FC",2015,29,"All",43,1787,20.6685,41.5581,35.3803,47.7359,2e-04,0,0.0011,0.01,0,0.05
"LV","LV",2015,29,"Pipiens",6,24,7.9246,4,0,10.341,0,0,0.1135,0,0,0.45
"LV","LV",2015,29,"Tarsalis",6,1370,209.8596,228.3333,60.4106,396.256,9e-04,1e-04,0.0045,0.21,0.02,1.03
"LV","LV",2015,29,"All",6,1394,183.7725,232.3333,85.2847,379.3819,9e-04,1e-04,0.0044,0.21,0.02,1.02
"BE","BE",2015,29,"Pipiens",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,29,"Tarsalis",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,29,"All",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,29,"Pipiens",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,29,"Tarsalis",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,29,"All",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2015,28,"Pipiens",9,52,11.4867,5.7778,0,13.2824,0,0,0.0273,0,0,0.16
"NW","FC",2015,28,"Tarsalis",9,108,15.6525,12,1.7737,22.2263,0,0,0.0162,0,0,0.19
"NW","FC",2015,28,"All",9,160,13.698,17.7778,8.8284,26.7272,0,0,0.0102,0,0,0.18
"NE","FC",2015,28,"Pipiens",10,104,10.8341,10.4,3.685,17.115,0,0,0.0094,0,0,0.1
"NE","FC",2015,28,"Tarsalis",10,294,19.8394,29.4,17.1034,41.6966,9e-04,1e-04,0.0043,0.03,0,0.13
"NE","FC",2015,28,"All",10,398,18.3587,39.8,28.4212,51.1788,7e-04,0,0.0032,0.03,0,0.13
"SE","FC",2015,28,"Pipiens",15,103,13.1087,6.8667,0.2328,13.5006,0,0,0.0148,0,0,0.1
"SE","FC",2015,28,"Tarsalis",15,407,19.9064,27.1333,17.0593,37.2073,0.0016,4e-04,0.0044,0.04,0.01,0.12
"SE","FC",2015,28,"All",15,510,19.506,34,24.1286,43.8714,0.0014,4e-04,0.0039,0.05,0.01,0.13
"SW","FC",2015,28,"Pipiens",9,11,2.5874,1.2222,0,2.9126,0,0,0.0741,0,0,0.09
"SW","FC",2015,28,"Tarsalis",9,56,5.8476,6.2222,2.4018,10.0426,0,0,0.0442,0,0,0.28
"SW","FC",2015,28,"All",9,67,5.0852,7.4444,4.1221,10.7667,0,0,0.0285,0,0,0.21
"FC","FC",2015,28,"Pipiens",43,270,10.8876,6.2791,3.0248,9.5334,0,0,0.0045,0,0,0.03
"FC","FC",2015,28,"Tarsalis",43,865,19.0578,20.1163,14.42,25.8126,0.0012,4e-04,0.003,0.02,0.01,0.06
"FC","FC",2015,28,"All",43,1135,16.9253,26.3953,21.3364,31.4542,0.001,3e-04,0.0023,0.03,0.01,0.06
"LV","LV",2015,28,"Pipiens",6,15,3.3912,2.5,0,5.2135,0,0,0.1487,0,0,0.37
"LV","LV",2015,28,"Tarsalis",6,1224,373.6051,204,0,502.9463,0,0,0.0028,0,0,0.57
"LV","LV",2015,28,"All",6,1239,272.9915,206.5,0,424.9387,0,0,0.0028,0,0,0.58
"BE","BE",2015,28,"Pipiens",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,28,"Tarsalis",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,28,"All",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,28,"Pipiens",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,28,"Tarsalis",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,28,"All",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2015,27,"Pipiens",9,33,6.4807,3.6667,0,7.9008,0,0,0.0676,0,0,0.25
"NW","FC",2015,27,"Tarsalis",9,123,16.5227,13.6667,2.8719,24.4615,0,0,0.035,0,0,0.48
"NW","FC",2015,27,"All",9,156,13.2176,17.3333,8.6978,25.9688,0,0,0.0236,0,0,0.41
"NE","FC",2015,27,"Pipiens",10,78,15.3825,7.8,0,17.3342,0,0,0.0256,0,0,0.2
"NE","FC",2015,27,"Tarsalis",10,383,16.687,38.3,27.9573,48.6427,0.0021,1e-04,0.0102,0.08,0,0.39
"NE","FC",2015,27,"All",10,461,22.1085,46.1,32.397,59.803,0.0016,1e-04,0.0078,0.07,0,0.36
"SE","FC",2015,27,"Pipiens",15,132,14.1734,8.8,1.6273,15.9727,0,0,0.0156,0,0,0.14
"SE","FC",2015,27,"Tarsalis",15,548,18.1496,36.5333,27.3483,45.7183,0,0,0.0051,0,0,0.19
"SE","FC",2015,27,"All",15,680,21.3288,45.3333,34.5394,56.1272,0,0,0.0039,0,0,0.18
"SW","FC",2015,27,"Pipiens",9,8,1.0541,0.8889,0.2002,1.5776,0,0,0.1103,0,0,0.1
"SW","FC",2015,27,"Tarsalis",9,93,6.7454,10.3333,5.9263,14.7403,0,0,0.0611,0,0,0.63
"SW","FC",2015,27,"All",9,101,6.7488,11.2222,6.813,15.6314,0,0,0.0409,0,0,0.46
"FC","FC",2015,27,"Pipiens",43,251,11.6699,5.8372,2.3491,9.3253,0,0,0.0081,0,0,0.05
"FC","FC",2015,27,"Tarsalis",43,1147,19.7613,26.6744,20.7678,32.581,7e-04,0,0.0035,0.02,0,0.09
"FC","FC",2015,27,"All",43,1398,19.2373,32.5116,26.7616,38.2616,5e-04,0,0.0026,0.02,0,0.08
"LV","LV",2015,27,"Pipiens",6,14,2.6583,2.3333,0.2062,4.4604,0,0,0.2153,0,0,0.5
"LV","LV",2015,27,"Tarsalis",6,587,39.0918,97.8333,66.5533,129.1133,0,0,0.0031,0,0,0.3
"LV","LV",2015,27,"All",6,601,56.4373,100.1667,55.0075,145.3259,0,0,0.0031,0,0,0.31
"BE","BE",2015,27,"Pipiens",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,27,"Tarsalis",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,27,"All",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,27,"Pipiens",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,27,"Tarsalis",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,27,"All",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2015,26,"Pipiens",9,22,4.4752,2.4444,0,5.3682,0,0,0.0771,0,0,0.19
"NW","FC",2015,26,"Tarsalis",9,180,17.8326,20,8.3494,31.6506,0,0,0.0131,0,0,0.26
"NW","FC",2015,26,"All",9,202,15.513,22.4444,12.3092,32.5796,0,0,0.0113,0,0,0.25
"NE","FC",2015,26,"Pipiens",10,53,6.7831,5.3,1.0958,9.5042,0,0,0.0303,0,0,0.16
"NE","FC",2015,26,"Tarsalis",10,325,17.5008,32.5,21.6529,43.3471,0.0013,1e-04,0.0062,0.04,0,0.2
"NE","FC",2015,26,"All",10,378,19.015,37.8,26.0144,49.5856,0.0011,1e-04,0.0053,0.04,0,0.2
"SE","FC",2015,26,"Pipiens",15,49,6.0647,3.2667,0.1975,6.3359,0.0032,2e-04,0.0155,0.01,0,0.05
"SE","FC",2015,26,"Tarsalis",15,438,20.0791,29.2,19.0386,39.3614,0,0,0.0038,0,0,0.11
"SE","FC",2015,26,"All",15,487,19.6551,32.4667,22.5198,42.4136,8e-04,0,0.0037,0.03,0,0.12
"SW","FC",2015,26,"Pipiens",9,5,0.7265,0.5556,0.081,1.0302,0,0,0.1487,0,0,0.08
"SW","FC",2015,26,"Tarsalis",9,157,11.907,17.4444,9.6652,25.2236,0,0,0.0409,0,0,0.71
"SW","FC",2015,26,"All",9,162,11.9361,18,10.2017,25.7983,0,0,0.0332,0,0,0.6
"FC","FC",2015,26,"Pipiens",43,129,5.3541,3,1.3997,4.6003,0.002,1e-04,0.0097,0.01,0,0.03
"FC","FC",2015,26,"Tarsalis",43,1100,18.0149,25.5814,20.1968,30.966,5e-04,0,0.0022,0.01,0,0.06
"FC","FC",2015,26,"All",43,1229,17.4213,28.5814,23.3742,33.7886,7e-04,1e-04,0.0025,0.02,0,0.07
"LV","LV",2015,26,"Pipiens",6,0,0,0,0,0,0,0,0.2153,0,0,0
"LV","LV",2015,26,"Tarsalis",6,1482,141.7561,247,133.5715,360.4285,0,0,0.0065,0,0,1.61
"LV","LV",2015,26,"All",6,1482,160.5391,247,118.542,375.458,0,0,0.0064,0,0,1.58
"BE","BE",2015,26,"Pipiens",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,26,"Tarsalis",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,26,"All",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,26,"Pipiens",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,26,"Tarsalis",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,26,"All",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2015,25,"Pipiens",9,7,1.0929,0.7778,0.0638,1.4918,0,0,0.1546,0,0,0.12
"NW","FC",2015,25,"Tarsalis",9,22,4.0654,2.4444,0,5.1005,0,0,0.0196,0,0,0.05
"NW","FC",2015,25,"All",9,29,3.0125,3.2222,1.254,5.1904,0,0,0.0177,0,0,0.06
"NE","FC",2015,25,"Pipiens",10,15,1.8409,1.5,0.359,2.641,0,0,0.0475,0,0,0.07
"NE","FC",2015,25,"Tarsalis",10,96,15.5077,9.6,0,19.2118,0,0,0.0066,0,0,0.06
"NE","FC",2015,25,"All",10,111,11.5233,11.1,3.9578,18.2422,0,0,0.0058,0,0,0.06
"SE","FC",2015,25,"Pipiens",15,77,13.6165,5.1333,0,12.0242,0,0,0.0385,0,0,0.2
"SE","FC",2015,25,"Tarsalis",15,78,7.223,5.2,1.5447,8.8553,0,0,0.0037,0,0,0.02
"SE","FC",2015,25,"All",15,155,10.7096,10.3333,4.9135,15.7531,0,0,0.0034,0,0,0.04
"SW","FC",2015,25,"Pipiens",9,11,2.048,1.2222,0,2.5602,0,0,0.3244,0,0,0.4
"SW","FC",2015,25,"Tarsalis",9,32,4.0346,3.5556,0.9197,6.1915,0,0,0.0239,0,0,0.08
"SW","FC",2015,25,"All",9,43,3.3279,4.7778,2.6036,6.952,0,0,0.0228,0,0,0.11
"FC","FC",2015,25,"Pipiens",43,110,8.2008,2.5581,0.1069,5.0093,0,0,0.0187,0,0,0.05
"FC","FC",2015,25,"Tarsalis",43,228,9.0542,5.3023,2.596,8.0086,0,0,0.002,0,0,0.01
"FC","FC",2015,25,"All",43,338,8.6972,7.8605,5.2609,10.4601,0,0,0.0018,0,0,0.01
"LV","LV",2015,25,"Pipiens",6,0,0,0,0,0,0,0,0,0,0,0
"LV","LV",2015,25,"Tarsalis",6,68,15.3449,11.3333,0,23.6118,0,0,0.0026,0,0,0.03
"LV","LV",2015,25,"All",6,68,11.9189,11.3333,1.7962,20.8704,0,0,0.0026,0,0,0.03
"BE","BE",2015,25,"Pipiens",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,25,"Tarsalis",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,25,"All",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,25,"Pipiens",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,25,"Tarsalis",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,25,"All",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2015,24,"Pipiens",9,0,NA,0,NA,NA,0,0,0.2588,0,0,0
"NW","FC",2015,24,"Tarsalis",9,0,NA,0,NA,NA,0,0,0.2039,0,0,0
"NW","FC",2015,24,"All",9,0,NA,0,NA,NA,0,0,0.1287,0,0,0
"NE","FC",2015,24,"Pipiens",10,0,NA,0,NA,NA,0,0,0.138,0,0,0
"NE","FC",2015,24,"Tarsalis",10,0,NA,0,NA,NA,0,0,0.0308,0,0,0
"NE","FC",2015,24,"All",10,0,NA,0,NA,NA,0,0,0.0258,0,0,0
"SE","FC",2015,24,"Pipiens",15,0,NA,0,NA,NA,0,0,0.0323,0,0,0
"SE","FC",2015,24,"Tarsalis",15,0,NA,0,NA,NA,0,0,0.0481,0,0,0
"SE","FC",2015,24,"All",15,0,NA,0,NA,NA,0,0,0.0197,0,0,0
"SW","FC",2015,24,"Pipiens",9,0,NA,0,NA,NA,0,0,0.1843,0,0,0
"SW","FC",2015,24,"Tarsalis",9,0,NA,0,NA,NA,0,0,0.0941,0,0,0
"SW","FC",2015,24,"All",9,0,NA,0,NA,NA,0,0,0.0664,0,0,0
"FC","FC",2015,24,"Pipiens",43,0,NA,0,NA,NA,0,0,0.0225,0,0,0
"FC","FC",2015,24,"Tarsalis",43,0,NA,0,NA,NA,0,0,0.0152,0,0,0
"FC","FC",2015,24,"All",43,0,NA,0,NA,NA,0,0,0.0091,0,0,0
"LV","LV",2015,24,"Pipiens",6,0,NA,0,NA,NA,0,0,0,0,0,0
"LV","LV",2015,24,"Tarsalis",6,0,NA,0,NA,NA,0,0,0.0542,0,0,0
"LV","LV",2015,24,"All",6,0,NA,0,NA,NA,0,0,0.0542,0,0,0
"BE","BE",2015,24,"Pipiens",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,24,"Tarsalis",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,24,"All",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,24,"Pipiens",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,24,"Tarsalis",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,24,"All",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2015,23,"Pipiens",9,0,NA,0,NA,NA,0,0,0,0,0,0
"NW","FC",2015,23,"Tarsalis",9,0,NA,0,NA,NA,0,0,0,0,0,0
"NW","FC",2015,23,"All",9,0,NA,0,NA,NA,0,0,0,0,0,0
"NE","FC",2015,23,"Pipiens",10,0,NA,0,NA,NA,0,0,0,0,0,0
"NE","FC",2015,23,"Tarsalis",10,0,NA,0,NA,NA,0,0,0,0,0,0
"NE","FC",2015,23,"All",10,0,NA,0,NA,NA,0,0,0,0,0,0
"SE","FC",2015,23,"Pipiens",15,0,NA,0,NA,NA,0,0,0,0,0,0
"SE","FC",2015,23,"Tarsalis",15,0,NA,0,NA,NA,0,0,0,0,0,0
"SE","FC",2015,23,"All",15,0,NA,0,NA,NA,0,0,0,0,0,0
"SW","FC",2015,23,"Pipiens",9,0,NA,0,NA,NA,0,0,0,0,0,0
"SW","FC",2015,23,"Tarsalis",9,0,NA,0,NA,NA,0,0,0,0,0,0
"SW","FC",2015,23,"All",9,0,NA,0,NA,NA,0,0,0,0,0,0
"FC","FC",2015,23,"Pipiens",43,0,NA,0,NA,NA,0,0,0,0,0,0
"FC","FC",2015,23,"Tarsalis",43,0,NA,0,NA,NA,0,0,0,0,0,0
"FC","FC",2015,23,"All",43,0,NA,0,NA,NA,0,0,0,0,0,0
"LV","LV",2015,23,"Pipiens",6,0,NA,0,NA,NA,0,0,0,0,0,0
"LV","LV",2015,23,"Tarsalis",6,0,NA,0,NA,NA,0,0,0,0,0,0
"LV","LV",2015,23,"All",6,0,NA,0,NA,NA,0,0,0,0,0,0
"BE","BE",2015,23,"Pipiens",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,23,"Tarsalis",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,23,"All",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,23,"Pipiens",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,23,"Tarsalis",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,23,"All",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2014,37,"Pipiens",9,0,NA,0,NA,NA,0,0,0,0,0,0
"NW","FC",2014,37,"Tarsalis",9,0,NA,0,NA,NA,0,0,0,0,0,0
"NW","FC",2014,37,"All",9,0,NA,0,NA,NA,0,0,0,0,0,0
"NE","FC",2014,37,"Pipiens",10,0,NA,0,NA,NA,0,0,0,0,0,0
"NE","FC",2014,37,"Tarsalis",10,0,NA,0,NA,NA,0,0,0,0,0,0
"NE","FC",2014,37,"All",10,0,NA,0,NA,NA,0,0,0,0,0,0
"SE","FC",2014,37,"Pipiens",15,0,NA,0,NA,NA,0,0,0,0,0,0
"SE","FC",2014,37,"Tarsalis",15,0,NA,0,NA,NA,0,0,0,0,0,0
"SE","FC",2014,37,"All",15,0,NA,0,NA,NA,0,0,0,0,0,0
"SW","FC",2014,37,"Pipiens",9,0,NA,0,NA,NA,0,0,0,0,0,0
"SW","FC",2014,37,"Tarsalis",9,0,NA,0,NA,NA,0,0,0,0,0,0
"SW","FC",2014,37,"All",9,0,NA,0,NA,NA,0,0,0,0,0,0
"FC","FC",2014,37,"Pipiens",43,0,NA,0,NA,NA,0,0,0,0,0,0
"FC","FC",2014,37,"Tarsalis",43,0,NA,0,NA,NA,0,0,0,0,0,0
"FC","FC",2014,37,"All",43,0,NA,0,NA,NA,0,0,0,0,0,0
"LV","LV",2014,37,"Pipiens",6,0,NA,0,NA,NA,0,0,0,0,0,0
"LV","LV",2014,37,"Tarsalis",6,0,NA,0,NA,NA,0,0,0,0,0,0
"LV","LV",2014,37,"All",6,0,NA,0,NA,NA,0,0,0,0,0,0
"BE","BE",2014,37,"Pipiens",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2014,37,"Tarsalis",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2014,37,"All",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA
