"well_position","ct_threshold","year","week","plate","copies_SLEV","copies_WNV","cq_SLEV","cq","csu_id"
"F7","34000","24","28","plate_2",0,0,55.55,55.55,"RMRP-00468"
"F8","34000","24","28","plate_2",0,0,55.55,55.55,"RMRP-00476"
"F9","34000","24","28","plate_2",0,0,55.55,55.55,"RMRP-00484"
"F12","34000","24","28","plate_2",100,92.21,31.61,32.89,"slev_std_1e2"
"G1","34000","24","28","plate_2",0,0,55.55,55.55,"CSU-22205"
"G2","34000","24","28","plate_2",0,0,55.55,55.55,"CSU-22213"
"G3","34000","24","28","plate_2",0,0,55.55,55.55,"CDC-058"
"G4","34000","24","28","plate_2",0,0,55.55,55.55,"CDC-066"
"G5","34000","24","28","plate_2",0,0,55.55,55.55,"CDC-074"
"G6","34000","24","28","plate_2",0,1033466.75,55.55,18.05,"RMRP-00461"
"G7","34000","24","28","plate_2",0,0,55.55,55.55,"RMRP-00469"
"G8","34000","24","28","plate_2",0,0,55.55,55.55,"RMRP-00477"
"G9","34000","24","28","plate_2",0,0,55.55,55.55,"RMRP-00485"
"G12","34000","24","28","plate_2",0,2.64,55.55,38.54,"neg h2O pcr ctrl"
"H1","34000","24","28","plate_2",0,98.78,55.55,32.78,"CSU-22206"
"H2","34000","24","28","plate_2",0,141.78,55.55,32.2,"CSU-22214"
"H3","34000","24","28","plate_2",0,71.91,55.55,33.28,"CDC-059"
"H4","34000","24","28","plate_2",0,5169.19,55.55,26.48,"CDC-067"
"H5","34000","24","28","plate_2",0,0,55.55,55.55,"BOU-00216"
"H6","34000","24","28","plate_2",0,11,55.55,36.27,"RMRP-00462"
"H7","34000","24","28","plate_2",0,0,55.55,55.55,"RMRP-00470"
"H8","34000","24","28","plate_2",0,0,55.55,55.55,"RMRP-00478"
"H9","34000","24","28","plate_2",0,0,55.55,55.55,"RMRP-00486"
"H12","34000","24","28","plate_2",0,0,55.55,55.55,"neg rna ctrl"
"A1","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22219"
"A2","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22227"
"A3","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22235"
"A4","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22243"
"A5","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22251"
"A6","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22259"
"A7","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22267"
"A8","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22275"
"A9","34000","24","29","plate_1",0,13.92,55.55,34,"CSU-22283"
"A10","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22291"
"A11","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22299"
"A12","34000","24","29","plate_1",0,1e+06,55.55,18.3,"wnv_std_1e6"
"B1","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22220"
"B2","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22228"
"B3","34000","24","29","plate_1",0,0.3,55.55,39.4,"CSU-22236"
"B4","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22244"
"B5","34000","24","29","plate_1",0,68420.59,55.55,22.01,"CSU-22252"
"B6","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22260"
"B7","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22268"
"B8","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22276"
"B9","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22284"
"B10","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22292"
"B11","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22300"
"B12","34000","24","29","plate_1",0,10000,55.55,24.58,"wnv_std_1e4"
"C1","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22221"
"C2","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22229"
"C3","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22237"
"C4","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22245"
"C5","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22253"
"C6","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22261"
"C7","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22269"
"C8","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22277"
"C9","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22285"
"C10","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22293"
"C11","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22301"
"C12","34000","24","29","plate_1",0,100,55.55,31.29,"wnv_std_1e2"
"D1","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22222"
"D2","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22230"
"D3","34000","24","29","plate_1",0,414704.81,55.55,19.47,"CSU-22238"
"D4","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22246"
"D5","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22254"
"D6","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22262"
"D7","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22270"
"D8","34000","24","29","plate_1",0,5.86,55.55,35.22,"CSU-22278"
"D9","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22286"
"D10","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22294"
"D11","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22302"
"D12","34000","24","29","plate_1",1e+06,1.62,18.35,37.03,"slev_std_1e6"
"E1","34000","24","29","plate_1",0,1055.59,55.55,27.89,"CSU-22223"
"E2","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22231"
"E3","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22239"
"E4","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22247"
"E5","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22255"
"E6","34000","24","29","plate_1",0,76118.34,55.55,21.86,"CSU-22263"
"E7","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22271"
"E8","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22279"
"E9","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22287"
"E10","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22295"
"E11","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22303"
"E12","34000","24","29","plate_1",10000,0,24.94,55.55,"slev_std_1e4"
"F1","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22224"
"F2","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22232"
"F3","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22240"
"F4","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22248"
"F5","34000","24","29","plate_1",0.83,0,37.56,55.55,"CSU-22256"
"F6","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22264"
"F7","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22272"
"F8","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22280"
"F9","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22288"
"F10","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22296"
"F11","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22304"
"F12","34000","24","29","plate_1",100,0,30.92,55.55,"slev_std_1e2"
"G1","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22225"
"G2","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22233"
"G3","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22241"
"G4","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22249"
"G5","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22257"
"G6","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22265"
"G7","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22273"
"G8","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22281"
"G9","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22289"
"G10","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22297"
"G11","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22305"
"G12","34000","24","29","plate_1",0,1.22,55.55,37.43,"neg h2O pcr ctrl"
"H1","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22226"
"H2","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22234"
"H3","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22242"
"H4","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22250"
"H5","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22258"
"H6","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22266"
"H7","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22274"
"H8","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22282"
"H9","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22290"
"H10","34000","24","29","plate_1",0,0,55.55,55.55,"CSU-22298"
"H11","34000","24","29","plate_1",2188496.25,25866622,17.38,13.64,"pos rna ctrl"
"H12","34000","24","29","plate_1",0,0,55.55,55.55,"neg rna ctrl"
"A1","34000","24","29","plate_2",0,0,55.55,55.55,"CSU-22306"
"A2","34000","24","29","plate_2",0,0,55.55,55.55,"CSU-22314"
"A3","34000","24","29","plate_2",0,0,55.55,55.55,"CSU-22322"
"A4","34000","24","29","plate_2",0,0,55.55,55.55,"CSU-22330"
"A5","34000","24","29","plate_2",0,0,55.55,55.55,"CDC-075"
"A6","34000","24","29","plate_2",0,0,55.55,55.55,"CDC-089"
"A7","34000","24","29","plate_2",0,4298.6,55.55,26.48,"CDC-081"
"A8","34000","24","29","plate_2",0,0,55.55,55.55,"CDC-096"
"A9","34000","24","29","plate_2",0,0,55.55,55.55,"RMRP-00498"
"A10","34000","24","29","plate_2",0,1177.28,55.55,28.27,"RMRP-00506"
"A12","34000","24","29","plate_2",0,1e+06,55.55,19.03,"wnv_std_1e6"
"B1","34000","24","29","plate_2",0,0,55.55,55.55,"CSU-22307"
"B2","34000","24","29","plate_2",0,0,55.55,55.55,"CSU-22315"
"B3","34000","24","29","plate_2",0,0,55.55,55.55,"CSU-22323"
"B4","34000","24","29","plate_2",0,0,55.55,55.55,"CSU-22331"
"B5","34000","24","29","plate_2",0,0,55.55,55.55,"CDC-076"
"B6","34000","24","29","plate_2",0,0,55.55,55.55,"CDC-090"
"B7","34000","24","29","plate_2",0,0,55.55,55.55,"CDC-082"
"B8","34000","24","29","plate_2",0,0,55.55,55.55,"RMRP-00491"
"B9","34000","24","29","plate_2",0,17929.9,55.55,24.51,"RMRP-00499"
"B10","34000","24","29","plate_2",7656936,44807600,15.89,13.73,"pos extract ctl"
"B12","34000","24","29","plate_2",0,10000,55.55,25.2,"wnv_std_1e4"
"C1","34000","24","29","plate_2",0,3.66,55.55,36.23,"CSU-22308"
"C2","34000","24","29","plate_2",0,0,55.55,55.55,"CSU-22316"
"C3","34000","24","29","plate_2",0,0,55.55,55.55,"CSU-22324"
"C4","34000","24","29","plate_2",0,0,55.55,55.55,"CSU-22332"
"C5","34000","24","29","plate_2",0,0.62,55.55,38.68,"CDC-077"
"C6","34000","24","29","plate_2",0,0,55.55,55.55,"CDC-092"
"C7","34000","24","29","plate_2",0,0,55.55,55.55,"CDC-083"
"C8","34000","24","29","plate_2",0,0,55.55,55.55,"RMRP-00492"
"C9","34000","24","29","plate_2",0,0,55.55,55.55,"RMRP-00500"
"C12","34000","24","29","plate_2",0,100,55.55,31.73,"wnv_std_1e2"
"D1","34000","24","29","plate_2",0,0,55.55,55.55,"CSU-22309"
"D2","34000","24","29","plate_2",0,0.68,55.55,38.56,"CSU-22317"
"D3","34000","24","29","plate_2",0,0,55.55,55.55,"CSU-22325"
"D4","34000","24","29","plate_2",0,0,55.55,55.55,"BOU-00221"
"D5","34000","24","29","plate_2",0,0,55.55,55.55,"CDC-078"
"D6","34000","24","29","plate_2",0,0,55.55,55.55,"CDC-093"
"D7","34000","24","29","plate_2",0,0,55.55,55.55,"CDC-084"
"D8","34000","24","29","plate_2",1.06,0,36.86,55.55,"RMRP-00493"
"D9","34000","24","29","plate_2",0,0,55.55,55.55,"RMRP-00501"
"D12","34000","24","29","plate_2",1e+06,10.07,18.53,34.83,"slev_std_1e6"
"E1","34000","24","29","plate_2",0,0,55.55,55.55,"CSU-22310"
"E2","34000","24","29","plate_2",0,0,55.55,55.55,"CSU-22318"
"E3","34000","24","29","plate_2",0,0,55.55,55.55,"CSU-22326"
"E4","34000","24","29","plate_2",0,0,55.55,55.55,"BOU-00222"
"E5","34000","24","29","plate_2",0,0,55.55,55.55,"CDC-079"
"E6","34000","24","29","plate_2",0,0.33,55.55,39.54,"CDC-097"
"E7","34000","24","29","plate_2",0,0,55.55,55.55,"CDC-085"
"E8","34000","24","29","plate_2",0,0,55.55,55.55,"RMRP-00494"
"E9","34000","24","29","plate_2",0,0,55.55,55.55,"RMRP-00502"
"E12","34000","24","29","plate_2",10000,0,24.83,55.55,"slev_std_1e4"
"F1","34000","24","29","plate_2",0,0,55.55,55.55,"CSU-22311"
"F2","34000","24","29","plate_2",0,0,55.55,55.55,"CSU-22319"
"F3","34000","24","29","plate_2",0.49,0,37.88,55.55,"CSU-22327"
"F4","34000","24","29","plate_2",0,0,55.55,55.55,"BOU-00223"
"F5","34000","24","29","plate_2",0,0,55.55,55.55,"CDC-086"
"F6","34000","24","29","plate_2",0,0,55.55,55.55,"CDC-098"
"F7","34000","24","29","plate_2",0,0,55.55,55.55,"CDC-091"
"F8","34000","24","29","plate_2",0,0.51,55.55,38.94,"RMRP-00495"
"F9","34000","24","29","plate_2",0,0,55.55,55.55,"RMRP-00503"
"F12","34000","24","29","plate_2",100,0.33,30.76,39.55,"slev_std_1e2"
"G1","34000","24","29","plate_2",0,0,55.55,55.55,"CSU-22312"
"G2","34000","24","29","plate_2",0,0,55.55,55.55,"CSU-22320"
"G3","34000","24","29","plate_2",0,0,55.55,55.55,"CSU-22328"
"G4","34000","24","29","plate_2",0,0,55.55,55.55,"BOU-00224"
"G5","34000","24","29","plate_2",0,698402.31,55.55,19.47,"CDC-087"
"G6","34000","24","29","plate_2",0,164433.48,55.55,21.46,"CDC-099"
"G7","34000","24","29","plate_2",0,0,55.55,55.55,"CDC-094"
"G8","34000","24","29","plate_2",0,1041.48,55.55,28.44,"RMRP-00496"
"G9","34000","24","29","plate_2",0,0,55.55,55.55,"RMRP-00504"
"G12","34000","24","29","plate_2",0.33,0.27,38.41,39.8,"neg pcr ctrl"
"H1","34000","24","29","plate_2",0,0,55.55,55.55,"CSU-22313"
"H2","34000","24","29","plate_2",0,0,55.55,55.55,"CSU-22321"
"H3","34000","24","29","plate_2",0,0,55.55,55.55,"CSU-22329"
"H4","34000","24","29","plate_2",0,0,55.55,55.55,"BOU-00225"
"H5","34000","24","29","plate_2",5.27,0,34.73,55.55,"CDC-088"
"H6","34000","24","29","plate_2",0,0,55.55,55.55,"CDC-080"
"H7","34000","24","29","plate_2",0,0,55.55,55.55,"CDC-095"
"H8","34000","24","29","plate_2",0,0,55.55,55.55,"RMRP-00497"
"H9","34000","24","29","plate_2",0,0,55.55,55.55,"RMRP-00505"
"H12","34000","24","29","plate_2",0,0,55.55,55.55,"neg extract ctl"
"A1","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22333"
"A2","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22341"
"A3","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22349"
"A4","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22357"
"A5","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22365"
"A6","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22373"
"A7","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22381"
"A8","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22389"
"A9","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22397"
"A10","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22405"
"A11","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22413"
"A12","34000","24","30","plate_1",0,1e+06,55.55,18.86,"wnv_std_1e6"
"B1","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22334"
"B2","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22342"
"B3","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22350"
"B4","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22358"
"B5","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22366"
"B6","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22374"
"B7","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22382"
"B8","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22390"
"B9","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22398"
"B10","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22406"
"B11","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22414"
"B12","34000","24","30","plate_1",0,10000,55.55,25.2,"wnv_std_1e4"
"C1","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22335"
"C2","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22343"
"C3","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22351"
"C4","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22359"
"C5","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22367"
"C6","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22375"
"C7","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22383"
"C8","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22391"
"C9","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22399"
"C10","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22407"
"C11","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22415"
"C12","34000","24","30","plate_1",0,100,55.55,31.44,"wnv_std_1e2"
"D1","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22336"
"D2","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22344"
"D3","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22352"
"D4","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22360"
"D5","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22368"
"D6","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22376"
"D7","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22384"
"D8","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22392"
"D9","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22400"
"D10","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22408"
"D11","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22416"
"D12","34000","24","30","plate_1",1e+06,8.73,18.51,34.79,"slev_std_1e6"
"E1","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22337"
"E2","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22345"
"E3","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22353"
"E4","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22361"
"E5","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22369"
"E6","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22377"
"E7","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22385"
"E8","34000","24","30","plate_1",0,23691.2,55.55,23.99,"CSU-22393"
"E9","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22401"
"E10","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22409"
"E11","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22417"
"E12","34000","24","30","plate_1",10000,0,24.83,55.55,"slev_std_1e4"
"F1","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22338"
"F2","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22346"
"F3","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22354"
"F4","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22362"
"F5","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22370"
"F6","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22378"
"F7","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22386"
"F8","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22394"
"F9","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22402"
"F10","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22410"
"F11","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22418"
"F12","34000","24","30","plate_1",100,0.71,30.79,38.22,"slev_std_1e2"
"G1","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22339"
"G2","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22347"
"G3","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22355"
"G4","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22363"
"G5","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22371"
"G6","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22379"
"G7","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22387"
"G8","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22395"
"G9","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22403"
"G10","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22411"
"G11","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22419"
"G12","34000","24","30","plate_1",2.2,0,35.94,55.55,"neg pcr ctrl"
"H1","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22340"
"H2","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22348"
"H3","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22356"
"H4","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22364"
"H5","34000","24","30","plate_1",0,478255.72,55.55,19.88,"CSU-22372"
"H6","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22380"
"H7","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22388"
"H8","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22396"
"H9","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22404"
"H10","34000","24","30","plate_1",0,0,55.55,55.55,"CSU-22412"
"H11","34000","24","30","plate_1",641124.06,22027696,19.16,14.65,"pos rna ctrl"
"H12","34000","24","30","plate_1",0,0,55.55,55.55,"neg extract ctl"
"A1","34000","24","30","plate_2",0,0,55.55,55.55,"CSU-22420"
"A2","34000","24","30","plate_2",0,0.39,55.55,38.85,"CSU-22428"
"A3","34000","24","30","plate_2",0,0,55.55,55.55,"CSU-22436"
"A4","34000","24","30","plate_2",0,0,55.55,55.55,"CSU-22444"
"A5","34000","24","30","plate_2",0,0,55.55,55.55,"CDC-100"
"A6","34000","24","30","plate_2",0,0,55.55,55.55,"CDC-108"
"A7","34000","24","30","plate_2",0,3.11,55.55,35.95,"CDC-116"
"A8","34000","24","30","plate_2",0,0,55.55,55.55,"CDC-124"
"A9","34000","24","30","plate_2",0,0,55.55,55.55,"RMRP-00513"
"A10","34000","24","30","plate_2",0,0,55.55,55.55,"RMRP-00521"
"A11","34000","24","30","plate_2",0,96.22,55.55,31.13,"RMRP-00529"
"A12","34000","24","30","plate_2",0,1e+06,55.55,18.15,"wnv_std_1e6"
"B1","34000","24","30","plate_2",0,0,55.55,55.55,"CSU-22421"
"B2","34000","24","30","plate_2",0,0.26,55.55,39.44,"CSU-22429"
"B3","34000","24","30","plate_2",0,0,55.55,55.55,"CSU-22437"
"B4","34000","24","30","plate_2",0,0,55.55,55.55,"CSU-22445"
"B5","34000","24","30","plate_2",0,0,55.55,55.55,"CDC-101"
"B6","34000","24","30","plate_2",0,0,55.55,55.55,"CDC-109"
"B7","34000","24","30","plate_2",0,0.32,55.55,39.12,"CDC-117"
"B8","34000","24","30","plate_2",0,0,55.55,55.55,"CDC-125"
"B9","34000","24","30","plate_2",0,18328.83,55.55,23.76,"RMRP-00514"
"B10","34000","24","30","plate_2",0,0,55.55,55.55,"RMRP-00522"
"B11","34000","24","30","plate_2",0,0,55.55,55.55,"RMRP-00530"
"B12","34000","24","30","plate_2",0,10000,55.55,24.6,"wnv_std_1e4"
"C1","34000","24","30","plate_2",0,0,55.55,55.55,"CSU-22422"
"C2","34000","24","30","plate_2",0,0,55.55,55.55,"CSU-22430"
"C3","34000","24","30","plate_2",0,0.64,55.55,38.17,"CSU-22438"
"C4","34000","24","30","plate_2",0,0,55.55,55.55,"CSU-22446"
"C5","34000","24","30","plate_2",0,0,55.55,55.55,"CDC-102"
"C6","34000","24","30","plate_2",0,0,55.55,55.55,"CDC-110"
"C7","34000","24","30","plate_2",0,0,55.55,55.55,"CDC-118"
"C8","34000","24","30","plate_2",0,289.77,55.55,29.58,"RMRP-00507"
"C9","34000","24","30","plate_2",0,0,55.55,55.55,"RMRP-00515"
"C10","34000","24","30","plate_2",0,0,55.55,55.55,"RMRP-00523"
"C11","34000","24","30","plate_2",5.78,3.79,34.8,35.67,"RMRP-00531"
"C12","34000","24","30","plate_2",0,100,55.55,31.08,"wnv_std_1e2"
"D1","34000","24","30","plate_2",0,1.16,55.55,37.33,"CSU-22423"
"D2","34000","24","30","plate_2",0,0,55.55,55.55,"CSU-22431"
"D3","34000","24","30","plate_2",0,0,55.55,55.55,"CSU-22439"
"D4","34000","24","30","plate_2",0,0,55.55,55.55,"BOU-00226"
"D5","34000","24","30","plate_2",0,0,55.55,55.55,"CDC-103"
"D6","34000","24","30","plate_2",0,0,55.55,55.55,"CDC-111"
"D7","34000","24","30","plate_2",0,257776.06,55.55,20.04,"CDC-119"
"D8","34000","24","30","plate_2",0,70.41,55.55,31.57,"RMRP-00508"
"D9","34000","24","30","plate_2",0,0,55.55,55.55,"RMRP-00516"
"D10","34000","24","30","plate_2",0.15,5.54,39.76,35.14,"RMRP-00524"
"D11","34000","24","30","plate_2",0,0,55.55,55.55,"RMRP-00532"
"D12","34000","24","30","plate_2",1e+06,4.22,18.39,35.52,"slev_std_1e6"
"E1","34000","24","30","plate_2",0,0,55.55,55.55,"CSU-22424"
"E2","34000","24","30","plate_2",0,0,55.55,55.55,"CSU-22432"
"E3","34000","24","30","plate_2",0,0,55.55,55.55,"CSU-22440"
"E4","34000","24","30","plate_2",0,0,55.55,55.55,"BOU-00227"
"E5","34000","24","30","plate_2",0,0,55.55,55.55,"CDC-104"
"E6","34000","24","30","plate_2",0,0,55.55,55.55,"CDC-112"
"E7","34000","24","30","plate_2",0,0,55.55,55.55,"CDC-120"
"E8","34000","24","30","plate_2",0,21.83,55.55,33.21,"RMRP-00509"
"E9","34000","24","30","plate_2",0,45.79,55.55,32.17,"RMRP-00517"
"E10","34000","24","30","plate_2",0,3493.83,55.55,26.08,"RMRP-00525"
"E11","34000","24","30","plate_2",1489885.38,20862096,17.96,13.87,"pos rna ctrl"
"E12","34000","24","30","plate_2",10000,0,24.94,55.55,"slev_std_1e4"
"F1","34000","24","30","plate_2",0,0,55.55,55.55,"CSU-22425"
"F2","34000","24","30","plate_2",0,0,55.55,55.55,"CSU-22433"
"F3","34000","24","30","plate_2",0,0,55.55,55.55,"CSU-22441"
"F4","34000","24","30","plate_2",0,0,55.55,55.55,"BOU-00228"
"F5","34000","24","30","plate_2",0,0,55.55,55.55,"CDC-105"
"F6","34000","24","30","plate_2",0,0,55.55,55.55,"CDC-113"
"F7","34000","24","30","plate_2",0,0,55.55,55.55,"CDC-121"
"F8","34000","24","30","plate_2",0,4.47,55.55,35.44,"RMRP-00510"
"F9","34000","24","30","plate_2",0,63958.09,55.55,22,"RMRP-00518"
"F10","34000","24","30","plate_2",0,0,55.55,55.55,"RMRP-00526"
"F12","34000","24","30","plate_2",100,0,30.84,55.55,"slev_std_1e2"
