"well_position","ct_threshold","year","week","plate","copies_SLEV","copies_WNV","cq_SLEV","cq","csu_id"
"B3","34000","24","26","plate_2",0,0,55.55,55.55,"CSU-22017"
"B4","34000","24","26","plate_2",0,0,55.55,55.55,"CDC-019"
"B5","34000","24","26","plate_2",0,8.62,55.55,34.34,"CDC-027"
"B6","34000","24","26","plate_2",0,0,55.55,55.55,"CDC-035"
"B12","34000","24","26","plate_2",0,10000,55.55,25.01,"wnv_std_1e4"
"C1","34000","24","26","plate_2",0,5.19,55.55,35.01,"CSU-22002"
"C2","34000","24","26","plate_2",6.35,27.58,34.95,32.79,"CSU-22010"
"C3","34000","24","26","plate_2",48.24,14.82,32.19,33.62,"CSU-22018"
"C4","34000","24","26","plate_2",0,0,55.55,55.55,"CDC-020"
"C5","34000","24","26","plate_2",0,0,55.55,55.55,"CDC-028"
"C6","34000","24","26","plate_2",6.15,33.37,35,32.54,"RMRP-00433"
"C12","34000","24","26","plate_2",14.2,100,33.86,31.06,"wnv_std_1e2"
"D1","34000","24","26","plate_2",0,1.31,55.55,36.84,"CSU-22003"
"D2","34000","24","26","plate_2",7.74,16.73,34.68,33.46,"CSU-22011"
"D3","34000","24","26","plate_2",3.83,19.75,35.64,33.24,"CSU-22019"
"D4","34000","24","26","plate_2",5.37,23.61,35.18,33,"CDC-021"
"D5","34000","24","26","plate_2",0,0,55.55,55.55,"CDC-029"
"D6","34000","24","26","plate_2",5.09,29.6,35.26,32.7,"RMRP-00434"
"D12","34000","24","26","plate_2",1e+06,19.8,18.62,33.23,"slev_std_1e6"
"E1","34000","24","26","plate_2",0.22,11.45,39.52,33.96,"CSU-22004"
"E2","34000","24","26","plate_2",4.39,13.51,35.46,33.74,"CSU-22012"
"E3","34000","24","26","plate_2",0.26,28.5,39.32,32.75,"BOU-00206"
"E4","34000","24","26","plate_2",0,12.15,55.55,33.88,"CDC-022"
"E5","34000","24","26","plate_2",0,0,55.55,55.55,"CDC-030"
"E12","34000","24","26","plate_2",10000,19.84,24.91,33.23,"slev_std_1e4"
"F1","34000","24","26","plate_2",0.99,12.54,37.49,33.84,"CSU-22005"
"F2","34000","24","26","plate_2",0.87,13.1,37.67,33.78,"CSU-22013"
"F3","34000","24","26","plate_2",0.56,17.39,38.27,33.41,"BOU-00207"
"F4","34000","24","26","plate_2",25.86,22.4,33.04,33.07,"CDC-023"
"F5","34000","24","26","plate_2",0,0,55.55,55.55,"CDC-031"
"F11","34000","24","26","plate_2",0,2649.49,55.55,26.73,"pos extract ctl"
"F12","34000","24","26","plate_2",0,0,55.55,55.55,"slev_std_1e2"
"G1","34000","24","26","plate_2",0.27,11.89,39.25,33.91,"CSU-22006"
"G2","34000","24","26","plate_2",6.08,14.63,35.01,33.64,"CSU-22014"
"G3","34000","24","26","plate_2",2.49,18.94,36.23,33.29,"BOU-00208"
"G4","34000","24","26","plate_2",2.45,13.42,36.25,33.75,"CDC-024"
"G5","34000","24","26","plate_2",0,15.47,55.55,33.56,"CDC-032"
"G11","34000","24","26","plate_2",315028.34,20151254,20.2,14.87,"pos extract ctl"
"H1","34000","24","26","plate_2",0,14.96,55.55,33.61,"CSU-22007"
"H2","34000","24","26","plate_2",30.66,18.37,32.81,33.33,"CSU-22015"
"H3","34000","24","26","plate_2",0,10.12,55.55,34.13,"BOU-00209"
"H4","34000","24","26","plate_2",0,2.18,55.55,36.16,"CDC-025"
"H5","34000","24","26","plate_2",0,3.51,55.55,35.53,"CDC-033"
"H10","34000","24","26","plate_2",2.22,25.81,36.39,32.88,"neg pcr ctrl"
"H11","34000","24","26","plate_2",958188.81,29182096,18.68,14.38,"pos extract ctl"
"H12","34000","24","26","plate_2",4.58,27.22,35.4,32.81,"neg pcr ctrl"
"A1","34000","24","27","plate_1",0,6.13,55.55,34.78,"CSU-22020"
"A2","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22028"
"A3","34000","24","27","plate_1",0,4.76,55.55,35.13,"CSU-22036"
"A4","34000","24","27","plate_1",1.59,1.6,36.57,36.62,"CSU-22044"
"A5","34000","24","27","plate_1",0,0.99,55.55,37.28,"CSU-22052"
"A6","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22060"
"A7","34000","24","27","plate_1",0,0.87,55.55,37.46,"CSU-22068"
"A8","34000","24","27","plate_1",0,3.74,55.55,35.46,"CSU-22076"
"A9","34000","24","27","plate_1",0,1.16,55.55,37.06,"CSU-22084"
"A10","34000","24","27","plate_1",0,1.1,55.55,37.13,"CSU-22092"
"A11","34000","24","27","plate_1",0.31,5.26,38.75,34.99,"CSU-22100"
"A12","34000","24","27","plate_1",0,1e+06,55.55,18.35,"wnv_std_1e6"
"B1","34000","24","27","plate_1",0,2.82,55.55,35.85,"CSU-22021"
"B2","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22029"
"B3","34000","24","27","plate_1",0,4.85,55.55,35.11,"CSU-22037"
"B4","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22045"
"B5","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22053"
"B6","34000","24","27","plate_1",0,0.9,55.55,37.42,"CSU-22061"
"B7","34000","24","27","plate_1",0,8.38,55.55,34.35,"CSU-22069"
"B8","34000","24","27","plate_1",0,4.37,55.55,35.25,"CSU-22077"
"B9","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22085"
"B10","34000","24","27","plate_1",0,3.44,55.55,35.58,"CSU-22093"
"B11","34000","24","27","plate_1",0,1.79,55.55,36.47,"CSU-22101"
"B12","34000","24","27","plate_1",0,10000,55.55,24.58,"wnv_std_1e4"
"C1","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22022"
"C2","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22030"
"C3","34000","24","27","plate_1",0.44,2.6,38.29,35.96,"CSU-22038"
"C4","34000","24","27","plate_1",0,8.38,55.55,34.35,"CSU-22046"
"C5","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22054"
"C6","34000","24","27","plate_1",0,0.36,55.55,38.65,"CSU-22062"
"C7","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22070"
"C8","34000","24","27","plate_1",0,0.48,55.55,38.27,"CSU-22078"
"C9","34000","24","27","plate_1",1.05,1.33,37.13,36.88,"CSU-22086"
"C10","34000","24","27","plate_1",0.35,2.65,38.6,35.93,"CSU-22094"
"C11","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22102"
"C12","34000","24","27","plate_1",3.96,100,35.35,30.98,"wnv_std_1e2"
"D1","34000","24","27","plate_1",0,2.58,55.55,35.97,"CSU-22023"
"D2","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22031"
"D3","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22039"
"D4","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22047"
"D5","34000","24","27","plate_1",0,3.03,55.55,35.75,"CSU-22055"
"D6","34000","24","27","plate_1",0,0.8,55.55,37.58,"CSU-22063"
"D7","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22071"
"D8","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22079"
"D9","34000","24","27","plate_1",0.81,3.04,37.48,35.74,"CSU-22087"
"D10","34000","24","27","plate_1",0.52,1.36,38.08,36.85,"CSU-22095"
"D11","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22103"
"D12","34000","24","27","plate_1",1e+06,3.74,18.61,35.46,"slev_std_1e6"
"E1","34000","24","27","plate_1",0,5.85,55.55,34.85,"CSU-22024"
"E2","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22032"
"E3","34000","24","27","plate_1",0.28,5.44,38.91,34.95,"CSU-22040"
"E4","34000","24","27","plate_1",0,3,55.55,35.76,"CSU-22048"
"E5","34000","24","27","plate_1",0,4.42,55.55,35.23,"CSU-22056"
"E6","34000","24","27","plate_1",2.17,3.7,36.16,35.47,"CSU-22064"
"E7","34000","24","27","plate_1",0,4.57,55.55,35.19,"CSU-22072"
"E8","34000","24","27","plate_1",0,3.23,55.55,35.66,"CSU-22080"
"E9","34000","24","27","plate_1",0,1.74,55.55,36.51,"CSU-22088"
"E10","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22096"
"E11","34000","24","27","plate_1",0,1.52,55.55,36.7,"CSU-22104"
"E12","34000","24","27","plate_1",10000,1.17,24.99,37.06,"slev_std_1e4"
"F1","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22025"
"F2","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22033"
"F3","34000","24","27","plate_1",0,0.89,55.55,37.43,"CSU-22041"
"F4","34000","24","27","plate_1",0,1.62,55.55,36.61,"CSU-22049"
"F5","34000","24","27","plate_1",0,1.62,55.55,36.61,"CSU-22057"
"F6","34000","24","27","plate_1",0,0.28,55.55,39.01,"CSU-22065"
"F7","34000","24","27","plate_1",0,2.49,55.55,36.02,"CSU-22073"
"F8","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22081"
"F9","34000","24","27","plate_1",0,1.32,55.55,36.89,"CSU-22089"
"F10","34000","24","27","plate_1",2.09,2.26,36.21,36.15,"CSU-22097"
"F11","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22105"
"F12","34000","24","27","plate_1",100,1.48,30.96,36.74,"slev_std_1e2"
"G1","34000","24","27","plate_1",0.76,1.47,37.56,36.74,"CSU-22026"
"G2","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22034"
"G3","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22042"
"G4","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22050"
"G5","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22058"
"G6","34000","24","27","plate_1",12.09,2.05,33.86,36.29,"CSU-22066"
"G7","34000","24","27","plate_1",5.17,6.69,35,34.66,"CSU-22074"
"G8","34000","24","27","plate_1",0,0.41,55.55,38.51,"CSU-22082"
"G9","34000","24","27","plate_1",0,1.43,55.55,36.78,"CSU-22090"
"G10","34000","24","27","plate_1",0,0.37,55.55,38.62,"CSU-22098"
"G11","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22106"
"G12","34000","24","27","plate_1",0,9.94,55.55,34.12,"neg pcr ctrl"
"H1","34000","24","27","plate_1",0,0.68,55.55,37.8,"CSU-22027"
"H2","34000","24","27","plate_1",0,0.95,55.55,37.34,"CSU-22035"
"H3","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22043"
"H4","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22051"
"H5","34000","24","27","plate_1",0,0,55.55,55.55,"CSU-22059"
"H6","34000","24","27","plate_1",0,0.28,55.55,39.01,"CSU-22067"
"H7","34000","24","27","plate_1",0,3.94,55.55,35.39,"CSU-22075"
"H8","34000","24","27","plate_1",0.42,3.13,38.35,35.71,"CSU-22083"
"H9","34000","24","27","plate_1",0,0.3,55.55,38.91,"CSU-22091"
"H10","34000","24","27","plate_1",0,3.66,55.55,35.49,"CSU-22099"
"H11","34000","24","27","plate_1",1340019.25,10780554,18.29,15.06,"pos rna ctrl"
"H12","34000","24","27","plate_1",0,13.16,55.55,33.73,"neg extract ctl"
"A1","34000","24","27","plate_2",0,7.52,55.55,35.46,"CSU-22107"
"A2","34000","24","27","plate_2",6.22,13.64,35.46,34.63,"RMRP-00438"
"A3","34000","24","27","plate_2",3.03,9.94,36.46,35.07,"RMRP-00446"
"A4","34000","24","27","plate_2",0,9.52,55.55,35.13,"RMRP-00454"
"A5","34000","24","27","plate_2",0,0,55.55,55.55,"BOU-00214"
"A6","34000","24","27","plate_2",0,2.6,55.55,36.93,"CDC-044"
"A7","34000","24","27","plate_2",0,2.26,55.55,37.13,"CDC-052"
"A12","34000","24","27","plate_2",0,1e+06,55.55,19.15,"wnv_std_1e6"
"B1","34000","24","27","plate_2",0,0,55.55,55.55,"CSU-22108"
"B2","34000","24","27","plate_2",2.75,10.79,36.59,34.96,"RMRP-00439"
"B3","34000","24","27","plate_2",0,5.55,55.55,35.88,"RMRP-00447"
"B4","34000","24","27","plate_2",0,3.64,55.55,36.46,"RMRP-00455"
"B5","34000","24","27","plate_2",0,5.12,55.55,35.99,"BOU-00215"
"B6","34000","24","27","plate_2",0,2.01,55.55,37.28,"CDC-045"
"B7","34000","24","27","plate_2",0,3.78,55.55,36.41,"CDC-053"
"B12","34000","24","27","plate_2",0,10000,55.55,25.4,"wnv_std_1e4"
"C1","34000","24","27","plate_2",0.67,1.66,38.56,37.55,"CSU-22109"
"C2","34000","24","27","plate_2",0.26,5.62,39.89,35.86,"RMRP-00440"
"C3","34000","24","27","plate_2",0,2.15,55.55,37.19,"RMRP-00448"
"C4","34000","24","27","plate_2",0,0,55.55,55.55,"RMRP-00456"
"C5","34000","24","27","plate_2",0,3.84,55.55,36.39,"CDC-038"
"C6","34000","24","27","plate_2",0,5.44,55.55,35.91,"CDC-046"
"C7","34000","24","27","plate_2",0,0,55.55,55.55,"CDC-054"
"C12","34000","24","27","plate_2",23.16,100,33.63,31.92,"wnv_std_1e2"
"D1","34000","24","27","plate_2",0,1.43,55.55,37.76,"CSU-22110"
"D2","34000","24","27","plate_2",0,1.69,55.55,37.53,"RMRP-00441"
"D3","34000","24","27","plate_2",0,0.97,55.55,38.3,"RMRP-00449"
"D4","34000","24","27","plate_2",0,0,55.55,55.55,"RMRP-00457"
"D5","34000","24","27","plate_2",0,0,55.55,55.55,"CDC-039"
"D6","34000","24","27","plate_2",0,4.8,55.55,36.08,"CDC-047"
"D7","34000","24","27","plate_2",1.19,0,37.77,55.55,"CDC-055"
"D12","34000","24","27","plate_2",1e+06,12.97,18.77,34.7,"slev_std_1e6"
"E1","34000","24","27","plate_2",0.86,5.76,38.21,35.83,"CSU-22111"
"E2","34000","24","27","plate_2",2.06,9.7,37,35.1,"RMRP-00442"
"E3","34000","24","27","plate_2",0,16.95,55.55,34.33,"RMRP-00450"
"E4","34000","24","27","plate_2",0,10.35,55.55,35.01,"RMRP-00458"
"E5","34000","24","27","plate_2",0,3.18,55.55,36.65,"CDC-040"
"E6","34000","24","27","plate_2",0,9.79,55.55,35.09,"CDC-048"
"E7","34000","24","27","plate_2",731581.62,12388739,19.2,15.62,"pos rna ctrl"
"E12","34000","24","27","plate_2",10000,5.87,25.17,35.8,"slev_std_1e4"
"F1","34000","24","27","plate_2",0,0.83,55.55,38.51,"RMRP-00435"
"F2","34000","24","27","plate_2",0,5.34,55.55,35.93,"RMRP-00443"
"F3","34000","24","27","plate_2",0,6.47,55.55,35.67,"RMRP-00451"
"F4","34000","24","27","plate_2",0,0,55.55,55.55,"BOU-00211"
"F5","34000","24","27","plate_2",0,8.25,55.55,35.33,"CDC-041"
"F6","34000","24","27","plate_2",0,0,55.55,55.55,"CDC-049"
"F12","34000","24","27","plate_2",100,6.83,31.59,35.59,"slev_std_1e2"
"G1","34000","24","27","plate_2",2.13,1.47,36.95,37.72,"RMRP-00436"
"G2","34000","24","27","plate_2",0,9.26,55.55,35.17,"RMRP-00444"
"G3","34000","24","27","plate_2",0,13.38,55.55,34.66,"RMRP-00452"
"G4","34000","24","27","plate_2",0,0,55.55,55.55,"BOU-00212"
"G5","34000","24","27","plate_2",0,3.95,55.55,36.35,"CDC-042"
"G6","34000","24","27","plate_2",0,0,55.55,55.55,"CDC-050"
"G12","34000","24","27","plate_2",0.66,5.23,38.58,35.96,"neg h2O pcr ctrl"
"H1","34000","24","27","plate_2",0.6,0.94,38.72,38.34,"RMRP-00437"
"H2","34000","24","27","plate_2",0.27,3.22,39.84,36.63,"RMRP-00445"
"H3","34000","24","27","plate_2",0.68,10.31,38.54,35.02,"RMRP-00453"
"H4","34000","24","27","plate_2",0,4.83,55.55,36.07,"BOU-00213"
"H5","34000","24","27","plate_2",1.25,5.07,37.69,36,"CDC-043"
"H6","34000","24","27","plate_2",0,0,55.55,55.55,"CDC-051"
"H12","34000","24","27","plate_2",0,0.67,55.55,38.8,"neg rna ctrl"
"A1","34000","24","28","plate_1",0,0.83,55.55,37.46,"CSU-22112"
"A2","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22120"
"A3","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22128"
"A4","34000","24","28","plate_1",0.31,0,38.58,55.55,"CSU-22136"
"A5","34000","24","28","plate_1",0,1.37,55.55,36.78,"CSU-22144"
"A6","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22152"
"A7","34000","24","28","plate_1",0,0.31,55.55,38.83,"CSU-22160"
"A8","34000","24","28","plate_1",0,1.55,55.55,36.61,"CSU-22168"
"A9","34000","24","28","plate_1",0,1.65,55.55,36.53,"CSU-22176"
"A10","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22184"
"A11","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22192"
"A12","34000","24","28","plate_1",0,1e+06,55.55,18.38,"wnv_std_1e6"
"B1","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22113"
"B2","34000","24","28","plate_1",0,0.28,55.55,38.93,"CSU-22121"
"B3","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22129"
"B4","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22137"
"B5","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22145"
"B6","34000","24","28","plate_1",0,1.08,55.55,37.1,"CSU-22153"
"B7","34000","24","28","plate_1",0,2.13,55.55,36.18,"CSU-22161"
"B8","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22169"
"B9","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22177"
"B10","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22185"
"B11","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22193"
"B12","34000","24","28","plate_1",0,10000,55.55,24.61,"wnv_std_1e4"
"C1","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22114"
"C2","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22122"
"C3","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22130"
"C4","34000","24","28","plate_1",14.37,1.52,33.46,36.64,"CSU-22138"
"C5","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22146"
"C6","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22154"
"C7","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22162"
"C8","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22170"
"C9","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22178"
"C10","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22186"
"C11","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22194"
"C12","34000","24","28","plate_1",0,100,55.55,30.94,"wnv_std_1e2"
"D1","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22115"
"D2","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22123"
"D3","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22131"
"D4","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22139"
"D5","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22147"
"D6","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22155"
"D7","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22163"
"D8","34000","24","28","plate_1",0,0.19,55.55,39.44,"CSU-22171"
"D9","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22179"
"D10","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22187"
"D11","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22195"
"D12","34000","24","28","plate_1",1e+06,6.58,18.49,34.64,"slev_std_1e6"
"E1","34000","24","28","plate_1",0,1.57,55.55,36.6,"CSU-22116"
"E2","34000","24","28","plate_1",0.36,0.86,38.38,37.42,"CSU-22124"
"E3","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22132"
"E4","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22140"
"E5","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22148"
"E6","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22156"
"E7","34000","24","28","plate_1",0,0.81,55.55,37.49,"CSU-22164"
"E8","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22172"
"E9","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22180"
"E10","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22188"
"E11","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22196"
"E12","34000","24","28","plate_1",10000,0.25,24.86,39.09,"slev_std_1e4"
"F1","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22117"
"F2","34000","24","28","plate_1",0,0.85,55.55,37.43,"CSU-22125"
"F3","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22133"
"F4","34000","24","28","plate_1",0,2.6,55.55,35.91,"CSU-22141"
"F5","34000","24","28","plate_1",0,0.18,55.55,39.53,"CSU-22149"
"F6","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22157"
"F7","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22165"
"F8","34000","24","28","plate_1",0,0.43,55.55,38.35,"CSU-22173"
"F9","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22181"
"F10","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22189"
"F11","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22197"
"F12","34000","24","28","plate_1",100,0,30.79,55.55,"slev_std_1e2"
"G1","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22118"
"G2","34000","24","28","plate_1",0,1.11,55.55,37.07,"CSU-22126"
"G3","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22134"
"G4","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22142"
"G5","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22150"
"G6","34000","24","28","plate_1",0,1.09,55.55,37.1,"CSU-22158"
"G7","34000","24","28","plate_1",0,0.34,55.55,38.7,"CSU-22166"
"G8","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22174"
"G9","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22182"
"G10","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22190"
"G11","34000","24","28","plate_1",0.38,0,38.32,55.55,"CSU-22198"
"G12","34000","24","28","plate_1",0,0.72,55.55,37.66,"neg h2O pcr ctrl"
"H1","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22119"
"H2","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22127"
"H3","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22135"
"H4","34000","24","28","plate_1",0,11.02,55.55,33.94,"CSU-22143"
"H5","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22151"
"H6","34000","24","28","plate_1",0.16,5,39.46,35.02,"CSU-22159"
"H7","34000","24","28","plate_1",0,1.42,55.55,36.74,"CSU-22167"
"H8","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22175"
"H9","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22183"
"H10","34000","24","28","plate_1",0,0,55.55,55.55,"CSU-22191"
"H11","34000","24","28","plate_1",446808.28,18504192,19.64,14.38,"pos rna ctrl"
"H12","34000","24","28","plate_1",0,5.58,55.55,34.87,"neg rna ctrl"
"A1","34000","24","28","plate_2",0,0,55.55,55.55,"CSU-22199"
"A2","34000","24","28","plate_2",0,0,55.55,55.55,"CSU-22207"
"A3","34000","24","28","plate_2",0,0,55.55,55.55,"CSU-22215"
"A4","34000","24","28","plate_2",0,0,55.55,55.55,"CDC-060"
"A5","34000","24","28","plate_2",0,0,55.55,55.55,"CDC-068"
"A6","34000","24","28","plate_2",0,0,55.55,55.55,"BOU-00217"
"A7","34000","24","28","plate_2",0,2819720,55.55,16.45,"RMRP-00463"
"A8","34000","24","28","plate_2",0,0,55.55,55.55,"RMRP-00471"
"A9","34000","24","28","plate_2",0,3.18,55.55,38.24,"RMRP-00479"
"A10","34000","24","28","plate_2",0,0,55.55,55.55,"RMRP-00487"
"A12","34000","24","28","plate_2",0,1e+06,55.55,18.44,"wnv_std_1e6"
"B1","34000","24","28","plate_2",0,0,55.55,55.55,"CSU-22200"
"B2","34000","24","28","plate_2",0,0,55.55,55.55,"CSU-22208"
"B3","34000","24","28","plate_2",0,0,55.55,55.55,"CSU-22216"
"B4","34000","24","28","plate_2",0,0,55.55,55.55,"CDC-061"
"B5","34000","24","28","plate_2",0,0,55.55,55.55,"CDC-069"
"B6","34000","24","28","plate_2",0,0,55.55,55.55,"BOU-00218"
"B7","34000","24","28","plate_2",0,26.52,55.55,34.87,"RMRP-00464"
"B8","34000","24","28","plate_2",0,0,55.55,55.55,"RMRP-00472"
"B9","34000","24","28","plate_2",0,0,55.55,55.55,"RMRP-00480"
"B10","34000","24","28","plate_2",0,0,55.55,55.55,"RMRP-00488"
"B12","34000","24","28","plate_2",0,10000,55.55,24.74,"wnv_std_1e4"
"C1","34000","24","28","plate_2",0,0,55.55,55.55,"CSU-22201"
"C2","34000","24","28","plate_2",0,3.08,55.55,38.29,"CSU-22209"
"C3","34000","24","28","plate_2",0,0,55.55,55.55,"CSU-22217"
"C4","34000","24","28","plate_2",0,0,55.55,55.55,"CDC-062"
"C5","34000","24","28","plate_2",0,0,55.55,55.55,"CDC-070"
"C6","34000","24","28","plate_2",0,0,55.55,55.55,"BOU-00219"
"C7","34000","24","28","plate_2",0,5150.72,55.55,26.48,"RMRP-00465"
"C8","34000","24","28","plate_2",0,0,55.55,55.55,"RMRP-00473"
"C9","34000","24","28","plate_2",0,0,55.55,55.55,"RMRP-00481"
"C10","34000","24","28","plate_2",0,0,55.55,55.55,"RMRP-00489"
"C12","34000","24","28","plate_2",0,100,55.55,33.1,"wnv_std_1e2"
"D1","34000","24","28","plate_2",0,0,55.55,55.55,"CSU-22202"
"D2","34000","24","28","plate_2",0,0,55.55,55.55,"CSU-22210"
"D3","34000","24","28","plate_2",0,0,55.55,55.55,"CSU-22218"
"D4","34000","24","28","plate_2",0,0,55.55,55.55,"CDC-063"
"D5","34000","24","28","plate_2",0,0,55.55,55.55,"CDC-071"
"D6","34000","24","28","plate_2",0,0,55.55,55.55,"BOU-00220"
"D7","34000","24","28","plate_2",0,0,55.55,55.55,"RMRP-00466"
"D8","34000","24","28","plate_2",0,0,55.55,55.55,"RMRP-00474"
"D9","34000","24","28","plate_2",0,0,55.55,55.55,"RMRP-00482"
"D10","34000","24","28","plate_2",0,0,55.55,55.55,"RMRP-00490"
"D12","34000","24","28","plate_2",1e+06,13.07,18.65,35.99,"slev_std_1e6"
"E1","34000","24","28","plate_2",0,0,55.55,55.55,"CSU-22203"
"E2","34000","24","28","plate_2",0,0,55.55,55.55,"CSU-22211"
"E3","34000","24","28","plate_2",0,0,55.55,55.55,"CDC-056"
"E4","34000","24","28","plate_2",0,0,55.55,55.55,"CDC-064"
"E5","34000","24","28","plate_2",0,0,55.55,55.55,"CDC-072"
"E6","34000","24","28","plate_2",0,0,55.55,55.55,"RMRP-00459"
"E7","34000","24","28","plate_2",0,0,55.55,55.55,"RMRP-00467"
"E8","34000","24","28","plate_2",0,0,55.55,55.55,"RMRP-00475"
"E9","34000","24","28","plate_2",0,0,55.55,55.55,"RMRP-00483"
"E10","34000","24","28","plate_2",4089.82,857058.75,26.37,18.35,"pos rna ctrl"
"E12","34000","24","28","plate_2",10000,0,25.08,55.55,"slev_std_1e4"
"F1","34000","24","28","plate_2",0,0,55.55,55.55,"CSU-22204"
"F2","34000","24","28","plate_2",0,0,55.55,55.55,"CSU-22212"
"F3","34000","24","28","plate_2",0,0,55.55,55.55,"CDC-057"
"F4","34000","24","28","plate_2",0,0,55.55,55.55,"CDC-065"
"F5","34000","24","28","plate_2",0,0,55.55,55.55,"CDC-073"
"F6","34000","24","28","plate_2",0,0,55.55,55.55,"RMRP-00460"
