"zone","abund_Pipiens","abund_Tarsalis","pir_Pipiens","pir_Tarsalis","vi_Pipiens","vi_Tarsalis","vi_All"
"NW",9,0.7778,0,0,0,0,0
"NE",14.9,3.6,0,0,0,0,0
"SE",8.0667,6.2,0.0059,0,0.05,0,0.07
"SW",1.7778,2.1111,0.024,0,0.04,0,0.06
"FC",8.5349,3.6047,0.0041,0,0.03,0,0.04
NA,NA,NA,NA,NA,NA,NA,NA
"LV",0,0,0,0,0,0,0
"BE",0,0,0,0,0,0,0
"BC",7.1304,0.7391,0,0,0,0,0
