"zone","abund_Pipiens","abund_Tarsalis","pir_Pipiens","pir_Tarsalis","vi_Pipiens","vi_Tarsalis","vi_All"
"NW",1.1111,4,0,0,0,0,0
"NE",2.2,9.3,0,0,0,0,0
"SE",7.3571,22.2857,0,0,0,0,0
"SW",2.75,2.5,0,0,0,0,0
"FC",3.8293,11.2439,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA
"LV",1.1667,26,0,0,0,0,0
"BE",0.9,13,0,0,0,0,0
"BC",2.0435,19.8261,0,0,0,0,0
