trap_id,zone,zone2,trap_date,year,week,spp,method,trap_status,total,key,source,epiweek,week_submitted
FC-046,SE,FC,2022-07-05,2022,27,Pipiens,L,culex,3,FC046|Pipiens|2022|27,vdci,27,
FC-046,SE,FC,2022-07-05,2022,27,Tarsalis,L,culex,27,FC046|Tarsalis|2022|27,vdci,27,
FC-047,SE,FC,2022-07-05,2022,27,Pipiens,L,culex,0,FC047|Pipiens|2022|27,vdci,27,
FC-047,SE,FC,2022-07-05,2022,27,Tarsalis,L,culex,48,FC047|Tarsalis|2022|27,vdci,27,
FC-050,SE,FC,2022-07-05,2022,27,Pipiens,L,culex,7,FC050|Pipiens|2022|27,vdci,27,
FC-050,SE,FC,2022-07-05,2022,27,Tarsalis,L,culex,57,FC050|Tarsalis|2022|27,vdci,27,
FC-053,SE,FC,2022-07-05,2022,27,Pipiens,L,culex,0,FC053|Pipiens|2022|27,vdci,27,
FC-053,SE,FC,2022-07-05,2022,27,Tarsalis,L,culex,294,FC053|Tarsalis|2022|27,vdci,27,
FC-059,SE,FC,2022-07-05,2022,27,Pipiens,L,culex,6,FC059|Pipiens|2022|27,vdci,27,
FC-059,SE,FC,2022-07-05,2022,27,Tarsalis,L,culex,67,FC059|Tarsalis|2022|27,vdci,27,
FC-064,SE,FC,2022-07-05,2022,27,Pipiens,L,culex,3,FC064|Pipiens|2022|27,vdci,27,
FC-064,SE,FC,2022-07-05,2022,27,Tarsalis,L,culex,111,FC064|Tarsalis|2022|27,vdci,27,
FC-074,SE,FC,2022-07-05,2022,27,Pipiens,L,culex,1,FC074|Pipiens|2022|27,vdci,27,
FC-074,SE,FC,2022-07-05,2022,27,Tarsalis,L,culex,118,FC074|Tarsalis|2022|27,vdci,27,
FC-075,SE,FC,2022-07-05,2022,27,Pipiens,L,culex,0,FC075|Pipiens|2022|27,vdci,27,
FC-075,SE,FC,2022-07-05,2022,27,Tarsalis,L,culex,88,FC075|Tarsalis|2022|27,vdci,27,
FC-075GR,SE,FC,2022-07-05,2022,27,Pipiens,G,culex,3,FC075GR|Pipiens|2022|27,vdci,27,
FC-075GR,SE,FC,2022-07-05,2022,27,Tarsalis,G,culex,0,FC075GR|Tarsalis|2022|27,vdci,27,
FC-088GR,SE,FC,2022-07-05,2022,27,Pipiens,G,culex,47,FC088GR|Pipiens|2022|27,vdci,27,
FC-088GR,SE,FC,2022-07-05,2022,27,Tarsalis,G,culex,0,FC088GR|Tarsalis|2022|27,vdci,27,
LC-001,BE,BE,2022-07-05,2022,27,Pipiens,L,culex,3,LC001|Pipiens|2022|27,vdci,27,
LC-001,BE,BE,2022-07-05,2022,27,Tarsalis,L,culex,47,LC001|Tarsalis|2022|27,vdci,27,
LC-049,BE,BE,2022-07-05,2022,27,Pipiens,L,culex,0,LC049|Pipiens|2022|27,vdci,27,
LC-049,BE,BE,2022-07-05,2022,27,Tarsalis,L,culex,17,LC049|Tarsalis|2022|27,vdci,27,
LC-053,BE,BE,2022-07-05,2022,27,Pipiens,L,culex,0,LC053|Pipiens|2022|27,vdci,27,
LC-053,BE,BE,2022-07-05,2022,27,Tarsalis,L,culex,63,LC053|Tarsalis|2022|27,vdci,27,
LC-054,BE,BE,2022-07-05,2022,27,Pipiens,L,culex,0,LC054|Pipiens|2022|27,vdci,27,
LC-054,BE,BE,2022-07-05,2022,27,Tarsalis,L,culex,44,LC054|Tarsalis|2022|27,vdci,27,
LV-020,LV,LV,2022-07-05,2022,27,Pipiens,L,culex,0,LV020|Pipiens|2022|27,vdci,27,
LV-020,LV,LV,2022-07-05,2022,27,Tarsalis,L,culex,55,LV020|Tarsalis|2022|27,vdci,27,
LV-089,LV,LV,2022-07-05,2022,27,Pipiens,L,culex,0,LV089|Pipiens|2022|27,vdci,27,
LV-089,LV,LV,2022-07-05,2022,27,Tarsalis,L,culex,195,LV089|Tarsalis|2022|27,vdci,27,
LV-104,LV,LV,2022-07-05,2022,27,Pipiens,L,culex,2,LV104|Pipiens|2022|27,vdci,27,
LV-104,LV,LV,2022-07-05,2022,27,Tarsalis,L,culex,55,LV104|Tarsalis|2022|27,vdci,27,
LV-110,LV,LV,2022-07-05,2022,27,Pipiens,L,culex,1,LV110|Pipiens|2022|27,vdci,27,
LV-110,LV,LV,2022-07-05,2022,27,Tarsalis,L,culex,45,LV110|Tarsalis|2022|27,vdci,27,
WC-055,BE,BE,2022-07-05,2022,27,Pipiens,L,culex,1,WC055|Pipiens|2022|27,vdci,27,
WC-055,BE,BE,2022-07-05,2022,27,Tarsalis,L,culex,5,WC055|Tarsalis|2022|27,vdci,27,
FC-006,NE,FC,2022-07-03,2022,27,Pipiens,L,culex,0,FC006|Pipiens|2022|27,vdci,27,
FC-006,NE,FC,2022-07-03,2022,27,Tarsalis,L,culex,19,FC006|Tarsalis|2022|27,vdci,27,
FC-014,NE,FC,2022-07-03,2022,27,Pipiens,L,culex,71,FC014|Pipiens|2022|27,vdci,27,
FC-014,NE,FC,2022-07-03,2022,27,Tarsalis,L,culex,24,FC014|Tarsalis|2022|27,vdci,27,
FC-019,NE,FC,2022-07-03,2022,27,Pipiens,L,culex,14,FC019|Pipiens|2022|27,vdci,27,
FC-019,NE,FC,2022-07-03,2022,27,Tarsalis,L,culex,41,FC019|Tarsalis|2022|27,vdci,27,
FC-034,NE,FC,2022-07-03,2022,27,Pipiens,L,culex,1,FC034|Pipiens|2022|27,vdci,27,
FC-034,NE,FC,2022-07-03,2022,27,Tarsalis,L,culex,76,FC034|Tarsalis|2022|27,vdci,27,
FC-036,NW,FC,2022-07-03,2022,27,Pipiens,L,culex,0,FC036|Pipiens|2022|27,vdci,27,
FC-036,NW,FC,2022-07-03,2022,27,Tarsalis,L,culex,6,FC036|Tarsalis|2022|27,vdci,27,
FC-038,NE,FC,2022-07-03,2022,27,Pipiens,L,culex,0,FC038|Pipiens|2022|27,vdci,27,
FC-038,NE,FC,2022-07-03,2022,27,Tarsalis,L,culex,23,FC038|Tarsalis|2022|27,vdci,27,
FC-040,NE,FC,2022-07-03,2022,27,Pipiens,L,culex,6,FC040|Pipiens|2022|27,vdci,27,
FC-040,NE,FC,2022-07-03,2022,27,Tarsalis,L,culex,24,FC040|Tarsalis|2022|27,vdci,27,
FC-040GR,NE,FC,2022-07-03,2022,27,Pipiens,G,culex,36,FC040GR|Pipiens|2022|27,vdci,27,
FC-040GR,NE,FC,2022-07-03,2022,27,Tarsalis,G,culex,0,FC040GR|Tarsalis|2022|27,vdci,27,
FC-066,NE,FC,2022-07-03,2022,27,Pipiens,L,culex,98,FC066|Pipiens|2022|27,vdci,27,
FC-066,NE,FC,2022-07-03,2022,27,Tarsalis,L,culex,75,FC066|Tarsalis|2022|27,vdci,27,
FC-066GR,NE,FC,2022-07-03,2022,27,Pipiens,G,culex,10,FC066GR|Pipiens|2022|27,vdci,27,
FC-066GR,NE,FC,2022-07-03,2022,27,Tarsalis,G,culex,0,FC066GR|Tarsalis|2022|27,vdci,27,
FC-067,NE,FC,2022-07-03,2022,27,Pipiens,L,culex,3,FC067|Pipiens|2022|27,vdci,27,
FC-067,NE,FC,2022-07-03,2022,27,Tarsalis,L,culex,37,FC067|Tarsalis|2022|27,vdci,27,
FC-069,NE,FC,2022-07-03,2022,27,Pipiens,L,culex,0,FC069|Pipiens|2022|27,vdci,27,
FC-069,NE,FC,2022-07-03,2022,27,Tarsalis,L,culex,21,FC069|Tarsalis|2022|27,vdci,27,
FC-072,NE,FC,2022-07-03,2022,27,Pipiens,L,culex,2,FC072|Pipiens|2022|27,vdci,27,
FC-072,NE,FC,2022-07-03,2022,27,Tarsalis,L,culex,17,FC072|Tarsalis|2022|27,vdci,27,
FC-091GR,NE,FC,2022-07-03,2022,27,Pipiens,G,culex,3,FC091GR|Pipiens|2022|27,vdci,27,
FC-091GR,NE,FC,2022-07-03,2022,27,Tarsalis,G,culex,0,FC091GR|Tarsalis|2022|27,vdci,27,
FC-092GR,NE,FC,2022-07-03,2022,27,Pipiens,G,culex,3,FC092GR|Pipiens|2022|27,vdci,27,
FC-092GR,NE,FC,2022-07-03,2022,27,Tarsalis,G,culex,0,FC092GR|Tarsalis|2022|27,vdci,27,
LV-069,LV,LV,2022-07-03,2022,27,Pipiens,L,culex,4,LV069|Pipiens|2022|27,vdci,27,
LV-069,LV,LV,2022-07-03,2022,27,Tarsalis,L,culex,60,LV069|Tarsalis|2022|27,vdci,27,
LV-095,LV,LV,2022-07-03,2022,27,Pipiens,L,culex,0,LV095|Pipiens|2022|27,vdci,27,
LV-095,LV,LV,2022-07-03,2022,27,Tarsalis,L,culex,41,LV095|Tarsalis|2022|27,vdci,27,
FC-001,SW,FC,2022-06-29,2022,26,Pipiens,L,culex,0,FC001|Pipiens|2022|26,vdci,26,
FC-001,SW,FC,2022-06-29,2022,26,Tarsalis,L,culex,6,FC001|Tarsalis|2022|26,vdci,26,
FC-029,SE,FC,2022-06-29,2022,26,Pipiens,L,culex,1,FC029|Pipiens|2022|26,vdci,26,
FC-029,SE,FC,2022-06-29,2022,26,Tarsalis,L,culex,14,FC029|Tarsalis|2022|26,vdci,26,
FC-029GR,SE,FC,2022-06-29,2022,26,Pipiens,G,culex,21,FC029GR|Pipiens|2022|26,vdci,26,
FC-029GR,SE,FC,2022-06-29,2022,26,Tarsalis,G,culex,1,FC029GR|Tarsalis|2022|26,vdci,26,
FC-037,SW,FC,2022-06-29,2022,26,Pipiens,L,no culex,0,FC037|Pipiens|2022|26,vdci,26,
FC-037,SW,FC,2022-06-29,2022,26,Tarsalis,L,no culex,0,FC037|Tarsalis|2022|26,vdci,26,
FC-054,SE,FC,2022-06-29,2022,26,Pipiens,L,culex,0,FC054|Pipiens|2022|26,vdci,26,
FC-054,SE,FC,2022-06-29,2022,26,Tarsalis,L,culex,8,FC054|Tarsalis|2022|26,vdci,26,
FC-057,SW,FC,2022-06-29,2022,26,Pipiens,L,culex,0,FC057|Pipiens|2022|26,vdci,26,
FC-057,SW,FC,2022-06-29,2022,26,Tarsalis,L,culex,1,FC057|Tarsalis|2022|26,vdci,26,
FC-062,SW,FC,2022-06-29,2022,26,Pipiens,L,culex,1,FC062|Pipiens|2022|26,vdci,26,
FC-062,SW,FC,2022-06-29,2022,26,Tarsalis,L,culex,1,FC062|Tarsalis|2022|26,vdci,26,
FC-063GR,NW,FC,2022-06-29,2022,26,Pipiens,G,culex,16,FC063GR|Pipiens|2022|26,vdci,26,
FC-063GR,NW,FC,2022-06-29,2022,26,Tarsalis,G,culex,0,FC063GR|Tarsalis|2022|26,vdci,26,
FC-068,SW,FC,2022-06-29,2022,26,Pipiens,L,culex,0,FC068|Pipiens|2022|26,vdci,26,
FC-068,SW,FC,2022-06-29,2022,26,Tarsalis,L,culex,1,FC068|Tarsalis|2022|26,vdci,26,
FC-071,SW,FC,2022-06-29,2022,26,Pipiens,L,no culex,0,FC071|Pipiens|2022|26,vdci,26,
FC-071,SW,FC,2022-06-29,2022,26,Tarsalis,L,no culex,0,FC071|Tarsalis|2022|26,vdci,26,
FC-089GR,SW,FC,2022-06-29,2022,26,Pipiens,G,culex,18,FC089GR|Pipiens|2022|26,vdci,26,
FC-089GR,SW,FC,2022-06-29,2022,26,Tarsalis,G,culex,0,FC089GR|Tarsalis|2022|26,vdci,26,
FC-093,SW,FC,2022-06-29,2022,26,Pipiens,L,culex,0,FC093|Pipiens|2022|26,vdci,26,
FC-093,SW,FC,2022-06-29,2022,26,Tarsalis,L,culex,2,FC093|Tarsalis|2022|26,vdci,26,
FC-011,NW,FC,2022-06-28,2022,26,Pipiens,L,culex,2,FC011|Pipiens|2022|26,vdci,26,
FC-011,NW,FC,2022-06-28,2022,26,Tarsalis,L,culex,3,FC011|Tarsalis|2022|26,vdci,26,
FC-015,NW,FC,2022-06-28,2022,26,Pipiens,L,culex,0,FC015|Pipiens|2022|26,vdci,26,
FC-015,NW,FC,2022-06-28,2022,26,Tarsalis,L,culex,2,FC015|Tarsalis|2022|26,vdci,26,
FC-041,NW,FC,2022-06-28,2022,26,Pipiens,L,culex,5,FC041|Pipiens|2022|26,vdci,26,
FC-041,NW,FC,2022-06-28,2022,26,Tarsalis,L,culex,6,FC041|Tarsalis|2022|26,vdci,26,
FC-049,SW,FC,2022-06-28,2022,26,Pipiens,L,culex,1,FC049|Pipiens|2022|26,vdci,26,
FC-049,SW,FC,2022-06-28,2022,26,Tarsalis,L,culex,4,FC049|Tarsalis|2022|26,vdci,26,
FC-052,NW,FC,2022-06-28,2022,26,Pipiens,L,culex,2,FC052|Pipiens|2022|26,vdci,26,
FC-052,NW,FC,2022-06-28,2022,26,Tarsalis,L,culex,3,FC052|Tarsalis|2022|26,vdci,26,
FC-058,SW,FC,2022-06-28,2022,26,Pipiens,L,no culex,0,FC058|Pipiens|2022|26,vdci,26,
FC-058,SW,FC,2022-06-28,2022,26,Tarsalis,L,no culex,0,FC058|Tarsalis|2022|26,vdci,26,
FC-060,NW,FC,2022-06-28,2022,26,Pipiens,L,culex,0,FC060|Pipiens|2022|26,vdci,26,
FC-060,NW,FC,2022-06-28,2022,26,Tarsalis,L,culex,1,FC060|Tarsalis|2022|26,vdci,26,
FC-061,NW,FC,2022-06-28,2022,26,Pipiens,L,culex,0,FC061|Pipiens|2022|26,vdci,26,
FC-061,NW,FC,2022-06-28,2022,26,Tarsalis,L,culex,6,FC061|Tarsalis|2022|26,vdci,26,
FC-063,NW,FC,2022-06-28,2022,26,Pipiens,L,no culex,0,FC063|Pipiens|2022|26,vdci,26,
FC-063,NW,FC,2022-06-28,2022,26,Tarsalis,L,no culex,0,FC063|Tarsalis|2022|26,vdci,26,
FC-073,NW,FC,2022-06-28,2022,26,Pipiens,L,culex,21,FC073|Pipiens|2022|26,vdci,26,
FC-073,NW,FC,2022-06-28,2022,26,Tarsalis,L,culex,8,FC073|Tarsalis|2022|26,vdci,26,
FC-090GR,NW,FC,2022-06-28,2022,26,Pipiens,G,culex,25,FC090GR|Pipiens|2022|26,vdci,26,
FC-090GR,NW,FC,2022-06-28,2022,26,Tarsalis,G,culex,0,FC090GR|Tarsalis|2022|26,vdci,26,
LC-001,BE,BE,2022-06-28,2022,26,Pipiens,L,culex,11,LC001|Pipiens|2022|26,vdci,26,
LC-001,BE,BE,2022-06-28,2022,26,Tarsalis,L,culex,131,LC001|Tarsalis|2022|26,vdci,26,
LC-049,BE,BE,2022-06-28,2022,26,Pipiens,L,culex,0,LC049|Pipiens|2022|26,vdci,26,
LC-049,BE,BE,2022-06-28,2022,26,Tarsalis,L,culex,10,LC049|Tarsalis|2022|26,vdci,26,
LC-053,BE,BE,2022-06-28,2022,26,Pipiens,L,culex,0,LC053|Pipiens|2022|26,vdci,26,
LC-053,BE,BE,2022-06-28,2022,26,Tarsalis,L,culex,42,LC053|Tarsalis|2022|26,vdci,26,
LC-054,BE,BE,2022-06-28,2022,26,Pipiens,L,culex,0,LC054|Pipiens|2022|26,vdci,26,
LC-054,BE,BE,2022-06-28,2022,26,Tarsalis,L,culex,54,LC054|Tarsalis|2022|26,vdci,26,
LV-020,LV,LV,2022-06-28,2022,26,Pipiens,L,culex,0,LV020|Pipiens|2022|26,vdci,26,
LV-020,LV,LV,2022-06-28,2022,26,Tarsalis,L,culex,89,LV020|Tarsalis|2022|26,vdci,26,
WC-055,BE,BE,2022-06-28,2022,26,Pipiens,L,culex,0,WC055|Pipiens|2022|26,vdci,26,
WC-055,BE,BE,2022-06-28,2022,26,Tarsalis,L,culex,1,WC055|Tarsalis|2022|26,vdci,26,
BC-04,BC,BC,2022-06-27,2022,26,Pipiens,L,culex,0,BC04|Pipiens|2022|26,bc,26,
BC-04,BC,BC,2022-06-27,2022,26,Tarsalis,L,culex,5,BC04|Tarsalis|2022|26,bc,26,
BC-09,BC,BC,2022-06-27,2022,26,Pipiens,L,culex,0,BC09|Pipiens|2022|26,bc,26,
BC-09,BC,BC,2022-06-27,2022,26,Tarsalis,L,culex,7,BC09|Tarsalis|2022|26,bc,26,
BC-12,BC,BC,2022-06-27,2022,26,Pipiens,L,culex,0,BC12|Pipiens|2022|26,bc,26,
BC-12,BC,BC,2022-06-27,2022,26,Tarsalis,L,culex,18,BC12|Tarsalis|2022|26,bc,26,
BC-15,BC,BC,2022-06-27,2022,26,Pipiens,L,culex,0,BC15|Pipiens|2022|26,bc,26,
BC-15,BC,BC,2022-06-27,2022,26,Tarsalis,L,culex,43,BC15|Tarsalis|2022|26,bc,26,
BC-17,BC,BC,2022-06-27,2022,26,Pipiens,L,culex,0,BC17|Pipiens|2022|26,bc,26,
BC-17,BC,BC,2022-06-27,2022,26,Tarsalis,L,culex,9,BC17|Tarsalis|2022|26,bc,26,
FC-004,SE,FC,2022-06-27,2022,26,Pipiens,L,culex,1,FC004|Pipiens|2022|26,vdci,26,
FC-004,SE,FC,2022-06-27,2022,26,Tarsalis,L,culex,22,FC004|Tarsalis|2022|26,vdci,26,
FC-023,SE,FC,2022-06-27,2022,26,Pipiens,L,culex,0,FC023|Pipiens|2022|26,vdci,26,
FC-023,SE,FC,2022-06-27,2022,26,Tarsalis,L,culex,5,FC023|Tarsalis|2022|26,vdci,26,
FC-027,SE,FC,2022-06-27,2022,26,Pipiens,L,culex,1,FC027|Pipiens|2022|26,vdci,26,
FC-027,SE,FC,2022-06-27,2022,26,Tarsalis,L,culex,22,FC027|Tarsalis|2022|26,vdci,26,
FC-031,SE,FC,2022-06-27,2022,26,Pipiens,L,culex,0,FC031|Pipiens|2022|26,vdci,26,
FC-031,SE,FC,2022-06-27,2022,26,Tarsalis,L,culex,22,FC031|Tarsalis|2022|26,vdci,26,
FC-039,SE,FC,2022-06-27,2022,26,Pipiens,L,culex,0,FC039|Pipiens|2022|26,vdci,26,
FC-039,SE,FC,2022-06-27,2022,26,Tarsalis,L,culex,8,FC039|Tarsalis|2022|26,vdci,26,
FC-046,SE,FC,2022-06-27,2022,26,Pipiens,L,culex,2,FC046|Pipiens|2022|26,vdci,26,
FC-046,SE,FC,2022-06-27,2022,26,Tarsalis,L,culex,9,FC046|Tarsalis|2022|26,vdci,26,
FC-047,SE,FC,2022-06-27,2022,26,Pipiens,L,culex,0,FC047|Pipiens|2022|26,vdci,26,
FC-047,SE,FC,2022-06-27,2022,26,Tarsalis,L,culex,14,FC047|Tarsalis|2022|26,vdci,26,
FC-050,SE,FC,2022-06-27,2022,26,Pipiens,L,culex,0,FC050|Pipiens|2022|26,vdci,26,
FC-050,SE,FC,2022-06-27,2022,26,Tarsalis,L,culex,14,FC050|Tarsalis|2022|26,vdci,26,
FC-053,SE,FC,2022-06-27,2022,26,Pipiens,L,culex,1,FC053|Pipiens|2022|26,vdci,26,
FC-053,SE,FC,2022-06-27,2022,26,Tarsalis,L,culex,90,FC053|Tarsalis|2022|26,vdci,26,
FC-059,SE,FC,2022-06-27,2022,26,Pipiens,L,culex,1,FC059|Pipiens|2022|26,vdci,26,
FC-059,SE,FC,2022-06-27,2022,26,Tarsalis,L,culex,15,FC059|Tarsalis|2022|26,vdci,26,
FC-064,SE,FC,2022-06-27,2022,26,Pipiens,L,culex,0,FC064|Pipiens|2022|26,vdci,26,
FC-064,SE,FC,2022-06-27,2022,26,Tarsalis,L,culex,44,FC064|Tarsalis|2022|26,vdci,26,
FC-074,SE,FC,2022-06-27,2022,26,Pipiens,L,culex,3,FC074|Pipiens|2022|26,vdci,26,
FC-074,SE,FC,2022-06-27,2022,26,Tarsalis,L,culex,66,FC074|Tarsalis|2022|26,vdci,26,
FC-075,SE,FC,2022-06-27,2022,26,Pipiens,L,culex,0,FC075|Pipiens|2022|26,vdci,26,
FC-075,SE,FC,2022-06-27,2022,26,Tarsalis,L,culex,58,FC075|Tarsalis|2022|26,vdci,26,
FC-075GR,SE,FC,2022-06-27,2022,26,Pipiens,G,culex,3,FC075GR|Pipiens|2022|26,vdci,26,
FC-075GR,SE,FC,2022-06-27,2022,26,Tarsalis,G,culex,0,FC075GR|Tarsalis|2022|26,vdci,26,
FC-088GR,SE,FC,2022-06-27,2022,26,Pipiens,G,culex,21,FC088GR|Pipiens|2022|26,vdci,26,
FC-088GR,SE,FC,2022-06-27,2022,26,Tarsalis,G,culex,0,FC088GR|Tarsalis|2022|26,vdci,26,
LV-089,LV,LV,2022-06-27,2022,26,Pipiens,L,culex,13,LV089|Pipiens|2022|26,vdci,26,
LV-089,LV,LV,2022-06-27,2022,26,Tarsalis,L,culex,144,LV089|Tarsalis|2022|26,vdci,26,
LV-104,LV,LV,2022-06-27,2022,26,Pipiens,L,culex,10,LV104|Pipiens|2022|26,vdci,26,
LV-104,LV,LV,2022-06-27,2022,26,Tarsalis,L,culex,59,LV104|Tarsalis|2022|26,vdci,26,
LV-110,LV,LV,2022-06-27,2022,26,Pipiens,L,culex,1,LV110|Pipiens|2022|26,vdci,26,
LV-110,LV,LV,2022-06-27,2022,26,Tarsalis,L,culex,6,LV110|Tarsalis|2022|26,vdci,26,
FC-006,NE,FC,2022-06-26,2022,26,Pipiens,L,culex,1,FC006|Pipiens|2022|26,vdci,26,
FC-006,NE,FC,2022-06-26,2022,26,Tarsalis,L,culex,2,FC006|Tarsalis|2022|26,vdci,26,
FC-014,NE,FC,2022-06-26,2022,26,Pipiens,L,culex,0,FC014|Pipiens|2022|26,vdci,26,
FC-014,NE,FC,2022-06-26,2022,26,Tarsalis,L,culex,5,FC014|Tarsalis|2022|26,vdci,26,
FC-019,NE,FC,2022-06-26,2022,26,Pipiens,L,culex,3,FC019|Pipiens|2022|26,vdci,26,
FC-019,NE,FC,2022-06-26,2022,26,Tarsalis,L,culex,7,FC019|Tarsalis|2022|26,vdci,26,
FC-034,NE,FC,2022-06-26,2022,26,Pipiens,L,culex,1,FC034|Pipiens|2022|26,vdci,26,
FC-034,NE,FC,2022-06-26,2022,26,Tarsalis,L,culex,29,FC034|Tarsalis|2022|26,vdci,26,
FC-036,NW,FC,2022-06-26,2022,26,Pipiens,L,culex,0,FC036|Pipiens|2022|26,vdci,26,
FC-036,NW,FC,2022-06-26,2022,26,Tarsalis,L,culex,2,FC036|Tarsalis|2022|26,vdci,26,
FC-038,NE,FC,2022-06-26,2022,26,Pipiens,L,culex,0,FC038|Pipiens|2022|26,vdci,26,
FC-038,NE,FC,2022-06-26,2022,26,Tarsalis,L,culex,4,FC038|Tarsalis|2022|26,vdci,26,
FC-040,NE,FC,2022-06-26,2022,26,Pipiens,L,culex,0,FC040|Pipiens|2022|26,vdci,26,
FC-040,NE,FC,2022-06-26,2022,26,Tarsalis,L,culex,2,FC040|Tarsalis|2022|26,vdci,26,
FC-040GR,NE,FC,2022-06-26,2022,26,Pipiens,G,culex,0,FC040GR|Pipiens|2022|26,vdci,26,
FC-040GR,NE,FC,2022-06-26,2022,26,Tarsalis,G,culex,2,FC040GR|Tarsalis|2022|26,vdci,26,
FC-066,NE,FC,2022-06-26,2022,26,Pipiens,L,culex,21,FC066|Pipiens|2022|26,vdci,26,
FC-066,NE,FC,2022-06-26,2022,26,Tarsalis,L,culex,10,FC066|Tarsalis|2022|26,vdci,26,
FC-066GR,NE,FC,2022-06-26,2022,26,Pipiens,G,no mosquitoes,0,FC066GR|Pipiens|2022|26,vdci,26,
FC-066GR,NE,FC,2022-06-26,2022,26,Tarsalis,G,no mosquitoes,0,FC066GR|Tarsalis|2022|26,vdci,26,
FC-067,NE,FC,2022-06-26,2022,26,Pipiens,L,culex,1,FC067|Pipiens|2022|26,vdci,26,
FC-067,NE,FC,2022-06-26,2022,26,Tarsalis,L,culex,6,FC067|Tarsalis|2022|26,vdci,26,
FC-069,NE,FC,2022-06-26,2022,26,Pipiens,L,culex,1,FC069|Pipiens|2022|26,vdci,26,
FC-069,NE,FC,2022-06-26,2022,26,Tarsalis,L,culex,6,FC069|Tarsalis|2022|26,vdci,26,
FC-072,NE,FC,2022-06-26,2022,26,Pipiens,L,culex,4,FC072|Pipiens|2022|26,vdci,26,
FC-072,NE,FC,2022-06-26,2022,26,Tarsalis,L,culex,14,FC072|Tarsalis|2022|26,vdci,26,
FC-091GR,NE,FC,2022-06-26,2022,26,Pipiens,G,no mosquitoes,0,FC091GR|Pipiens|2022|26,vdci,26,
FC-091GR,NE,FC,2022-06-26,2022,26,Tarsalis,G,no mosquitoes,0,FC091GR|Tarsalis|2022|26,vdci,26,
FC-092GR,NE,FC,2022-06-26,2022,26,Pipiens,G,no culex,0,FC092GR|Pipiens|2022|26,vdci,26,
FC-092GR,NE,FC,2022-06-26,2022,26,Tarsalis,G,no culex,0,FC092GR|Tarsalis|2022|26,vdci,26,
LV-069,LV,LV,2022-06-26,2022,26,Pipiens,L,culex,2,LV069|Pipiens|2022|26,vdci,26,
LV-069,LV,LV,2022-06-26,2022,26,Tarsalis,L,culex,4,LV069|Tarsalis|2022|26,vdci,26,
LV-095,LV,LV,2022-06-26,2022,26,Pipiens,L,culex,0,LV095|Pipiens|2022|26,vdci,26,
LV-095,LV,LV,2022-06-26,2022,26,Tarsalis,L,culex,3,LV095|Tarsalis|2022|26,vdci,26,
FC-001,SW,FC,2022-06-22,2022,25,Pipiens,L,culex,0,FC001|Pipiens|2022|25,vdci,25,
FC-001,SW,FC,2022-06-22,2022,25,Tarsalis,L,culex,1,FC001|Tarsalis|2022|25,vdci,25,
FC-029,SE,FC,2022-06-22,2022,25,Pipiens,L,culex,0,FC029|Pipiens|2022|25,vdci,25,
FC-029,SE,FC,2022-06-22,2022,25,Tarsalis,L,culex,5,FC029|Tarsalis|2022|25,vdci,25,
FC-029GR,SE,FC,2022-06-22,2022,25,Pipiens,G,culex,6,FC029GR|Pipiens|2022|25,vdci,25,
FC-029GR,SE,FC,2022-06-22,2022,25,Tarsalis,G,culex,0,FC029GR|Tarsalis|2022|25,vdci,25,
FC-037,SW,FC,2022-06-22,2022,25,Pipiens,L,culex,0,FC037|Pipiens|2022|25,vdci,25,
FC-037,SW,FC,2022-06-22,2022,25,Tarsalis,L,culex,11,FC037|Tarsalis|2022|25,vdci,25,
FC-054,SE,FC,2022-06-22,2022,25,Pipiens,L,culex,0,FC054|Pipiens|2022|25,vdci,25,
FC-054,SE,FC,2022-06-22,2022,25,Tarsalis,L,culex,7,FC054|Tarsalis|2022|25,vdci,25,
FC-057,SW,FC,2022-06-22,2022,25,Pipiens,L,culex,0,FC057|Pipiens|2022|25,vdci,25,
FC-057,SW,FC,2022-06-22,2022,25,Tarsalis,L,culex,1,FC057|Tarsalis|2022|25,vdci,25,
FC-062,SW,FC,2022-06-22,2022,25,Pipiens,L,no culex,0,FC062|Pipiens|2022|25,vdci,25,
FC-062,SW,FC,2022-06-22,2022,25,Tarsalis,L,no culex,0,FC062|Tarsalis|2022|25,vdci,25,
FC-068,SW,FC,2022-06-22,2022,25,Pipiens,L,culex,0,FC068|Pipiens|2022|25,vdci,25,
FC-068,SW,FC,2022-06-22,2022,25,Tarsalis,L,culex,1,FC068|Tarsalis|2022|25,vdci,25,
FC-071,SW,FC,2022-06-22,2022,25,Pipiens,L,culex,0,FC071|Pipiens|2022|25,vdci,25,
FC-071,SW,FC,2022-06-22,2022,25,Tarsalis,L,culex,2,FC071|Tarsalis|2022|25,vdci,25,
FC-089GR,SW,FC,2022-06-22,2022,25,Pipiens,G,culex,3,FC089GR|Pipiens|2022|25,vdci,25,
FC-089GR,SW,FC,2022-06-22,2022,25,Tarsalis,G,culex,0,FC089GR|Tarsalis|2022|25,vdci,25,
FC-093,SW,FC,2022-06-22,2022,25,Pipiens,L,culex,2,FC093|Pipiens|2022|25,vdci,25,
FC-093,SW,FC,2022-06-22,2022,25,Tarsalis,L,culex,4,FC093|Tarsalis|2022|25,vdci,25,
FC-011,NW,FC,2022-06-21,2022,25,Pipiens,L,culex,1,FC011|Pipiens|2022|25,vdci,25,
