"","trap_id","zone","lat","long"
"1","LV-20","LV",NA,NA
"2","FC-89GR","FC",NA,NA
"3","LV-95","LV",NA,NA
"4","FC-40GR","FC",NA,NA
"5","FC-095","FC",NA,NA
"6","FC063GR","FC",NA,NA
"7","BC-19","BC",NA,NA
"8","FC062","FC",NA,NA
"9","BC-01","BC",NA,NA
"10","BC-13","BC",NA,NA
"11","BC-12","BC",NA,NA
"12","BC-16","BC",NA,NA
"13","BC-25","BC",NA,NA
"14","BC-27","BC",NA,NA
"15","BC-26","BC",NA,NA
