"zone","year","week","spp","n_trap","mosq","abund","pir","pir_lci","pir_uci","vi","vi_lci","vi_uci"
"NE",2016,36,"Pipiens",9,218,24.2,0,0,0.0116452344665003,0,0,0.2818
"NW",2016,36,"Tarsalis",9,57,6.3,0,0,0.0494409799323276,0,0,0.3115
"NW",2016,36,"Pipiens",9,124,13.8,0,0,0.0190960610603033,0,0,0.2635
"SW",2016,36,"Tarsalis",7,29,4.1,0,0,0.0932494899665856,0,0,0.3823
"SW",2016,36,"Pipiens",7,12,1.7,0,0,0.0907089134565634,0,0,0.1542
"SW",2016,37,"Pipiens",6,4,0.7,0,0,0.450747963896551,0,0,0.3155
"SW",2016,37,"Tarsalis",6,6,1,0,0,0.325952064677518,0,0,0.326
"SE",2016,37,"Pipiens",10,15,1.5,0,0,0.107642301894248,0,0,0.1615
"SE",2016,37,"Tarsalis",10,17,1.7,0,0,0.165523017805912,0,0,0.2814
"NE",2016,37,"Tarsalis",9,25,2.8,0,0,0.112972660385253,0,0,0.3163
"NE",2016,37,"Pipiens",9,79,8.8,0,0,0.0246915169851017,0,0,0.2173
"NW",2016,37,"Tarsalis",8,18,2.2,0,0,0.152274373280255,0,0,0.335
"NW",2016,37,"Pipiens",8,179,22.4,0.00477878623462784,0.000305378826713358,0.0229455286624095,0.107,0.0068,0.514
"LV",2017,24,"Tarsalis",5,50,10,0,0,0.050744906940137,0,0,0.5074
"LV",2017,24,"Pipiens",5,1,0.2,0,0,0.793450685622763,0,0,0.1587
"NE",2017,24,"Pipiens",6,4,0.7,0,0,0.201744192617537,0,0,0.1412
"NE",2017,24,"Tarsalis",6,28,4.7,0,0,0.0925827107902569,0,0,0.4351
"NW",2017,24,"Tarsalis",6,19,3.2,0,0,0.100223279399857,0,0,0.3207
"NW",2017,24,"Pipiens",6,4,0.7,0,0,0.489890836454597,0,0,0.3429
"SE",2017,24,"Tarsalis",10,65,6.5,0,0,0.0396633258312064,0,0,0.2578
"SE",2017,24,"Pipiens",10,4,0.4,0,0,0.109079523510996,0,0,0.0436
"SW",2017,24,"Tarsalis",3,5,1.7,0,0,0.319256985962935,0,0,0.5427
"SW",2017,24,"Pipiens",3,2,0.7,0,0,0.545523032071769,0,0,0.3819
"LC",2017,24,"Tarsalis",4,33,8.2,0,0,0.0636414039853667,0,0,0.5219
"LV",2017,25,"Tarsalis",6,165,27.5,0,0,0.0170390066301227,0,0,0.4686
"NE",2017,25,"Pipiens",9,2,0.2,0,0,0.118095144320563,0,0,0.0236
"NE",2017,25,"Tarsalis",9,38,4.2,0,0,0.0719855752309215,0,0,0.3023
"LV",2017,25,"Pipiens",6,1,0.2,0,0,0.793450685622763,0,0,0.1587
"SE",2017,25,"Tarsalis",13,198,15.2,0,0,0.0149895750935976,0,0,0.2278
"SE",2017,25,"Pipiens",13,7,0.5,0,0,0.0377523493913375,0,0,0.0189
"LC",2017,25,"Tarsalis",4,314,78.5,0.0032180756051665,0.000189907735578767,0.0162392260191008,0.2526,0.0149,1.2748
"LC",2017,25,"Pipiens",4,2,0.5,0,0,0.657619772493347,0,0,0.3288
"NW",2017,25,"Tarsalis",5,10,2,0,0,0.235580831519715,0,0,0.4712
"NW",2017,25,"Pipiens",5,3,0.6,0,0,0.0480796270290486,0,0,0.0288
"SW",2017,25,"Tarsalis",4,18,4.5,0,0,0.124867529098,0,0,0.5619
"SW",2017,25,"Pipiens",4,6,1.5,0,0,0.0747139239159821,0,0,0.1121
"LC",2017,26,"Tarsalis",3,116,38.7,0,0,0.0204121322889989,0,0,0.7899
"LV",2017,26,"Tarsalis",6,234,39,0,0,0.0126748662059045,0,0,0.4943
"LV",2017,26,"Pipiens",6,5,0.8,0,0,0.383633950969459,0,0,0.3069
"NE",2017,26,"Tarsalis",9,79,8.8,0,0,0.036409495015123,0,0,0.3204
"NE",2017,26,"Pipiens",9,20,2.2,0,0,0.0652865555237202,0,0,0.1436
"NW",2017,26,"Tarsalis",8,76,9.5,0,0,0.0351991772571167,0,0,0.3344
"NW",2017,26,"Pipiens",8,25,3.1,0,0,0.0316234943363008,0,0,0.098
"SE",2017,26,"Tarsalis",15,638,42.5,0,0,0.00538282746806269,0,0,0.2288
"SE",2017,26,"Pipiens",15,21,1.4,0,0,0.0234320896118998,0,0,0.0328
"SW",2017,26,"Tarsalis",7,46,6.6,0,0,0.0566840871219889,0,0,0.3741
"SW",2017,26,"Pipiens",7,4,0.6,0,0,0.0500306882613051,0,0,0.03
"LV",2017,27,"Tarsalis",6,280,46.7,0,0,0.0107935379639338,0,0,0.5041
"NE",2017,27,"Tarsalis",10,309,30.9,0,0,0.0101458339823023,0,0,0.3135
"NE",2017,27,"Pipiens",10,20,2,0,0,0.0339888413152757,0,0,0.068
"LV",2017,27,"Pipiens",6,4,0.7,0,0,0.391791600007225,0,0,0.2743
"NW",2017,27,"Tarsalis",7,89,12.7,0,0,0.0299998271135475,0,0,0.381
"NW",2017,27,"Pipiens",7,12,1.7,0,0,0.0155211805669687,0,0,0.0264
"SW",2017,27,"Pipiens",5,3,0.6,0,0,0.069803989479624,0,0,0.0419
"SW",2017,27,"Tarsalis",5,15,3,0,0,0.168864439491019,0,0,0.5066
"SE",2017,27,"Tarsalis",14,462,33,0,0,0.0072240962518498,0,0,0.2384
"LC",2017,27,"Tarsalis",4,234,58.5,0,0,0.012490089911889,0,0,0.7307
"LC",2017,27,"Pipiens",4,4,1,0.236292059209576,0.0155718119848962,0.710178376337012,0.2363,0.0156,0.7102
"SE",2017,27,"Pipiens",14,12,0.9,0,0,0.0153392111933217,0,0,0.0138
"LV",2017,28,"Tarsalis",6,350,58.3,0,0,0.00903482234569439,0,0,0.5267
"NE",2017,28,"Tarsalis",8,330,41.2,0,0,0.00939879474979138,0,0,0.3872
"NE",2017,28,"Pipiens",8,13,1.6,0.00331912362789047,0.000194783218751806,0.0167540102592203,0.0053,3e-04,0.0268
"NW",2017,28,"Tarsalis",7,111,15.9,0,0,0.0227022230815336,0,0,0.361
"SE",2017,28,"Tarsalis",14,3503,250.2,0.00086884918710561,0.000228811985404555,0.002355068561797,0.2174,0.0572,0.5892
"SE",2017,28,"Pipiens",14,110,7.9,0,0,0.0090423944242824,0,0,0.0714
"LC",2017,28,"Tarsalis",4,469,117.2,0.007239041646202,0.00194351926368218,0.0203514095951998,0.8484,0.2278,2.3852
"LV",2017,28,"Pipiens",6,10,1.7,0,0,0.145912480380826,0,0,0.2481
"NW",2017,28,"Pipiens",7,18,2.6,0,0,0.0280607050734799,0,0,0.073
"LC",2017,28,"Pipiens",4,2,0.5,0,0,0.545523032071769,0,0,0.2728
"SW",2017,28,"Tarsalis",7,43,6.1,0,0,0.0530929402487835,0,0,0.3239
"SW",2017,28,"Pipiens",7,10,1.4,0,0,0.0980271851502478,0,0,0.1372
"LV",2017,29,"Tarsalis",6,593,98.8,0.00353803562965258,0.000641054448367995,0.0118465827881743,0.3496,0.0633,1.1704
"LV",2017,29,"Pipiens",6,13,2.2,0,0,0.170029940780331,0,0,0.3741
"NE",2017,29,"Tarsalis",10,932,93.2,0,0,0.00377579131174072,0,0,0.3519
"NE",2017,29,"Pipiens",10,38,3.8,0.00327496216445298,0.000190490326214765,0.0165159074005537,0.0124,7e-04,0.0628
"NW",2017,29,"Tarsalis",8,216,27,0,0,0.0137122202279431,0,0,0.3702
"SE",2017,29,"Tarsalis",15,1600,106.7,0.00126420668988045,0.000226629082022696,0.00416348182935126,0.1349,0.0242,0.4442
"SE",2017,29,"Pipiens",15,36,2.4,0,0,0.0096387749564852,0,0,0.0231
"LC",2017,29,"Tarsalis",4,388,97,0.00259307659942396,0.000152591162904491,0.0129529501352369,0.2515,0.0148,1.2564
"LC",2017,29,"Pipiens",4,19,4.8,0.0511184385164537,0.00345602883460567,0.267065165705803,0.2454,0.0166,1.2819
"NW",2017,29,"Pipiens",8,10,1.2,0.00879092877310318,0.000575971276030383,0.0425147184676039,0.0105,7e-04,0.051
"SW",2017,29,"Tarsalis",6,109,18.2,0,0,0.0250086352328781,0,0,0.4552
"SW",2017,29,"Pipiens",6,4,0.7,0,0,0.0208830736504237,0,0,0.0146
"LV",2017,30,"Tarsalis",6,1077,179.5,0.000930082057628233,5.3821226322005e-05,0.00454483089255229,0.1669,0.0097,0.8158
"NE",2017,30,"Pipiens",10,97,9.7,0.00143208713792768,8.31868109157316e-05,0.00704153462917393,0.0139,8e-04,0.0683
"NW",2017,30,"Tarsalis",9,290,32.2,0.00352760833638788,0.000205581849158327,0.0178468985451392,0.1136,0.0066,0.5747
"NW",2017,30,"Pipiens",9,40,4.4,0,0,0.0163979383720927,0,0,0.0722
"LV",2017,30,"Pipiens",6,11,1.8,0,0,0.191828883954079,0,0,0.3453
"NE",2017,30,"Tarsalis",10,599,59.9,0.00345349240815104,0.000628214747056809,0.0114506828092477,0.2069,0.0376,0.6859
"SE",2017,30,"Tarsalis",15,1118,74.5,0.000897114867584137,5.1802292149573e-05,0.00438333947116619,0.0668,0.0039,0.3266
"SE",2017,30,"Pipiens",15,20,1.3,0.0061479173655193,0.000355238660166175,0.0324487907265695,0.008,5e-04,0.0422
"SW",2017,30,"Tarsalis",9,93,10.3,0,0,0.0271620630506905,0,0,0.2798
"SW",2017,30,"Pipiens",9,19,2.1,0,0,0.0274602540939983,0,0,0.0577
"LC",2017,30,"Tarsalis",4,25,6.2,0,0,0.100821009458808,0,0,0.6251
"LC",2017,30,"Pipiens",4,2,0.5,0,0,0.545523032071769,0,0,0.2728
"LV",2017,31,"Tarsalis",6,505,84.2,0,0,0.00652982341315385,0,0,0.5498
"LV",2017,31,"Pipiens",6,11,1.8,0,0,0.204888849199132,0,0,0.3688
"NE",2017,31,"Tarsalis",10,237,23.7,0.00436737146040318,0.000251888076014281,0.0225202177473073,0.1035,0.006,0.5337
"NE",2017,31,"Pipiens",10,45,4.5,0.00444083054335228,0.000279159336935178,0.0209055165376133,0.02,0.0013,0.0941
"NW",2017,31,"Tarsalis",9,158,17.6,0,0,0.0188331728226637,0,0,0.3315
"NW",2017,31,"Pipiens",9,46,5.1,0,0,0.0133314086934207,0,0,0.068
"SE",2017,31,"Tarsalis",15,865,57.7,0.00366284366220285,0.00097072141528256,0.0100352205547557,0.2113,0.056,0.579
"SE",2017,31,"Pipiens",15,71,4.7,0.0156726199976396,0.00716346177503167,0.0316616653025087,0.0737,0.0337,0.1488
"LC",2017,31,"Tarsalis",4,154,38.5,0,0,0.0178778289336515,0,0,0.6883
"LC",2017,31,"Pipiens",4,11,2.8,0,0,0.158349937361804,0,0,0.4434
"SW",2017,31,"Tarsalis",8,149,18.6,0.00652914146377616,0.000403008211641009,0.0315584746107633,0.1214,0.0075,0.587
"SW",2017,31,"Pipiens",8,15,1.9,0.0105771910681602,0.000796120330233532,0.0475891479447436,0.0201,0.0015,0.0904
"LV",2017,32,"Tarsalis",6,130,21.7,0,0,0.0214292077147035,0,0,0.465
"NE",2017,32,"Tarsalis",9,122,13.6,0,0,0.0250856097715092,0,0,0.3412
"NE",2017,32,"Pipiens",9,127,14.1,0.00590470136125799,0.000372190350870236,0.0280518296916149,0.0833,0.0052,0.3955
"NW",2017,32,"Tarsalis",7,73,10.4,0,0,0.0350130008947015,0,0,0.3641
"NW",2017,32,"Pipiens",7,95,13.6,0,0,0.0200934960654306,0,0,0.2733
"LV",2017,32,"Pipiens",6,4,0.7,0,0,0.325850930484706,0,0,0.2281
"SE",2017,32,"Tarsalis",15,336,22.4,0.00293027049236673,0.000174721497794655,0.0142302674380867,0.0656,0.0039,0.3188
"SE",2017,32,"Pipiens",15,61,4.1,0.00770376177954386,0.000427635294377318,0.0419186456973211,0.0316,0.0018,0.1719
"LC",2017,32,"Tarsalis",4,105,26.2,0,0,0.0242593755729245,0,0,0.6356
"LC",2017,32,"Pipiens",4,4,1,0,0,0.391791600007225,0,0,0.3918
"SW",2017,32,"Tarsalis",8,28,3.5,0.0343379751782199,0.00215782686628147,0.155365485169099,0.1202,0.0076,0.5438
"SW",2017,32,"Pipiens",8,9,1.1,0,0,0.0709853140283212,0,0,0.0781
"LV",2017,33,"Tarsalis",6,129,21.5,0.00850717485612058,0.000482546241273171,0.0474264939730948,0.1829,0.0104,1.0197
"LV",2017,33,"Pipiens",6,14,2.3,0,0,0.178130646276766,0,0,0.4097
"NE",2017,33,"Tarsalis",10,114,11.4,0.00880863295049332,0.000509220989816531,0.0442770397279554,0.1004,0.0058,0.5048
"NE",2017,33,"Pipiens",10,104,10.4,0.00721463543443104,0.000425799255119356,0.035798950791811,0.075,0.0044,0.3723
"NW",2017,33,"Tarsalis",9,78,8.7,0,0,0.0350531491009413,0,0,0.305
"NW",2017,33,"Pipiens",9,79,8.8,0,0,0.0272385541594349,0,0,0.2397
"SE",2017,33,"Tarsalis",12,145,12.1,0.00725041232387976,0.000416721029821716,0.0374720772125932,0.0877,0.005,0.4534
"SE",2017,33,"Pipiens",12,53,4.4,0.0186221767348677,0.00328128743668014,0.0713978322490618,0.0819,0.0144,0.3142
"LC",2017,33,"Tarsalis",4,56,14,0,0,0.0339111708069305,0,0,0.4748
"LC",2017,33,"Pipiens",4,15,3.8,0,0,0.0998084806061441,0,0,0.3793
"SW",2017,33,"Tarsalis",6,49,8.2,0,0,0.0429092406413171,0,0,0.3519
"SW",2017,33,"Pipiens",6,15,2.5,0,0,0.0411237183116323,0,0,0.1028
"LV",2017,34,"Tarsalis",6,185,30.8,0,0,0.015844366511852,0,0,0.488
"LV",2017,34,"Pipiens",6,14,2.3,0,0,0.138843618889328,0,0,0.3193
"NE",2017,34,"Tarsalis",10,77,7.7,0,0,0.0374718177713404,0,0,0.2885
"NE",2017,34,"Pipiens",10,66,6.6,0,0,0.0226980967527291,0,0,0.1498
"NW",2017,34,"Tarsalis",9,67,7.4,0.0161073594354588,0.00092074169498302,0.0851900811521267,0.1192,0.0068,0.6304
"NW",2017,34,"Pipiens",9,66,7.3,0,0,0.0262317239185878,0,0,0.1915
"SE",2017,34,"Tarsalis",15,218,14.5,0.00444171219226042,0.000267934726750551,0.0212049509699383,0.0644,0.0039,0.3075
"SE",2017,34,"Pipiens",15,90,6,0.00357745481467823,0.000215550588905597,0.0172745326797527,0.0215,0.0013,0.1036
"LC",2017,34,"Tarsalis",4,95,23.8,0.0530611286097637,0.0144888584615361,0.235946090105999,1.2629,0.3448,5.6155
"LC",2017,34,"Pipiens",4,28,7,0,0,0.0711265819859996,0,0,0.4979
"SW",2017,34,"Pipiens",8,7,0.9,0,0,0.0889773081846102,0,0,0.0801
"SW",2017,34,"Tarsalis",8,56,7,0,0,0.046281199847249,0,0,0.324
"LV",2017,35,"Tarsalis",6,55,9.2,0,0,0.0463528022311405,0,0,0.4264
"LV",2017,35,"Pipiens",6,6,1,0,0,0.337804433535712,0,0,0.3378
"NE",2017,35,"Tarsalis",10,98,9.8,0,0,0.0301974936658235,0,0,0.2959
"NE",2017,35,"Pipiens",10,116,11.6,0,0,0.0140718493767283,0,0,0.1632
"NW",2017,35,"Tarsalis",7,60,8.6,0,0,0.0448726408318875,0,0,0.3859
"SE",2017,35,"Tarsalis",13,85,6.5,0,0,0.0379842426436188,0,0,0.2469
"SE",2017,35,"Pipiens",13,48,3.7,0.00763441282551704,0.000464514719669059,0.0373209118696444,0.0282,0.0017,0.1381
"NW",2017,35,"Pipiens",7,24,3.4,0,0,0.0387550682520662,0,0,0.1318
"SW",2017,35,"Tarsalis",6,16,2.7,0,0,0.158571692100425,0,0,0.4281
"SW",2017,35,"Pipiens",6,3,0.5,0,0,0.143439332078965,0,0,0.0717
"LC",2017,35,"Tarsalis",2,6,3,0,0,0.292288355751339,0,0,0.8769
"LV",2017,36,"Tarsalis",4,38,9.5,0,0,0.0569103024524816,0,0,0.5406
"LV",2017,36,"Pipiens",4,12,3,0,0,0.123163446256193,0,0,0.3695
"NE",2017,36,"Pipiens",8,47,5.9,0,0,0.0253511149620915,0,0,0.1496
"NE",2017,36,"Tarsalis",8,14,1.8,0,0,0.17503409293735,0,0,0.3151
"NW",2017,36,"Tarsalis",6,24,4,0,0,0.0997755573302403,0,0,0.3991
"SE",2017,36,"Pipiens",11,51,4.6,0.0160878216288658,0.000970527491375791,0.0759950050643122,0.074,0.0045,0.3496
"NW",2017,36,"Pipiens",6,16,2.7,0,0,0.0770247169212446,0,0,0.208
"SE",2017,36,"Tarsalis",11,13,1.2,0,0,0.198591838671274,0,0,0.2383
"SW",2017,36,"Pipiens",5,4,0.8,0,0,0.450747963896551,0,0,0.3606
"SW",2017,36,"Tarsalis",5,16,3.2,0,0,0.127024757108257,0,0,0.4065
"LV",2018,24,"Tarsalis",6,121,20.2,0,0,0.0218128069862041,0,0,0.4406
"NE",2018,24,"Tarsalis",8,65,8.1,0,0,0.038752522742334,0,0,0.3139
"NW",2018,24,"Tarsalis",8,76,9.5,0,0,0.0360789321745806,0,0,0.3427
"SE",2018,24,"Tarsalis",15,216,14.4,0,0,0.0148578513056719,0,0,0.214
"SE",2018,24,"Pipiens",15,13,0.9,0,0,0.0249847516397791,0,0,0.0225
"LC",2018,24,"Tarsalis",4,93,23.2,0,0,0.0257669943307069,0,0,0.5978
"NW",2018,24,"Pipiens",8,18,2.2,0,0,0.125430125313374,0,0,0.2759
"SW",2018,24,"Pipiens",7,2,0.3,0,0,0.450747963896551,0,0,0.1352
"SW",2018,24,"Tarsalis",7,31,4.4,0,0,0.0860063513218173,0,0,0.3784
"LV",2018,25,"Tarsalis",4,110,27.5,0,0,0.0219511211439544,0,0,0.6037
"LV",2018,25,"Pipiens",4,3,0.8,0,0,0.499144228594857,0,0,0.3993
"NE",2018,25,"Tarsalis",9,22,2.4,0,0,0.126953196750183,0,0,0.3047
"NE",2018,25,"Pipiens",9,9,1,0,0,0.0730135689354021,0,0,0.073
"NW",2018,25,"Tarsalis",3,23,7.7,0,0,0.0731111475775199,0,0,0.563
"SE",2018,25,"Tarsalis",12,260,21.7,0,0,0.011827085704075,0,0,0.2566
"SE",2018,25,"Pipiens",12,28,2.3,0,0,0.025865544255211,0,0,0.0595
"LC",2018,25,"Tarsalis",4,22,5.5,0,0,0.0985571328600931,0,0,0.5421
"NW",2018,25,"Pipiens",3,4,1.3,0,0,0.142508763946264,0,0,0.1853
"LC",2018,25,"Pipiens",4,3,0.8,0,0,0.408881453176683,0,0,0.3271
"SW",2018,25,"Pipiens",8,4,0.5,0,0,0.414867341958555,0,0,0.2074
"SW",2018,25,"Tarsalis",8,25,3.1,0,0,0.103727255913803,0,0,0.3216
"LV",2018,26,"Tarsalis",6,158,26.3,0,0,0.0180505874936953,0,0,0.4747
"LV",2018,26,"Pipiens",6,2,0.3,0,0,0.657619772493347,0,0,0.1973
"NE",2018,26,"Tarsalis",10,152,15.2,0,0,0.0195711992806797,0,0,0.2975
"NE",2018,26,"Pipiens",10,25,2.5,0,0,0.0654903709727793,0,0,0.1637
"SE",2018,26,"Tarsalis",15,540,36,0,0,0.00627352174565321,0,0,0.2258
"SE",2018,26,"Pipiens",15,35,2.3,0,0,0.0219217846183749,0,0,0.0504
"NW",2018,26,"Tarsalis",9,171,19,0,0,0.0171568118916167,0,0,0.326
"SW",2018,26,"Tarsalis",9,239,26.6,0,0,0.0125858765103597,0,0,0.3348
"NW",2018,26,"Pipiens",9,30,3.3,0,0,0.0410907737636212,0,0,0.1356
"LC",2018,26,"Tarsalis",4,191,47.8,0,0,0.0147906520701412,0,0,0.707
"LC",2018,26,"Pipiens",4,5,1.2,0,0,0.270534508830767,0,0,0.3246
"SW",2018,26,"Pipiens",9,12,1.3,0,0,0.162378362616572,0,0,0.2111
"LV",2018,27,"Tarsalis",6,320,53.3,0,0,0.0097321181291267,0,0,0.5187
"NE",2018,27,"Tarsalis",10,729,72.9,0,0,0.0047267217480371,0,0,0.3446
"NE",2018,27,"Pipiens",10,21,2.1,0,0,0.0197027132942028,0,0,0.0414
"NW",2018,27,"Tarsalis",9,267,29.7,0,0,0.0115055643895652,0,0,0.3417
"SE",2018,27,"Tarsalis",14,912,65.1,0,0,0.00385758291620031,0,0,0.2511
"LC",2018,27,"Tarsalis",4,355,88.8,0,0,0.00875874958863831,0,0,0.7778
"LC",2018,27,"Pipiens",4,10,2.5,0,0,0.145912480380826,0,0,0.3648
"SE",2018,27,"Pipiens",14,54,3.9,0,0,0.00977302462760724,0,0,0.0381
"SW",2018,27,"Tarsalis",7,227,32.4,0,0,0.0125812535288127,0,0,0.4076
"NW",2018,27,"Pipiens",9,99,11,0,0,0.0162803878000711,0,0,0.1791
"NE",2018,28,"Pipiens",10,48,4.8,0,0,0.0176450282612056,0,0,0.0847
"LV",2018,28,"Tarsalis",6,746,124.3,0,0,0.00460279846466976,0,0,0.5721
"LV",2018,28,"Pipiens",6,8,1.3,0,0,0.178934186855235,0,0,0.2326
"NE",2018,28,"Tarsalis",10,857,85.7,0,0,0.00406735335596708,0,0,0.3486
"NW",2018,28,"Tarsalis",9,411,45.7,0,0,0.00790891028316791,0,0,0.3614
"NW",2018,28,"Pipiens",9,34,3.8,0,0,0.0119138719556456,0,0,0.0453
"SE",2018,28,"Tarsalis",15,1144,76.3,0,0,0.00312481833964988,0,0,0.2384
"SE",2018,28,"Pipiens",15,63,4.2,0,0,0.00753155909151694,0,0,0.0316
"SW",2018,28,"Tarsalis",6,227,37.8,0,0,0.0130665210306634,0,0,0.4939
"SW",2018,28,"Pipiens",6,7,1.2,0.0189512446168747,0.00112737734762937,0.181995567935003,0.0227,0.0014,0.2184
"LC",2018,28,"Tarsalis",3,997,332.3,0.00100393362378996,5.82125794990794e-05,0.00490936450502329,0.3336,0.0193,1.6314
"LC",2018,28,"Pipiens",3,10,3.3,0,0,0.145912480380826,0,0,0.4815
"LV",2018,29,"Tarsalis",5,228,45.6,0.00451590809854476,0.000264479605844025,0.0233311715413992,0.2059,0.0121,1.0639
"NE",2018,29,"Pipiens",8,55,6.9,0,0,0.0208654054471143,0,0,0.144
"NE",2018,29,"Tarsalis",8,139,17.4,0,0,0.0213855989934632,0,0,0.3721
"NW",2018,29,"Tarsalis",8,316,39.5,0,0,0.00997251944326333,0,0,0.3939
"LV",2018,29,"Pipiens",5,6,1.2,0,0,0.231157658018682,0,0,0.2774
"SE",2018,29,"Tarsalis",15,659,43.9,0,0,0.00523113238227581,0,0,0.2296
"SE",2018,29,"Pipiens",15,12,0.8,0.00142378542162116,8.28671437240738e-05,0.00699920630292107,0.0011,1e-04,0.0056
"NW",2018,29,"Pipiens",8,40,5,0,0,0.0348946757404182,0,0,0.1745
"LC",2018,29,"Tarsalis",4,186,46.5,0,0,0.0151739594064737,0,0,0.7056
"LC",2018,29,"Pipiens",4,18,4.5,0,0,0.0838939224328977,0,0,0.3775
"SW",2018,29,"Tarsalis",7,216,30.9,0.00478575384663881,0.000279838632623954,0.0247891274860809,0.1479,0.0086,0.766
"SW",2018,29,"Pipiens",7,7,1,0,0,0.0777469619365576,0,0,0.0777
"LV",2018,30,"Tarsalis",6,205,34.2,0.00501432220688706,0.000295183709879141,0.0259942667630962,0.1715,0.0101,0.889
"NE",2018,30,"Tarsalis",10,590,59,0,0,0.00572281329923597,0,0,0.3376
"NE",2018,30,"Pipiens",10,186,18.6,0,0,0.0131126849218447,0,0,0.2439
"NW",2018,30,"Tarsalis",9,341,37.9,0,0,0.00935262225060302,0,0,0.3545
"NW",2018,30,"Pipiens",9,70,7.8,0.00557151351742849,0.00148315243487461,0.0155030403832682,0.0435,0.0116,0.1209
"SE",2018,30,"Tarsalis",12,302,25.2,0.00336295308828998,0.000195633092602115,0.0167986925633206,0.0847,0.0049,0.4233
"SE",2018,30,"Pipiens",12,29,2.4,0,0,0.0111603710088767,0,0,0.0268
"SW",2018,30,"Tarsalis",9,104,11.6,0,0,0.028536779702345,0,0,0.331
"LC",2018,30,"Tarsalis",4,312,78,0.00323174197887829,0.000191310048733274,0.0163322799805598,0.2521,0.0149,1.2739
"LC",2018,30,"Pipiens",4,21,5.2,0,0,0.0723544112680274,0,0,0.3762
"LV",2018,31,"Tarsalis",6,126,21,0,0,0.0220752886913673,0,0,0.4636
"LV",2018,31,"Pipiens",6,28,4.7,0,0,0.0831436724755176,0,0,0.3908
"NE",2018,31,"Pipiens",10,392,39.2,0,0,0.00658673984199561,0,0,0.2582
"NE",2018,31,"Tarsalis",10,275,27.5,0,0,0.011389624108038,0,0,0.3132
"NW",2018,31,"Tarsalis",8,258,32.2,0,0,0.0119183552048244,0,0,0.3838
"SE",2018,31,"Tarsalis",14,545,38.9,0.00177986624051849,0.00010644863177225,0.00852109292871336,0.0692,0.0041,0.3315
"SE",2018,31,"Pipiens",14,245,17.5,0.0134536940164624,0.00629915258840663,0.0265298089336846,0.2354,0.1102,0.4643
"NW",2018,31,"Pipiens",8,91,11.4,0.00537864365170354,0.000974114229823658,0.0183496248912962,0.0613,0.0111,0.2092
"SW",2018,31,"Tarsalis",9,232,25.8,0,0,0.0134405647274347,0,0,0.3468
"SW",2018,31,"Pipiens",9,39,4.3,0.00619320951949201,0.00112667851064538,0.0212728616508612,0.0266,0.0048,0.0915
"LC",2018,31,"Tarsalis",3,313,104.3,0.00322478201179124,0.000190610983439802,0.0162790305618371,0.3363,0.0199,1.6979
"LC",2018,31,"Pipiens",3,22,7.3,0,0,0.089436616718539,0,0,0.6529
"LV",2018,32,"Tarsalis",5,114,22.8,0.00869876591622351,0.000530258578907506,0.0436101255833496,0.1983,0.0121,0.9943
"NE",2018,32,"Pipiens",9,394,43.8,0.00142750870300233,8.51539990134709e-05,0.0068312267379784,0.0625,0.0037,0.2992
"NE",2018,32,"Tarsalis",9,248,27.6,0,0,0.0125049528483088,0,0,0.3451
"NW",2018,32,"Tarsalis",9,279,31,0,0,0.0111942483172832,0,0,0.347
"NW",2018,32,"Pipiens",9,286,31.8,0.00553829653292647,0.00099528958796441,0.0189529627299718,0.1761,0.0317,0.6027
"LV",2018,32,"Pipiens",5,17,3.4,0,0,0.115663831831083,0,0,0.3933
"SE",2018,32,"Tarsalis",15,375,25,0,0,0.00864559606598661,0,0,0.2161
"SE",2018,32,"Pipiens",15,244,16.3,0.0116039230107815,0.00474453401441304,0.0251762422190223,0.1891,0.0773,0.4104
"LC",2018,32,"Tarsalis",4,130,32.5,0.00796061801168203,0.000479530165574351,0.0424009195275286,0.2587,0.0156,1.378
"LC",2018,32,"Pipiens",4,28,7,0,0,0.0547720332046334,0,0,0.3834
"SW",2018,32,"Tarsalis",8,115,14.4,0,0,0.0239084084886682,0,0,0.3443
"SW",2018,32,"Pipiens",8,55,6.9,0.00835272637678688,0.000469474315240392,0.0466648973441907,0.0576,0.0032,0.322
"LV",2018,33,"Tarsalis",6,200,33.3,0.0111051417918148,0.00205914830973591,0.0385837468585522,0.3698,0.0686,1.2848
"LV",2018,33,"Pipiens",6,21,3.5,0,0,0.108593106731116,0,0,0.3801
"NE",2018,33,"Pipiens",10,742,74.2,0.00354030001805762,0.000944984704025678,0.00964102202727835,0.2627,0.0701,0.7154
"NE",2018,33,"Tarsalis",10,694,69.4,0.00300634855393262,0.000541613961130115,0.0100353433084509,0.2086,0.0376,0.6965
"NW",2018,33,"Tarsalis",9,193,21.4,0.00529586907729859,0.000314172918744047,0.0270429210885157,0.1133,0.0067,0.5787
"NW",2018,33,"Pipiens",9,121,13.4,0.0133754780591139,0.00254720666103177,0.0441482858513919,0.1792,0.0341,0.5916
"SE",2018,33,"Tarsalis",15,429,28.6,0.00750968132624634,0.0020307303799013,0.0205062210746905,0.2148,0.0581,0.5865
"SE",2018,33,"Pipiens",15,143,9.5,0.0134920316362796,0.00550391743935176,0.0297333987673443,0.1282,0.0523,0.2825
"LC",2018,33,"Tarsalis",4,86,21.5,0,0,0.027333645810413,0,0,0.5877
"LC",2018,33,"Pipiens",4,7,1.8,0,0,0.201736538294249,0,0,0.3631
