"zone","week","year","spp","mosq_L","trap_L","abund","pir","pir_lci","pir_uci","vi","vi_lci","vi_uci"
"LV","26","2016","All",372,6,62,0.00267741935483871,0.000198387096774194,0.0168870967741935,0.166,0.0123,1.047
"NW","27","2016","Pipiens",65,9,7.22,0,0,0.0122,0,0,0.0881
"NW","27","2016","Tarsalis",47,9,5.22,0,0,0.0619,0,0,0.3231
"NW","27","2016","All",112,9,12.44,0,0,0.0330546623794212,0,0,0.4112
"NE","27","2016","Pipiens",100,10,10,0,0,0.0154,0,0,0.154
"NE","27","2016","Tarsalis",163,10,16.3,0,0,0.0179,0,0,0.2918
"NE","27","2016","All",263,10,26.3,0,0,0.0169505703422053,0,0,0.4458
"SE","27","2016","Pipiens",86,15,5.73,0.0049,3e-04,0.0244,0.0281,0.0017,0.1398
"SE","27","2016","Tarsalis",569,15,37.93,0.0017,1e-04,0.0082,0.0645,0.0038,0.311
"SE","27","2016","All",655,15,43.66,0.00212093449381585,0.000125973431058177,0.010325240494732,0.0926,0.0055,0.4508
"SW","27","2016","Pipiens",12,9,1.33,0,0,0.1445,0,0,0.1922
"SW","27","2016","Tarsalis",4,9,0.44,0,0,0.3918,0,0,0.1724
"SW","27","2016","All",16,9,1.77,0,0,0.205988700564972,0,0,0.3646
"FC","27","2016","Pipiens",263,43,6.12,0.0015,1e-04,0.0074,0.0092,6e-04,0.0453
"FC","27","2016","Tarsalis",783,43,18.21,0.0013,1e-04,0.006,0.0237,0.0018,0.1093
"FC","27","2016","All",1046,43,24.33,0.00135224003288122,9.86436498150431e-05,0.00635429510891903,0.0329,0.0024,0.1546
"LV","27","2016","Pipiens",17,6,2.83,0,0,0.1458,0,0,0.4126
"LV","27","2016","Tarsalis",177,6,29.5,0.0058,3e-04,0.0297,0.1711,0.0088,0.8762
"LV","27","2016","All",194,6,32.33,0.0052922981750696,0.000272193009588617,0.0398639034952057,0.1711,0.0088,1.2888
"NW","28","2016","Pipiens",132,9,14.67,0,0,0.012,0,0,0.176
"NW","28","2016","Tarsalis",340,9,37.78,0,0,0.0092,0,0,0.3476
"NW","28","2016","All",472,9,52.45,0,0,0.00998284080076263,0,0,0.5236
"NE","28","2016","Pipiens",88,10,8.8,0.0049,3e-04,0.0249,0.0431,0.0026,0.2191
"NE","28","2016","Tarsalis",579,10,57.9,0,0,0.0058,0,0,0.3358
"NE","28","2016","All",667,10,66.7,0.000646176911544228,3.89805097451274e-05,0.00831934032983508,0.0431,0.0026,0.5549
"SE","28","2016","Pipiens",48,15,3.2,0,0,0.0192,0,0,0.0614
"SE","28","2016","Tarsalis",663,15,44.2,0,0,0.0052,0,0,0.2298
"SE","28","2016","All",711,15,47.4,0,0,0.00614345991561181,0,0,0.2912
"SW","28","2016","Pipiens",29,9,3.22,0,0,0.0262,0,0,0.0844
"SW","28","2016","Tarsalis",77,9,8.56,0,0,0.0332,0,0,0.2842
"SW","28","2016","All",106,9,11.78,0,0,0.0312903225806452,0,0,0.3686
"FC","28","2016","Pipiens",297,43,6.91,0.0014,1e-04,0.0069,0.0097,7e-04,0.0477
"FC","28","2016","Tarsalis",1659,43,38.58,0,0,0.0022,0,0,0.0849
"FC","28","2016","All",1956,43,45.49,0.00021323367773137,1.53879973620576e-05,0.0029149263574412,0.0097,7e-04,0.1326
"LV","28","2016","Pipiens",10,6,1.67,0,0,0.1749,0,0,0.2921
"LV","28","2016","Tarsalis",465,6,77.5,0,0,0.007,0,0,0.5425
"LV","28","2016","All",475,6,79.17,0,0,0.0105418719211823,0,0,0.8346
"NW","29","2016","Pipiens",106,9,11.78,0,0,0.0186,0,0,0.2191
"NW","29","2016","Tarsalis",310,9,34.44,0.0033,2e-04,0.0165,0.1137,0.0069,0.5683
"NW","29","2016","All",416,9,46.22,0.00245997403721333,0.000149286023366508,0.0170359151882302,0.1137,0.0069,0.7874
"NE","29","2016","Pipiens",151,10,15.1,0.0029,2e-04,0.0146,0.0438,0.003,0.2205
"NE","29","2016","Tarsalis",537,10,53.7,0,0,0.0063,0,0,0.3383
"NE","29","2016","All",688,10,68.8,0.000636627906976744,4.36046511627907e-05,0.00812209302325581,0.0438,0.003,0.5588
"SE","29","2016","Pipiens",43,15,2.87,0.0049,3e-04,0.0253,0.0141,9e-04,0.0726
"SE","29","2016","Tarsalis",306,15,20.4,0,0,0.0105,0,0,0.2142
"SE","29","2016","All",349,15,23.27,0.000605930382466695,3.86764073914912e-05,0.0123248818220885,0.0141,9e-04,0.2868
"SW","29","2016","Pipiens",14,9,1.56,0,0,0.0069,0,0,0.0108
"SW","29","2016","Tarsalis",128,9,14.22,0,0,0.0211,0,0,0.3
"SW","29","2016","All",142,9,15.78,0,0,0.0196958174904943,0,0,0.3108
"FC","29","2016","Pipiens",314,43,7.3,0.0017,3e-04,0.0057,0.0124,0.0022,0.0416
"FC","29","2016","Tarsalis",1281,43,29.79,8e-04,0,0.0038,0.0238,0,0.1132
"FC","29","2016","All",1595,43,37.09,0.000976004313831222,5.93151792936101e-05,0.00417363170665948,0.0362,0.0022,0.1548
"LV","29","2016","Pipiens",15,6,2.5,0,0,0.159,0,0,0.3975
"LV","29","2016","Tarsalis",376,6,62.67,0.0027,2e-04,0.0135,0.1692,0.0125,0.846
"LV","29","2016","All",391,6,65.17,0.00259628663495473,0.000191806045726561,0.0190808654288783,0.1692,0.0125,1.2435
"NW","30","2016","Pipiens",170,9,18.89,0,0,0.0083,0,0,0.1568
"NW","30","2016","Tarsalis",248,9,27.56,0,0,0.0122,0,0,0.3362
"NW","30","2016","All",418,9,46.45,0,0,0.0106135629709365,0,0,0.493
"NE","30","2016","Pipiens",136,10,13.6,0,0,0.0106,0,0,0.1442
"NE","30","2016","Tarsalis",430,10,43,0.0023,1e-04,0.0113,0.0989,0.0043,0.4859
"NE","30","2016","All",566,10,56.6,0.00174734982332155,7.59717314487632e-05,0.0111325088339223,0.0989,0.0043,0.6301
"SE","30","2016","Pipiens",73,15,4.87,0.0175,0.0058,0.0444,0.0852,0.0282,0.2162
"SE","30","2016","Tarsalis",725,15,48.33,0.0079,0.003,0.018,0.3818,0.145,0.8699
"SE","30","2016","All",798,15,53.2,0.0087781954887218,0.00325563909774436,0.0204154135338346,0.467,0.1732,1.0861
"SW","30","2016","Pipiens",24,9,2.67,0,0,0.028,0,0,0.0748
"SW","30","2016","Tarsalis",158,9,17.56,0,0,0.0173,0,0,0.3038
"SW","30","2016","All",182,9,20.23,0,0,0.0187147800296589,0,0,0.3786
"FC","30","2016","Pipiens",403,43,9.37,0.004,0.0013,0.0096,0.0375,0.0122,0.09
"FC","30","2016","Tarsalis",1561,43,36.3,0.0041,0.0017,0.0086,0.1488,0.0617,0.3122
"FC","30","2016","All",1964,43,45.67,0.0040792642872783,0.00161813006349901,0.00880665644843442,0.1863,0.0739,0.4022
"LV","30","2016","Pipiens",19,6,3.17,0,0,0.13,0,0,0.4121
"LV","30","2016","Tarsalis",569,6,94.83,0.0037,7e-04,0.0124,0.3509,0.0664,1.1759
"LV","30","2016","All",588,6,98,0.00358061224489796,0.000677551020408163,0.0162040816326531,0.3509,0.0664,1.588
"NW","31","2016","Pipiens",199,9,22.11,0,0,0.0135,0,0,0.2985
"NW","31","2016","Tarsalis",324,9,36,0.0068,0.0012,0.0233,0.2448,0.0432,0.8388
"NW","31","2016","All",523,9,58.11,0.00421270005162623,0.000743417656169334,0.0195715023231802,0.2448,0.0432,1.1373
"NE","31","2016","Pipiens",245,10,24.5,0.0184,0.0068,0.0447,0.4508,0.1666,1.0951
"NE","31","2016","Tarsalis",345,10,34.5,0,0,0.0092,0,0,0.3174
"NE","31","2016","All",590,10,59,0.0076406779661017,0.00282372881355932,0.0239406779661017,0.4508,0.1666,1.4125
"SE","31","2016","Pipiens",110,15,7.33,0.0253,0.0107,0.0558,0.1854,0.0784,0.409
"SE","31","2016","Tarsalis",767,15,51.13,0.0042,0.0011,0.0115,0.2147,0.0562,0.588
"SE","31","2016","All",877,15,58.46,0.00684399589462881,0.00230242901128977,0.0170543961683202,0.4001,0.1346,0.997
"SW","31","2016","Pipiens",30,9,3.33,0,0,0.0184,0,0,0.0613
"SW","31","2016","Tarsalis",207,9,23,0.0164,0.0047,0.0453,0.3772,0.1081,1.0419
"SW","31","2016","All",237,9,26.33,0.014325864033422,0.004105582985188,0.041898974553741,0.3772,0.1081,1.1032
"FC","31","2016","Pipiens",584,43,13.58,0.0126,0.0066,0.0222,0.1711,0.0896,0.3015
"FC","31","2016","Tarsalis",1643,43,38.21,0.0053,0.0025,0.0101,0.2025,0.0955,0.3859
"FC","31","2016","All",2227,43,51.79,0.00721374782776598,0.00357404904421703,0.0132728325931647,0.3736,0.1851,0.6874
"LV","31","2016","Pipiens",23,6,3.83,0,0,0.1136,0,0,0.4351
"LV","31","2016","Tarsalis",355,6,59.17,0,0,0.0088,0,0,0.5207
"LV","31","2016","All",378,6,63,0,0,0.0151714285714286,0,0,0.9558
"NW","32","2016","Pipiens",290,9,32.22,0.005,9e-04,0.017,0.1611,0.029,0.5477
"NW","32","2016","Tarsalis",226,9,25.11,0.0085,0.0017,0.0269,0.2134,0.0427,0.6755
"NW","32","2016","All",516,9,57.33,0.00653235653235653,0.00125065410779697,0.021336124193267,0.3745,0.0717,1.2232
"NE","32","2016","Pipiens",321,10,32.1,0.0083,0.0023,0.0219,0.2664,0.0738,0.703
"NE","32","2016","Tarsalis",634,10,63.4,0.0051,0.0014,0.0139,0.3233,0.0888,0.8813
"NE","32","2016","All",955,10,95.5,0.00617486910994764,0.00170261780104712,0.0165895287958115,0.5897,0.1626,1.5843
"SE","32","2016","Pipiens",95,15,6.33,0.0264,0.0108,0.0615,0.1671,0.0684,0.3893
"SE","32","2016","Tarsalis",495,15,33,0.0065,0.0017,0.018,0.2145,0.0561,0.594
"SE","32","2016","All",590,15,39.33,0.0097025171624714,0.00316552250190694,0.0250012712941775,0.3816,0.1245,0.9833
"SW","32","2016","Pipiens",32,9,3.56,0.0171,0.0034,0.0592,0.0609,0.0121,0.2108
"SW","32","2016","Tarsalis",139,9,15.44,0.0078,4e-04,0.043,0.1204,0.0062,0.6639
"SW","32","2016","All",171,9,19,0.00954210526315789,0.000963157894736842,0.0460368421052632,0.1813,0.0183,0.8747
"FC","32","2016","Pipiens",738,43,17.16,0.0122,0.0069,0.0205,0.2094,0.1184,0.3518
"FC","32","2016","Tarsalis",1494,43,34.74,0.0066,0.0033,0.0121,0.2293,0.1146,0.4204
"FC","32","2016","All",2232,43,51.9,0.00845279383429672,0.00448940269749518,0.014878612716763,0.4387,0.233,0.7722
"LV","32","2016","Pipiens",19,6,3.17,0.0544,0.0034,0.2818,0.1724,0.0108,0.8933
"LV","32","2016","Tarsalis",414,6,69,0.0051,9e-04,0.017,0.3519,0.0621,1.173
"LV","32","2016","All",433,6,72.17,0.00726479146459748,0.00101011500623528,0.0286310101150062,0.5243,0.0729,2.0663
"NW","33","2016","Pipiens",221,9,24.56,0.0033,2e-04,0.0166,0.081,0.0049,0.4077
"NW","33","2016","Tarsalis",209,9,23.22,0.0105,0.0019,0.0357,0.2438,0.0441,0.829
"NW","33","2016","All",430,9,47.78,0.00679782335705316,0.00102553369610716,0.0258832147341984,0.3248,0.049,1.2367
"NE","33","2016","Pipiens",425,10,42.5,0.0113,0.0054,0.0219,0.4802,0.2295,0.9308
"NE","33","2016","Tarsalis",516,10,51.6,0.0088,0.0029,0.0215,0.4541,0.1496,1.1094
"NE","33","2016","All",941,10,94.1,0.0099287991498406,0.00402869287991498,0.0216811902231668,0.9343,0.3791,2.0402
"SE","33","2016","Pipiens",96,15,6.4,0.0155,0.0041,0.0456,0.0992,0.0262,0.2918
"SE","33","2016","Tarsalis",394,15,26.27,0.0119,0.0039,0.0295,0.3126,0.1025,0.775
"SE","33","2016","All",490,15,32.67,0.0126048362411999,0.00393939393939394,0.032653810835629,0.4118,0.1287,1.0668
"SW","33","2016","Pipiens",20,9,2.22,0.0472,0.0088,0.2721,0.1048,0.0195,0.6041
"SW","33","2016","Tarsalis",85,9,9.44,0,0,0.0337,0,0,0.3181
"SW","33","2016","All",105,9,11.66,0.00898799313893654,0.00167238421955403,0.0790909090909091,0.1048,0.0195,0.9222
"FC","33","2016","Pipiens",762,43,17.72,0.0117,0.0067,0.0193,0.2073,0.1187,0.342
"FC","33","2016","Tarsalis",1204,43,28,0.0096,0.0049,0.0174,0.2688,0.1372,0.4872
"FC","33","2016","All",1966,43,45.72,0.0104133858267717,0.00559711286089239,0.0181364829396325,0.4761,0.2559,0.8292
"LV","33","2016","Pipiens",16,6,2.67,0,0,0.1507,0,0,0.4024
"LV","33","2016","Tarsalis",289,6,48.17,0.0078,0.0014,0.0275,0.3757,0.0674,1.3247
"LV","33","2016","All",305,6,50.84,0.00738985051140834,0.00132572777340677,0.03397128245476,0.3757,0.0674,1.7271
"NW","34","2016","Pipiens",60,9,6.67,0.0175,0.0056,0.0479,0.1167,0.0374,0.3195
"NW","34","2016","Tarsalis",87,9,9.67,0,0,0.0286,0,0,0.2766
"NW","34","2016","All",147,9,16.34,0.00714198286413709,0.00228886168910649,0.0364810281517748,0.1167,0.0374,0.5961
"NE","34","2016","Pipiens",68,10,6.8,0.0129,0.0024,0.0424,0.0877,0.0163,0.2883
"NE","34","2016","Tarsalis",27,10,2.7,0,0,0.0987,0,0,0.2665
"NE","34","2016","All",95,10,9.5,0.00923157894736842,0.00171578947368421,0.0584,0.0877,0.0163,0.5548
"SE","34","2016","Pipiens",49,15,3.27,0.0163,0.0045,0.0461,0.0533,0.0147,0.1507
"SE","34","2016","Tarsalis",124,15,8.27,0.0167,0.0031,0.0543,0.1381,0.0256,0.4491
"SE","34","2016","All",173,15,11.54,0.0165857885615251,0.00349220103986135,0.0519757365684575,0.1914,0.0403,0.5998
"SW","34","2016","Pipiens",9,9,1,0,0,0.0298,0,0,0.0298
"SW","34","2016","Tarsalis",68,9,7.56,0,0,0.0385,0,0,0.2911
"SW","34","2016","All",77,9,8.56,0,0,0.0374883177570094,0,0,0.3209
"FC","34","2016","Pipiens",186,43,4.33,0.0147,0.0072,0.0277,0.0637,0.0312,0.1199
"FC","34","2016","Tarsalis",306,43,7.12,0.0066,0.0012,0.0212,0.047,0.0085,0.1509
"FC","34","2016","All",492,43,11.45,0.00966812227074236,0.00346724890829694,0.0236506550218341,0.1107,0.0397,0.2708
"LV","34","2016","Pipiens",32,6,5.33,0.0164,0.0043,0.0508,0.0874,0.0229,0.2708
"LV","34","2016","Tarsalis",153,6,25.5,0.0137,0.0027,0.0448,0.3494,0.0689,1.1424
"LV","34","2016","All",185,6,30.83,0.0141680181641259,0.0029776192020759,0.0458384690236782,0.4368,0.0918,1.4132
"NW","35","2016","Pipiens",111,9,12.33,0.0067,4e-04,0.0312,0.0826,0.0049,0.3847
"NW","35","2016","Tarsalis",25,9,2.78,0,0,0.1076,0,0,0.2991
"NW","35","2016","All",136,9,15.11,0.00546657842488418,0.000324288550628723,0.0452547981469226,0.0826,0.0049,0.6838
"NE","35","2016","Pipiens",128,10,12.8,0.0116,0.0022,0.0382,0.1485,0.0282,0.489
"NE","35","2016","Tarsalis",28,10,2.8,0,0,0.0951,0,0,0.2663
"NE","35","2016","All",156,10,15.6,0.00951923076923077,0.00180769230769231,0.0484166666666667,0.1485,0.0282,0.7553
"SE","35","2016","Pipiens",64,15,4.27,0.0282,0.0078,0.0812,0.1204,0.0333,0.3467
"SE","35","2016","Tarsalis",108,15,7.2,0.0181,0.0035,0.0569,0.1303,0.0252,0.4097
"SE","35","2016","All",172,15,11.47,0.0218570183086312,0.00510026155187446,0.065945945945946,0.2507,0.0585,0.7564
"SW","35","2016","Pipiens",8,9,0.89,0,0,0.1828,0,0,0.1627
"SW","35","2016","Tarsalis",15,9,1.67,0,0,0.1734,0,0,0.2896
"SW","35","2016","All",23,9,2.56,0,0,0.1766796875,0,0,0.4523
"FC","35","2016","Pipiens",311,43,7.23,0.0144,0.0061,0.0296,0.1041,0.0441,0.214
"FC","35","2016","Tarsalis",176,43,4.09,0.0113,0.0021,0.036,0.0462,0.0086,0.1472
"FC","35","2016","All",487,43,11.32,0.0132773851590106,0.00465547703180212,0.0319081272084806,0.1503,0.0527,0.3612
"LV","35","2016","Pipiens",8,6,1.33,0,0,0.2201,0,0,0.2927
"LV","35","2016","Tarsalis",53,6,8.83,0,0,0.0511,0,0,0.4512
"LV","35","2016","All",61,6,10.16,0,0,0.0732185039370079,0,0,0.7439
"NW","36","2016","Pipiens",124,9,13.78,0,0,0.0191,0,0,0.2632
"NW","36","2016","Tarsalis",57,9,6.33,0,0,0.0494,0,0,0.3127
"NW","36","2016","All",181,9,20.11,0,0,0.028637493784187,0,0,0.5759
"NE","36","2016","Pipiens",218,10,21.8,0,0,0.0116,0,0,0.2529
"NE","36","2016","Tarsalis",38,10,3.8,0,0,0.071,0,0,0.2698
"NE","36","2016","All",256,10,25.6,0,0,0.02041796875,0,0,0.5227
"SE","36","2016","Pipiens",33,15,2.2,0,0,0.0584,0,0,0.1285
"SE","36","2016","Tarsalis",35,15,2.33,0,0,0.085,0,0,0.1981
"SE","36","2016","All",68,15,4.53,0,0,0.0720971302428256,0,0,0.3266
"SW","36","2016","Pipiens",12,9,1.33,0,0,0.0907,0,0,0.1206
"SW","36","2016","Tarsalis",29,9,3.22,0,0,0.0932,0,0,0.3001
"SW","36","2016","All",41,9,4.55,0,0,0.0924615384615384,0,0,0.4207
"FC","36","2016","Pipiens",387,43,9,0,0,0.0071,0,0,0.0639
"FC","36","2016","Tarsalis",159,43,3.7,0,0,0.0218,0,0,0.0807
"FC","36","2016","All",546,43,12.7,0,0,0.0113858267716535,0,0,0.1446
"NW","37","2016","Pipiens",179,9,19.89,0.0048,3e-04,0.0229,0.0955,0.006,0.4555
"NW","37","2016","Tarsalis",18,9,2,0,0,0.1523,0,0,0.3046
"NW","37","2016","All",197,9,21.89,0.00436272270443125,0.000274097761534947,0.0347236180904523,0.0955,0.006,0.7601
"NE","37","2016","Pipiens",79,10,7.9,0,0,0.0247,0,0,0.1951
"NE","37","2016","Tarsalis",25,10,2.5,0,0,0.113,0,0,0.2825
"NE","37","2016","All",104,10,10.4,0,0,0.0459230769230769,0,0,0.4776
"SE","37","2016","Pipiens",15,15,1,0,0,0.1076,0,0,0.1076
"SE","37","2016","Tarsalis",17,15,1.13,0,0,0.1655,0,0,0.187
"SE","37","2016","All",32,15,2.13,0,0,0.13830985915493,0,0,0.2946
"SW","37","2016","Pipiens",4,9,0.44,0,0,0.4507,0,0,0.1983
"SW","37","2016","Tarsalis",6,9,0.67,0,0,0.326,0,0,0.2184
"SW","37","2016","All",10,9,1.11,0,0,0.375405405405405,0,0,0.4167
"FC","37","2016","Pipiens",277,43,6.44,0.003,2e-04,0.0144,0.0193,0.0013,0.0927
"FC","37","2016","Tarsalis",66,43,1.53,0,0,0.052,0,0,0.0796
"FC","37","2016","All",343,43,7.97,0.00242158092848181,0.000163111668757842,0.0216185696361355,0.0193,0.0013,0.1723
"NW","24","2017","Pipiens",4,9,0.44,0,0,0.4899,0,0,0.2156
"NW","24","2017","Tarsalis",19,9,2.11,0,0,0.1002,0,0,0.2114
"NW","24","2017","All",23,9,2.55,0,0,0.167450980392157,0,0,0.427
"NE","24","2017","Pipiens",4,10,0.4,0,0,0.2017,0,0,0.0807
"NE","24","2017","Tarsalis",28,10,2.8,0,0,0.0926,0,0,0.2593
"NE","24","2017","All",32,10,3.2,0,0,0.10625,0,0,0.34
"SE","24","2017","Pipiens",4,15,0.27,0,0,0.1091,0,0,0.0295
"SE","24","2017","Tarsalis",65,15,4.33,0,0,0.0397,0,0,0.1719
"SE","24","2017","All",69,15,4.6,0,0,0.0437826086956522,0,0,0.2014
"SW","24","2017","Pipiens",2,9,0.22,0,0,0.5455,0,0,0.12
"SW","24","2017","Tarsalis",5,9,0.56,0,0,0.3193,0,0,0.1788
"SW","24","2017","All",7,9,0.78,0,0,0.383076923076923,0,0,0.2988
"FC","24","2017","Pipiens",14,43,0.33,0,0,0.0754,0,0,0.0249
"FC","24","2017","Tarsalis",117,43,2.72,0,0,0.0268,0,0,0.0729
"FC","24","2017","All",131,43,3.05,0,0,0.0320655737704918,0,0,0.0978
"LV","24","2017","Pipiens",1,6,0.17,0,0,0.7935,0,0,0.1349
"LV","24","2017","Tarsalis",50,6,8.33,0,0,0.0507,0,0,0.4223
"LV","24","2017","All",51,6,8.5,0,0,0.0655529411764706,0,0,0.5572
"BE","24","2017","Tarsalis",33,4,8.25,0,0,0.0636,0,0,0.5247
"BE","24","2017","All",33,4,8.25,0,0,0.0636,0,0,0.5247
"NW","25","2017","Pipiens",3,9,0.33,0,0,0.0481,0,0,0.0159
"NW","25","2017","Tarsalis",10,9,1.11,0,0,0.2356,0,0,0.2615
"NW","25","2017","All",13,9,1.44,0,0,0.192638888888889,0,0,0.2774
"NE","25","2017","Pipiens",2,10,0.2,0,0,0.1181,0,0,0.0236
"NE","25","2017","Tarsalis",38,10,3.8,0,0,0.072,0,0,0.2736
"NE","25","2017","All",40,10,4,0,0,0.0743,0,0,0.2972
"SE","25","2017","Pipiens",7,15,0.47,0,0,0.0378,0,0,0.0178
"SE","25","2017","Tarsalis",198,15,13.2,0,0,0.015,0,0,0.198
"SE","25","2017","All",205,15,13.67,0,0,0.0157863935625457,0,0,0.2158
"SW","25","2017","Pipiens",6,9,0.67,0,0,0.0747,0,0,0.05
"SW","25","2017","Tarsalis",18,9,2,0,0,0.1249,0,0,0.2498
"SW","25","2017","All",24,9,2.67,0,0,0.112284644194757,0,0,0.2998
"FC","25","2017","Pipiens",18,43,0.42,0,0,0.0204,0,0,0.0086
"FC","25","2017","Tarsalis",264,43,6.14,0,0,0.0123,0,0,0.0755
"FC","25","2017","All",282,43,6.56,0,0,0.0128201219512195,0,0,0.0841
"LV","25","2017","Pipiens",1,6,0.17,0,0,0.7935,0,0,0.1349
"LV","25","2017","Tarsalis",165,6,27.5,0,0,0.017,0,0,0.4675
"LV","25","2017","All",166,6,27.67,0,0,0.0217708709794001,0,0,0.6024
"BE","25","2017","Pipiens",2,4,0.5,0,0,0.6576,0,0,0.3288
"BE","25","2017","Tarsalis",314,4,78.5,0.0032,2e-04,0.0162,0.2512,0.0157,1.2717
"BE","25","2017","All",316,4,79,0.00317974683544304,0.00019873417721519,0.0202594936708861,0.2512,0.0157,1.6005
"NW","26","2017","Pipiens",25,9,2.78,0,0,0.0316,0,0,0.0878
"NW","26","2017","Tarsalis",76,9,8.44,0,0,0.0352,0,0,0.2971
"NW","26","2017","All",101,9,11.22,0,0,0.0343048128342246,0,0,0.3849
"NE","26","2017","Pipiens",20,10,2,0,0,0.0653,0,0,0.1306
"NE","26","2017","Tarsalis",79,10,7.9,0,0,0.0364,0,0,0.2876
"NE","26","2017","All",99,10,9.9,0,0,0.0422424242424242,0,0,0.4182
"SE","26","2017","Pipiens",21,15,1.4,0,0,0.0234,0,0,0.0328
"SE","26","2017","Tarsalis",638,15,42.53,0,0,0.0054,0,0,0.2297
"SE","26","2017","All",659,15,43.93,0,0,0.00597541543364444,0,0,0.2625
"SW","26","2017","Pipiens",4,9,0.44,0,0,0.05,0,0,0.022
"SW","26","2017","Tarsalis",46,9,5.11,0,0,0.0567,0,0,0.2897
"SW","26","2017","All",50,9,5.55,0,0,0.0561621621621622,0,0,0.3117
"FC","26","2017","Pipiens",70,43,1.63,0,0,0.0121,0,0,0.0197
"FC","26","2017","Tarsalis",839,43,19.51,0,0,0.0042,0,0,0.0819
"FC","26","2017","All",909,43,21.14,0,0,0.00480605487228004,0,0,0.1016
"LV","26","2017","Pipiens",5,6,0.83,0,0,0.3836,0,0,0.3184
"LV","26","2017","Tarsalis",234,6,39,0,0,0.0127,0,0,0.4953
"LV","26","2017","All",239,6,39.83,0,0,0.0204293246296761,0,0,0.8137
"BE","26","2017","Tarsalis",116,4,29,0,0,0.0204,0,0,0.5916
"BE","26","2017","All",116,4,29,0,0,0.0204,0,0,0.5916
"NW","27","2017","Pipiens",12,9,1.33,0,0,0.0155,0,0,0.0206
"NW","27","2017","Tarsalis",89,9,9.89,0,0,0.03,0,0,0.2967
"NW","27","2017","All",101,9,11.22,0,0,0.0282798573975045,0,0,0.3173
"NE","27","2017","Pipiens",20,10,2,0,0,0.034,0,0,0.068
"NE","27","2017","Tarsalis",309,10,30.9,0,0,0.0101,0,0,0.3121
"NE","27","2017","All",329,10,32.9,0,0,0.0115531914893617,0,0,0.3801
"SE","27","2017","Pipiens",12,15,0.8,0,0,0.0153,0,0,0.0122
"SE","27","2017","Tarsalis",462,15,30.8,0,0,0.0072,0,0,0.2218
"SE","27","2017","All",474,15,31.6,0,0,0.00740506329113924,0,0,0.234
"SW","27","2017","Pipiens",3,9,0.33,0,0,0.0698,0,0,0.023
"SW","27","2017","Tarsalis",15,9,1.67,0,0,0.1689,0,0,0.2821
"SW","27","2017","All",18,9,2,0,0,0.15255,0,0,0.3051
"FC","27","2017","Pipiens",47,43,1.09,0,0,0.0073,0,0,0.008
"FC","27","2017","Tarsalis",875,43,20.35,0,0,0.0041,0,0,0.0834
"FC","27","2017","All",922,43,21.44,0,0,0.00426305970149254,0,0,0.0914
"LV","27","2017","Pipiens",4,6,0.67,0,0,0.3918,0,0,0.2625
"LV","27","2017","Tarsalis",280,6,46.67,0,0,0.0108,0,0,0.504
"LV","27","2017","All",284,6,47.34,0,0,0.016191381495564,0,0,0.7665
"BE","27","2017","Pipiens",4,4,1,0.2363,0.0156,0.7102,0.2363,0.0156,0.7102
"BE","27","2017","Tarsalis",234,4,58.5,0,0,0.0125,0,0,0.7313
"BE","27","2017","All",238,4,59.5,0.00397142857142857,0.00026218487394958,0.0242268907563025,0.2363,0.0156,1.4415
"NW","28","2017","Pipiens",18,9,2,0,0,0.0281,0,0,0.0562
"NW","28","2017","Tarsalis",111,9,12.33,0,0,0.0227,0,0,0.2799
"NW","28","2017","All",129,9,14.33,0,0,0.0234542916957432,0,0,0.3361
"NE","28","2017","Pipiens",13,10,1.3,0.0033,2e-04,0.0168,0.0043,3e-04,0.0218
"NE","28","2017","Tarsalis",330,10,33,0,0,0.0094,0,0,0.3102
"NE","28","2017","All",343,10,34.3,0.00012536443148688,8.7463556851312e-06,0.00967930029154519,0.0043,3e-04,0.332
"SE","28","2017","Pipiens",110,15,7.33,0,0,0.009,0,0,0.066
"SE","28","2017","Tarsalis",3503,15,233.53,9e-04,2e-04,0.0024,0.2102,0.0467,0.5605
"SE","28","2017","All",3613,15,240.86,0.000872706136344765,0.000193888565971934,0.00260109607240721,0.2102,0.0467,0.6265
"SW","28","2017","Pipiens",10,9,1.11,0,0,0.098,0,0,0.1088
"SW","28","2017","Tarsalis",43,9,4.78,0,0,0.0531,0,0,0.2538
"SW","28","2017","All",53,9,5.89,0,0,0.0615619694397284,0,0,0.3626
"FC","28","2017","Pipiens",151,43,3.51,0.0013,1e-04,0.0065,0.0046,4e-04,0.0228
"FC","28","2017","Tarsalis",3987,43,92.72,8e-04,2e-04,0.0021,0.0742,0.0185,0.1947
"FC","28","2017","All",4138,43,96.23,0.000818871453808584,0.000196404447677439,0.00226020991374831,0.0788,0.0189,0.2175
"LV","28","2017","Pipiens",10,6,1.67,0,0,0.1459,0,0,0.2437
"LV","28","2017","Tarsalis",350,6,58.33,0,0,0.009,0,0,0.525
"LV","28","2017","All",360,6,60,0,0,0.0128116666666667,0,0,0.7687
"BE","28","2017","Pipiens",2,4,0.5,0,0,0.5455,0,0,0.2728
"BE","28","2017","Tarsalis",469,4,117.25,0.0072,0.0019,0.0204,0.8442,0.2228,2.3919
"BE","28","2017","All",471,4,117.75,0.00716942675159236,0.00189214437367304,0.0226301486199575,0.8442,0.2228,2.6647
