"zone","abund_Pipiens","abund_Tarsalis","pir_Pipiens","pir_Tarsalis","vi_Pipiens","vi_Tarsalis","vi_All"
"NW",0.4444,0.7778,0,0,0,0,0
"NE",0.5,1.8,0,0,0,0,0
"SE",0.4,0.6,0,0,0,0,0
"SW",0.4444,0.4444,0,0,0,0,0
"FC",0.4419,0.8837,0,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,NA
"LV",0.5,3.8333,0,0,0,0,0
"BE",0.1,2.3,0,0,0,0,0
"BC",2.1304,2.913,0,0,0,0,0
