"zone","year","week","spp","n_trap","mosq","abund","pir","pir_lci","pir_uci","vi","vi_lci","vi_uci"
"NW",2019,35,"Pipiens",8,39,4.9,0.0142669869497301,0.000817077079233133,0.0733135004962898,0.0699,0.004,0.3592
"LV",2019,35,"Pipiens",6,16,2.7,0,0,0.120587844957612,0,0,0.3256
"SE",2019,35,"Tarsalis",14,361,25.8,0,0,0.00914759068676898,0,0,0.236
"SE",2019,35,"Pipiens",14,158,11.3,0.00789649634058874,0.00146944418115358,0.026350120730027,0.0892,0.0166,0.2978
"SW",2019,35,"Pipiens",9,22,2.4,0,0,0.0298620064683135,0,0,0.0717
"SW",2019,35,"Tarsalis",9,226,25.1,0,0,0.0134659512686345,0,0,0.338
"LC",2019,35,"Tarsalis",5,77,15.4,0,0,0.0341903638292903,0,0,0.5265
"LC",2019,35,"Pipiens",5,13,2.6,0,0,0.140269743619403,0,0,0.3647
"NE",2019,36,"Tarsalis",10,309,30.9,0.00318854563782827,0.000190593996333634,0.0155692545212722,0.0985,0.0059,0.4811
"NE",2019,36,"Pipiens",10,187,18.7,0.00900067286477443,0.00236968411168537,0.0254819967772921,0.1683,0.0443,0.4765
"NW",2019,36,"Tarsalis",9,225,25,0,0,0.013440367575504,0,0,0.336
"SE",2019,36,"Tarsalis",15,375,25,0,0,0.00890682052143152,0,0,0.2227
"SE",2019,36,"Pipiens",15,85,5.7,0.00875325398853084,0.0015239776656932,0.0314473012145557,0.0499,0.0087,0.1792
"NW",2019,36,"Pipiens",9,55,6.1,0.00505339263761404,0.000293772131403952,0.026203668053176,0.0308,0.0018,0.1598
"SW",2019,36,"Tarsalis",9,129,14.3,0,0,0.0220356636414338,0,0,0.3151
"SW",2019,36,"Pipiens",9,23,2.6,0,0,0.0426630392207294,0,0,0.1109
"SE",2019,37,"Tarsalis",15,104,6.9,0,0,0.031059786260029,0,0,0.2143
"SE",2019,37,"Pipiens",15,128,8.5,0.00476923179709813,0.000284638645697975,0.0232902455950612,0.0405,0.0024,0.198
"SW",2019,37,"Tarsalis",6,13,2.2,0,0,0.190053235477858,0,0,0.4181
"SW",2019,37,"Pipiens",6,13,2.2,0,0,0.103916122439468,0,0,0.2286
"NW",2019,37,"Tarsalis",9,24,2.7,0,0,0.101331164801415,0,0,0.2736
"NW",2019,37,"Pipiens",9,32,3.6,0,0,0.0309614706950627,0,0,0.1115
"NE",2019,37,"Pipiens",9,74,8.2,0,0,0.0288852759890559,0,0,0.2369
"NE",2019,37,"Tarsalis",9,13,1.4,0,0,0.206098588081216,0,0,0.2885
"NE",2020,34,"Tarsalis",10,381,38.1,0,0,0.0085656969273649,0,0,0.3264
"NE",2020,34,"Pipiens",10,174,17.4,0,0,0.00819272179521392,0,0,0.1426
"LV",2020,34,"Tarsalis",6,175,29.2,0,0,0.0163177185089715,0,0,0.4765
"LV",2020,34,"Pipiens",6,3,0.5,0,0,0.499144228594857,0,0,0.2496
"NW",2020,34,"Tarsalis",9,123,13.7,0,0,0.022729796644087,0,0,0.3114
"NW",2020,34,"Pipiens",9,85,9.4,0.00253112156748401,0.000148047300046348,0.0125587721439649,0.0238,0.0014,0.1181
"SE",2020,34,"Tarsalis",15,381,25.4,0.00920389184159291,0.00240576639407131,0.026362733654028,0.2338,0.0611,0.6696
"SE",2020,34,"Pipiens",15,316,21.1,0.0132395826156519,0.00620753577516306,0.025988677278882,0.2794,0.131,0.5484
"SW",2020,34,"Tarsalis",8,49,6.1,0.01793644727847,0.00125795638472908,0.0802265491286022,0.1094,0.0077,0.4894
"SW",2020,34,"Pipiens",8,66,8.2,0,0,0.0169212685843033,0,0,0.1388
"LC",2020,34,"Tarsalis",4,45,11.2,0,0,0.0462561937784103,0,0,0.5181
"LC",2020,34,"Pipiens",4,6,1.5,0,0,0.292288355751339,0,0,0.4384
"WC",2020,34,"Tarsalis",1,7,7,0,0,0.201736538294249,0,0,1.4122
"NE",2020,35,"Tarsalis",10,177,17.7,0,0,0.0173850844428331,0,0,0.3077
"NE",2020,35,"Pipiens",10,246,24.6,0.00441887302446392,0.000804341208248661,0.0147430469162807,0.1087,0.0198,0.3627
"NW",2020,35,"Tarsalis",7,36,5.1,0,0,0.0728861859834339,0,0,0.3717
"NW",2020,35,"Pipiens",7,131,18.7,0,0,0.0178881237077378,0,0,0.3345
"LV",2020,35,"Tarsalis",6,82,13.7,0,0,0.0321899527251274,0,0,0.441
"SE",2020,35,"Tarsalis",14,212,15.1,0.00456512128474733,0.000275280427878804,0.0217664771031091,0.0689,0.0042,0.3287
"SE",2020,35,"Pipiens",14,209,14.9,0.00869939149625108,0.00284193856502927,0.0216354990417364,0.1296,0.0423,0.3224
"LV",2020,35,"Pipiens",6,7,1.2,0,0,0.280018298963727,0,0,0.336
"SW",2020,35,"Tarsalis",7,8,1.1,0,0,0.252655110255979,0,0,0.2779
"SW",2020,35,"Pipiens",7,20,2.9,0.0180176455728766,0.00101628368552191,0.134076561188424,0.0523,0.0029,0.3888
"LC",2020,35,"Tarsalis",4,32,8,0,0,0.0751095408105062,0,0,0.6009
"LC",2020,35,"Pipiens",4,5,1.2,0,0,0.345395493101009,0,0,0.4145
"NE",2020,36,"Tarsalis",4,8,2,0,0,0.226361795065111,0,0,0.4527
"NE",2020,36,"Pipiens",4,4,1,0,0,0.0429074741651824,0,0,0.0429
"SE",2020,36,"Tarsalis",9,20,2.2,0,0,0.121085495316109,0,0,0.2664
"SE",2020,36,"Pipiens",9,31,3.4,0,0,0.0319191878063672,0,0,0.1085
"LV",2020,36,"Pipiens",5,33,6.6,0,0,0.0738116513744829,0,0,0.4872
"LV",2020,36,"Tarsalis",5,21,4.2,0.0558152733198871,0.00315509908775523,0.323283059956956,0.2344,0.0133,1.3578
"NW",2020,36,"Pipiens",6,36,6,0,0,0.0312557739884135,0,0,0.1875
"NW",2020,36,"Tarsalis",6,34,5.7,0,0,0.0533849267925899,0,0,0.3043
"SW",2020,36,"Pipiens",5,15,3,0,0,0.0467619866021872,0,0,0.1403
"SW",2020,36,"Tarsalis",5,6,1.2,0,0,0.325952064677518,0,0,0.3911
"BC",2021,34,"Tarsalis",5,73,14.6,0,0,0.0354808422339434,0,0,0.518
"LV",2021,34,"Tarsalis",6,147,24.5,0.0150463120210601,0.00283773431049582,0.0516171980391769,0.3686,0.0695,1.2646
"LV",2021,34,"Pipiens",6,72,12,0,0,0.035167227921579,0,0,0.422
