"zone","zone2","year","week","spp","trap_L","mosq_L","abund","pir","pir_lci","pir_uci","vi","vi_lci","vi_uci"
"NW","FC",2012,23,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,23,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,23,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,23,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,23,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,23,"All",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,23,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,23,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,23,"All",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,23,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,23,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,23,"All",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,23,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,23,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,23,"All",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,23,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,23,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,23,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,23,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,23,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,23,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,23,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,23,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,23,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,24,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,24,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,24,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,24,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,24,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,24,"All",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,24,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,24,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,24,"All",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,24,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,24,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,24,"All",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,24,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,24,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,24,"All",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,24,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,24,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,24,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,24,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,24,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,24,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,24,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,24,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,24,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,25,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,25,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,25,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,25,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,25,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,25,"All",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,25,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,25,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,25,"All",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,25,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,25,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,25,"All",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,25,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,25,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,25,"All",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,25,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,25,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,25,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,25,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,25,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,25,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,25,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,25,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,25,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,26,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,26,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,26,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,26,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,26,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,26,"All",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,26,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,26,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,26,"All",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,26,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,26,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,26,"All",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,26,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,26,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,26,"All",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,26,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,26,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,26,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,26,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,26,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,26,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,26,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,26,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,26,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,27,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,27,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,27,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,27,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,27,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,27,"All",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,27,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,27,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,27,"All",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,27,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,27,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,27,"All",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,27,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,27,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,27,"All",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,27,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,27,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,27,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,27,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,27,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,27,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,27,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,27,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,27,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,28,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,28,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,28,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,28,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,28,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,28,"All",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,28,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,28,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,28,"All",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,28,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,28,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,28,"All",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,28,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,28,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,28,"All",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,28,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,28,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,28,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,28,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,28,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,28,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,28,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,28,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,28,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,29,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,29,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,29,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,29,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,29,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,29,"All",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,29,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,29,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,29,"All",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,29,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,29,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,29,"All",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,29,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,29,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,29,"All",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,29,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,29,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,29,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,29,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,29,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,29,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,29,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,29,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,29,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,30,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,30,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,30,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,30,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,30,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,30,"All",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,30,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,30,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,30,"All",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,30,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,30,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,30,"All",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,30,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,30,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,30,"All",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,30,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,30,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,30,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,30,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,30,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,30,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,30,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,30,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,30,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,31,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,31,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,31,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,31,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,31,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,31,"All",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,31,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,31,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,31,"All",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,31,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,31,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,31,"All",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,31,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,31,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,31,"All",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,31,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,31,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,31,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,31,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,31,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,31,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,31,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,31,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,31,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,32,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,32,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,32,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,32,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,32,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,32,"All",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,32,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,32,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,32,"All",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,32,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,32,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,32,"All",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,32,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,32,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,32,"All",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,32,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,32,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,32,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,32,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,32,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,32,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,32,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,32,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,32,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,33,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,33,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,33,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,33,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,33,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,33,"All",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,33,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,33,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,33,"All",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,33,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,33,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,33,"All",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,33,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,33,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,33,"All",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,33,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,33,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,33,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,33,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,33,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,33,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,33,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,33,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,33,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,34,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,34,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,34,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,34,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,34,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,34,"All",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,34,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,34,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,34,"All",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,34,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,34,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,34,"All",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,34,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,34,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,34,"All",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,34,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,34,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,34,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,34,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,34,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,34,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,34,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,34,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,34,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,35,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,35,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,35,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,35,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,35,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2012,35,"All",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,35,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,35,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2012,35,"All",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,35,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,35,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2012,35,"All",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,35,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,35,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2012,35,"All",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,35,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,35,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,35,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,35,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,35,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2012,35,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,35,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,35,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2012,35,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2012,36,"Pipiens",NA,NA,NA,0,0,0.0271,NA,NA,NA
"NW","FC",2012,36,"Tarsalis",NA,NA,NA,0,0,0.0642,NA,NA,NA
"NW","FC",2012,36,"All",NA,NA,NA,0,0,0.0194,NA,NA,NA
"NE","FC",2012,36,"Pipiens",NA,NA,NA,0,0,0.0141,NA,NA,NA
"NE","FC",2012,36,"Tarsalis",NA,NA,NA,0,0,0.0918,NA,NA,NA
"NE","FC",2012,36,"All",NA,NA,NA,0,0,0.0124,NA,NA,NA
"SE","FC",2012,36,"Pipiens",NA,NA,NA,0,0,0.0756,NA,NA,NA
"SE","FC",2012,36,"Tarsalis",NA,NA,NA,0,0,0.1043,NA,NA,NA
"SE","FC",2012,36,"All",NA,NA,NA,0,0,0.0458,NA,NA,NA
"SW","FC",2012,36,"Pipiens",NA,NA,NA,0,0,0.1332,NA,NA,NA
"SW","FC",2012,36,"Tarsalis",NA,NA,NA,0,0,0.1206,NA,NA,NA
"SW","FC",2012,36,"All",NA,NA,NA,0,0,0.0676,NA,NA,NA
"FC","FC",2012,36,"Pipiens",NA,NA,NA,0,0,0.008,NA,NA,NA
"FC","FC",2012,36,"Tarsalis",NA,NA,NA,0,0,0.0242,NA,NA,NA
"FC","FC",2012,36,"All",NA,NA,NA,0,0,0.006,NA,NA,NA
"LV","LV",2012,36,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,36,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2012,36,"All",NA,NA,NA,0,0,0,NA,NA,NA
