"zone","zone2","year","week","spp","trap_L","mosq_L","abund","pir","pir_lci","pir_uci","vi","vi_lci","vi_uci"
"NW","FC",2015,28,"All",9,303,33.67,0,0,0.0102,0,0,0.34
"NE","FC",2015,28,"Pipiens",10,84,8.4,0,0,0.0094,0,0,0.08
"NE","FC",2015,28,"Tarsalis",10,1137,113.7,9e-04,1e-04,0.0043,0.1,0.01,0.49
"NE","FC",2015,28,"All",10,1221,122.1,7e-04,0,0.0032,0.09,0,0.39
"SE","FC",2015,28,"Pipiens",15,113,7.53,0,0,0.0148,0,0,0.11
"SE","FC",2015,28,"Tarsalis",15,1886,125.73,0.0016,4e-04,0.0044,0.2,0.05,0.55
"SE","FC",2015,28,"All",15,1999,133.27,0.0014,4e-04,0.0039,0.19,0.05,0.52
"SW","FC",2015,28,"Pipiens",9,23,2.56,0,0,0.0741,0,0,0.19
"SW","FC",2015,28,"Tarsalis",9,83,9.22,0,0,0.0442,0,0,0.41
"SW","FC",2015,28,"All",9,106,11.78,0,0,0.0285,0,0,0.34
"FC","FC",2015,28,"Pipiens",43,288,6.7,0,0,0.0045,0,0,0.03
"FC","FC",2015,28,"Tarsalis",43,3341,77.7,0.0012,4e-04,0.003,0.09,0.03,0.23
"FC","FC",2015,28,"All",43,3629,84.4,0.001,3e-04,0.0023,0.08,0.03,0.19
"LV","LV",2015,28,"Pipiens",6,24,4,0,0,0.1487,0,0,0.59
"LV","LV",2015,28,"Tarsalis",6,1370,228.33,0,0,0.0028,0,0,0.64
"LV","LV",2015,28,"All",6,1394,232.33,0,0,0.0028,0,0,0.65
"BE","BE",2015,28,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,28,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,28,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,28,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,28,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,28,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2015,29,"Pipiens",9,103,11.44,0.0082,5e-04,0.0441,0.09,0.01,0.5
"NW","FC",2015,29,"Tarsalis",9,413,45.89,0,0,0.0092,0,0,0.42
"NW","FC",2015,29,"All",9,516,57.33,0.0018,1e-04,0.0091,0.1,0.01,0.52
"NE","FC",2015,29,"Pipiens",10,95,9.5,0,0,0.0084,0,0,0.08
"NE","FC",2015,29,"Tarsalis",10,918,91.8,0,0,0.0041,0,0,0.38
"NE","FC",2015,29,"All",10,1013,101.3,0,0,0.0028,0,0,0.28
"SE","FC",2015,29,"Pipiens",15,149,9.93,0,0,0.0092,0,0,0.09
"SE","FC",2015,29,"Tarsalis",15,1623,108.2,0,0,0.0024,0,0,0.26
"SE","FC",2015,29,"All",15,1772,118.13,0,0,0.0019,0,0,0.22
"SW","FC",2015,29,"Pipiens",9,49,5.44,0,0,0.0437,0,0,0.24
"SW","FC",2015,29,"Tarsalis",9,344,38.22,0,0,0.011,0,0,0.42
"SW","FC",2015,29,"All",9,393,43.67,0,0,0.0089,0,0,0.39
"FC","FC",2015,29,"Pipiens",43,396,9.21,9e-04,1e-04,0.0045,0.01,0,0.04
"FC","FC",2015,29,"Tarsalis",43,3298,76.7,0,0,0.0012,0,0,0.09
"FC","FC",2015,29,"All",43,3694,85.91,2e-04,0,0.0011,0.02,0,0.09
"LV","LV",2015,29,"Pipiens",6,30,5,0,0,0.1135,0,0,0.57
"LV","LV",2015,29,"Tarsalis",6,1089,181.5,9e-04,1e-04,0.0045,0.16,0.02,0.82
"LV","LV",2015,29,"All",6,1119,186.5,9e-04,1e-04,0.0044,0.17,0.02,0.82
"BE","BE",2015,29,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,29,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,29,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,29,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,29,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,29,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2015,30,"Pipiens",9,105,11.67,0,0,0.0218,0,0,0.25
"NW","FC",2015,30,"Tarsalis",9,680,75.56,0.0015,1e-04,0.0071,0.11,0.01,0.54
"NW","FC",2015,30,"All",9,785,87.22,0.0012,1e-04,0.0057,0.1,0.01,0.5
"NE","FC",2015,30,"Pipiens",10,130,13,0,0,0.0115,0,0,0.15
"NE","FC",2015,30,"Tarsalis",10,1780,178,6e-04,0,0.0027,0.11,0,0.48
"NE","FC",2015,30,"All",10,1910,191,5e-04,0,0.0023,0.1,0,0.44
"SE","FC",2015,30,"Pipiens",15,210,14,0.0058,0.0015,0.0158,0.08,0.02,0.22
"SE","FC",2015,30,"Tarsalis",15,2012,134.13,0.0015,4e-04,0.0041,0.2,0.05,0.55
"SE","FC",2015,30,"All",15,2222,148.13,0.0024,0.001,0.0051,0.36,0.15,0.76
"SW","FC",2015,30,"Pipiens",9,38,4.22,0,0,0.0453,0,0,0.19
"SW","FC",2015,30,"Tarsalis",9,327,36.33,0,0,0.0116,0,0,0.42
"SW","FC",2015,30,"All",9,365,40.56,0,0,0.0093,0,0,0.38
"FC","FC",2015,30,"Pipiens",43,483,11.23,0.0027,7e-04,0.0074,0.03,0.01,0.08
"FC","FC",2015,30,"Tarsalis",43,4799,111.6,0.0011,4e-04,0.0023,0.12,0.04,0.26
"FC","FC",2015,30,"All",43,5282,122.84,0.0014,6e-04,0.0026,0.17,0.07,0.32
"LV","LV",2015,30,"Pipiens",6,15,2.5,0,0,0.2153,0,0,0.54
"LV","LV",2015,30,"Tarsalis",6,1303,217.17,0.0032,0.0011,0.0078,0.69,0.24,1.69
"LV","LV",2015,30,"All",6,1318,219.67,0.0032,0.001,0.0077,0.7,0.22,1.69
"BE","BE",2015,30,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,30,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,30,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,30,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,30,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,30,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2015,31,"Pipiens",9,93,10.33,0.0185,0.0047,0.0571,0.19,0.05,0.59
"NW","FC",2015,31,"Tarsalis",9,416,46.22,0,0,0.0091,0,0,0.42
"NW","FC",2015,31,"All",9,509,56.56,0.0051,0.0014,0.014,0.29,0.08,0.79
"NE","FC",2015,31,"Pipiens",10,163,16.3,0,0,0.0065,0,0,0.11
"NE","FC",2015,31,"Tarsalis",10,1388,138.8,0.0048,0.002,0.01,0.67,0.28,1.39
"NE","FC",2015,31,"All",10,1551,155.1,0.0032,0.0013,0.0068,0.5,0.2,1.05
"SE","FC",2015,31,"Pipiens",15,142,9.47,0.0044,3e-04,0.0219,0.04,0,0.21
"SE","FC",2015,31,"Tarsalis",15,740,49.33,0.0027,5e-04,0.0089,0.13,0.02,0.44
"SE","FC",2015,31,"All",15,882,58.8,0.0032,8e-04,0.0086,0.19,0.05,0.51
"SW","FC",2015,31,"Pipiens",9,67,7.44,0.0097,5e-04,0.0552,0.07,0,0.41
"SW","FC",2015,31,"Tarsalis",9,278,30.89,0,0,0.0136,0,0,0.42
"SW","FC",2015,31,"All",9,345,38.33,0.0026,1e-04,0.013,0.1,0,0.5
"FC","FC",2015,31,"Pipiens",43,465,10.81,0.0047,0.0017,0.0105,0.05,0.02,0.11
"FC","FC",2015,31,"Tarsalis",43,2822,65.63,0.003,0.0014,0.0057,0.2,0.09,0.37
"FC","FC",2015,31,"All",43,3287,76.44,0.0035,0.002,0.0058,0.27,0.15,0.44
"LV","LV",2015,31,"Pipiens",6,15,2.5,0,0,0.2039,0,0,0.51
"LV","LV",2015,31,"Tarsalis",6,499,83.17,0.0065,0.0018,0.0177,0.54,0.15,1.47
"LV","LV",2015,31,"All",6,514,85.67,0.0063,0.0017,0.0172,0.54,0.15,1.47
"BE","BE",2015,31,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,31,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,31,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,31,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,31,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,31,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2015,32,"Pipiens",9,102,11.33,0,0,0.016,0,0,0.18
"NW","FC",2015,32,"Tarsalis",9,279,31,0.0037,2e-04,0.0188,0.11,0.01,0.58
"NW","FC",2015,32,"All",9,381,42.33,0.002,1e-04,0.0098,0.08,0,0.41
"NE","FC",2015,32,"Pipiens",10,114,11.4,0.009,0.0016,0.03,0.1,0.02,0.34
"NE","FC",2015,32,"Tarsalis",10,569,56.9,0.0018,1e-04,0.0087,0.1,0.01,0.5
"NE","FC",2015,32,"All",10,683,68.3,0.0039,0.001,0.0105,0.27,0.07,0.72
"SE","FC",2015,32,"Pipiens",15,146,9.73,0.0104,0.0028,0.0286,0.1,0.03,0.28
"SE","FC",2015,32,"Tarsalis",15,340,22.67,0,0,0.0112,0,0,0.25
"SE","FC",2015,32,"All",15,486,32.4,0.0048,0.0013,0.013,0.16,0.04,0.42
"SW","FC",2015,32,"Pipiens",9,7,0.78,0,0,0.3903,0,0,0.3
"SW","FC",2015,32,"Tarsalis",9,31,3.44,0,0,0.1135,0,0,0.39
"SW","FC",2015,32,"All",9,38,4.22,0,0,0.0964,0,0,0.41
"FC","FC",2015,32,"Pipiens",43,369,8.58,0.0067,0.0025,0.015,0.06,0.02,0.13
"FC","FC",2015,32,"Tarsalis",43,1219,28.35,0.0017,3e-04,0.0056,0.05,0.01,0.16
"FC","FC",2015,32,"All",43,1588,36.93,0.0037,0.0016,0.0072,0.14,0.06,0.27
"LV","LV",2015,32,"Pipiens",6,22,3.67,0,0,0.1546,0,0,0.57
"LV","LV",2015,32,"Tarsalis",6,234,39,0,0,0.0162,0,0,0.63
"LV","LV",2015,32,"All",6,256,42.67,0,0,0.0148,0,0,0.63
"BE","BE",2015,32,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,32,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,32,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,32,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,32,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,32,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2015,33,"Pipiens",9,42,4.67,0.0177,0.0012,0.0827,0.08,0.01,0.39
"NW","FC",2015,33,"Tarsalis",9,30,3.33,0,0,0.1206,0,0,0.4
"NW","FC",2015,33,"All",9,72,8,0.012,8e-04,0.057,0.1,0.01,0.46
"NE","FC",2015,33,"Pipiens",10,141,14.1,0.0098,0.0032,0.0247,0.14,0.05,0.35
"NE","FC",2015,33,"Tarsalis",10,127,12.7,0,0,0.0296,0,0,0.38
"NE","FC",2015,33,"All",10,268,26.8,0.0075,0.0024,0.0187,0.2,0.06,0.5
"SE","FC",2015,33,"Pipiens",15,111,7.4,0.0208,0.0085,0.0465,0.15,0.06,0.34
"SE","FC",2015,33,"Tarsalis",15,132,8.8,0,0,0.0294,0,0,0.26
"SE","FC",2015,33,"All",15,243,16.2,0.0143,0.0058,0.0312,0.23,0.09,0.51
"SW","FC",2015,33,"Pipiens",9,24,2.67,0,0,0.0621,0,0,0.17
"SW","FC",2015,33,"Tarsalis",9,24,2.67,0,0,0.1682,0,0,0.45
"SW","FC",2015,33,"All",9,48,5.33,0,0,0.0475,0,0,0.25
"FC","FC",2015,33,"Pipiens",43,318,7.4,0.014,0.0074,0.0249,0.1,0.05,0.18
"FC","FC",2015,33,"Tarsalis",43,313,7.28,0,0,0.0126,0,0,0.09
"FC","FC",2015,33,"All",43,631,14.67,0.0101,0.0053,0.0179,0.15,0.08,0.26
"LV","LV",2015,33,"Pipiens",6,23,3.83,0,0,0.1431,0,0,0.55
"LV","LV",2015,33,"Tarsalis",6,76,12.67,0,0,0.0487,0,0,0.62
"LV","LV",2015,33,"All",6,99,16.5,0,0,0.0377,0,0,0.62
"BE","BE",2015,33,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,33,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,33,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,33,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,33,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,33,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2015,34,"Pipiens",9,53,5.89,0.0182,0.0081,0.038,0.11,0.05,0.22
"NW","FC",2015,34,"Tarsalis",9,95,10.56,0,0,0.0393,0,0,0.42
"NW","FC",2015,34,"All",9,148,16.44,0.0145,0.0064,0.03,0.24,0.11,0.49
"NE","FC",2015,34,"Pipiens",10,101,10.1,0.0162,0.0043,0.048,0.16,0.04,0.48
"NE","FC",2015,34,"Tarsalis",10,72,7.2,0,0,0.0527,0,0,0.38
"NE","FC",2015,34,"All",10,173,17.3,0.0118,0.0031,0.0341,0.2,0.05,0.59
"SE","FC",2015,34,"Pipiens",15,189,12.6,0.0158,0.008,0.0293,0.2,0.1,0.37
"SE","FC",2015,34,"Tarsalis",15,162,10.8,0.0062,4e-04,0.0298,0.07,0,0.32
"SE","FC",2015,34,"All",15,351,23.4,0.0139,0.0073,0.025,0.33,0.17,0.58
"SW","FC",2015,34,"Pipiens",9,33,3.67,0.0241,0.0041,0.1083,0.09,0.02,0.4
"SW","FC",2015,34,"Tarsalis",9,79,8.78,0,0,0.0469,0,0,0.41
"SW","FC",2015,34,"All",9,112,12.44,0.0124,0.0021,0.0462,0.15,0.03,0.57
"FC","FC",2015,34,"Pipiens",43,376,8.74,0.0179,0.0114,0.0273,0.16,0.1,0.24
"FC","FC",2015,34,"Tarsalis",43,408,9.49,0.0025,1e-04,0.012,0.02,0,0.11
"FC","FC",2015,34,"All",43,784,18.23,0.014,0.009,0.0212,0.26,0.16,0.39
"LV","LV",2015,34,"Pipiens",6,37,6.17,0,0,0.0964,0,0,0.59
"LV","LV",2015,34,"Tarsalis",6,146,24.33,0,0,0.0256,0,0,0.62
"LV","LV",2015,34,"All",6,183,30.5,0,0,0.0207,0,0,0.63
"BE","BE",2015,34,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,34,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,34,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,34,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,34,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,34,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2015,35,"Pipiens",9,26,2.89,0.0472,0.0151,0.159,0.14,0.04,0.46
"NW","FC",2015,35,"Tarsalis",9,22,2.44,0,0,0.1546,0,0,0.38
"NW","FC",2015,35,"All",9,48,5.33,0.0366,0.0115,0.1088,0.2,0.06,0.58
"NE","FC",2015,35,"Pipiens",10,141,14.1,0.021,0.0086,0.0467,0.3,0.12,0.66
"NE","FC",2015,35,"Tarsalis",10,113,11.3,0.0086,5e-04,0.0407,0.1,0.01,0.46
"NE","FC",2015,35,"All",10,254,25.4,0.0177,0.0078,0.0363,0.45,0.2,0.92
"SE","FC",2015,35,"Pipiens",15,187,12.47,0.0185,0.0074,0.0419,0.23,0.09,0.52
"SE","FC",2015,35,"Tarsalis",15,72,4.8,0.0295,0.0054,0.0953,0.14,0.03,0.46
"SE","FC",2015,35,"All",15,259,17.27,0.0208,0.0096,0.0417,0.36,0.17,0.72
"SW","FC",2015,35,"Pipiens",9,11,1.22,0.0161,0.003,0.0647,0.02,0,0.08
"SW","FC",2015,35,"Tarsalis",9,45,5,0,0,0.082,0,0,0.41
"SW","FC",2015,35,"All",9,56,6.22,0.0121,0.0022,0.0447,0.08,0.01,0.28
"FC","FC",2015,35,"Pipiens",43,365,8.49,0.0234,0.0142,0.0379,0.2,0.12,0.32
"FC","FC",2015,35,"Tarsalis",43,252,5.86,0.0122,0.0033,0.0324,0.07,0.02,0.19
"FC","FC",2015,35,"All",43,617,14.35,0.0207,0.0131,0.032,0.3,0.19,0.46
"LV","LV",2015,35,"Pipiens",6,4,0.67,0,0,0.5615,0,0,0.38
"LV","LV",2015,35,"Tarsalis",6,118,19.67,0.0193,0.0039,0.0669,0.38,0.08,1.32
"LV","LV",2015,35,"All",6,122,20.33,0.0188,0.0038,0.065,0.38,0.08,1.32
"BE","BE",2015,35,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,35,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,35,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,35,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,35,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,35,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2015,36,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2015,36,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2015,36,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2015,36,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2015,36,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2015,36,"All",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2015,36,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2015,36,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2015,36,"All",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2015,36,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2015,36,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2015,36,"All",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2015,36,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2015,36,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2015,36,"All",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2015,36,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2015,36,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2015,36,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,36,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,36,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,36,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,36,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,36,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,36,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2015,37,"Pipiens",9,18,2,0,0,0.1015,0,0,0.2
"NW","FC",2015,37,"Tarsalis",9,12,1.33,0,0,0.2775,0,0,0.37
"NW","FC",2015,37,"All",9,30,3.33,0,0,0.0803,0,0,0.27
"NE","FC",2015,37,"Pipiens",10,92,9.2,0.0055,3e-04,0.0293,0.05,0,0.27
"NE","FC",2015,37,"Tarsalis",10,16,1.6,0,0,0.2588,0,0,0.41
"NE","FC",2015,37,"All",10,108,10.8,0.0052,3e-04,0.0275,0.06,0,0.3
"SE","FC",2015,37,"Pipiens",15,108,7.2,0.0038,2e-04,0.0185,0.03,0,0.13
"SE","FC",2015,37,"Tarsalis",15,4,0.27,0,0,0.6576,0,0,0.18
"SE","FC",2015,37,"All",15,112,7.47,0.0038,2e-04,0.0184,0.03,0,0.14
"SW","FC",2015,37,"Pipiens",9,0,0,0,0,0.4345,0,0,0
"SW","FC",2015,37,"Tarsalis",9,8,0.89,0,0,0.3543,0,0,0.32
"SW","FC",2015,37,"All",9,8,0.89,0,0,0.2425,0,0,0.22
"FC","FC",2015,37,"Pipiens",43,218,5.07,0.0043,8e-04,0.0143,0.02,0,0.07
"FC","FC",2015,37,"Tarsalis",43,40,0.93,0,0,0.1135,0,0,0.11
"FC","FC",2015,37,"All",43,258,6,0.004,7e-04,0.0135,0.02,0,0.08
"LV","LV",2015,37,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2015,37,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2015,37,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,37,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,37,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2015,37,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,37,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,37,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2015,37,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2016,23,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2016,23,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2016,23,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2016,23,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2016,23,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"NE","FC",2016,23,"All",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2016,23,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2016,23,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"SE","FC",2016,23,"All",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2016,23,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2016,23,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"SW","FC",2016,23,"All",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2016,23,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2016,23,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"FC","FC",2016,23,"All",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2016,23,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2016,23,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"LV","LV",2016,23,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2016,23,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2016,23,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2016,23,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2016,23,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2016,23,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2016,23,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2016,24,"Pipiens",9,7,0.78,0,0,0.4345,0,0,0.34
"NW","FC",2016,24,"Tarsalis",9,3,0.33,0,0,0.5615,0,0,0.19
"NW","FC",2016,24,"All",9,10,1.11,0,0,0.3244,0,0,0.36
"NE","FC",2016,24,"Pipiens",10,4,0.4,0,0,0.1103,0,0,0.04
"NE","FC",2016,24,"Tarsalis",10,15,1.5,0,0,0.2775,0,0,0.42
"NE","FC",2016,24,"All",10,19,1.9,0,0,0.0857,0,0,0.16
"SE","FC",2016,24,"Pipiens",15,8,0.53,0,0,0.1015,0,0,0.05
"SE","FC",2016,24,"Tarsalis",15,19,1.27,0,0,0.1936,0,0,0.25
"SE","FC",2016,24,"All",15,27,1.8,0,0,0.0713,0,0,0.13
"SW","FC",2016,24,"Pipiens",9,2,0.22,0,0,0.2991,0,0,0.07
"SW","FC",2016,24,"Tarsalis",9,2,0.22,0,0,0.6576,0,0,0.14
"SW","FC",2016,24,"All",9,4,0.44,0,0,0.2588,0,0,0.11
"FC","FC",2016,24,"Pipiens",43,21,0.49,0,0,0.0464,0,0,0.02
"FC","FC",2016,24,"Tarsalis",43,39,0.91,0,0,0.1103,0,0,0.1
"FC","FC",2016,24,"All",43,60,1.4,0,0,0.0337,0,0,0.05
"LV","LV",2016,24,"Pipiens",6,4,0.67,0,0,0.4899,0,0,0.33
"LV","LV",2016,24,"Tarsalis",6,43,7.17,0,0,0.0838,0,0,0.6
"LV","LV",2016,24,"All",6,47,7.83,0,0,0.0771,0,0,0.6
"BE","BE",2016,24,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2016,24,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2016,24,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2016,24,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2016,24,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2016,24,"All",NA,NA,NA,0,0,0,NA,NA,NA
"NW","FC",2016,25,"Pipiens",9,8,0.89,0,0,0.1843,0,0,0.16
"NW","FC",2016,25,"Tarsalis",9,17,1.89,0,0,0.2153,0,0,0.41
"NW","FC",2016,25,"All",9,25,2.78,0,0,0.1103,0,0,0.31
"NE","FC",2016,25,"Pipiens",10,32,3.2,0,0,0.0458,0,0,0.15
"NE","FC",2016,25,"Tarsalis",10,98,9.8,0,0,0.0377,0,0,0.37
"NE","FC",2016,25,"All",10,130,13,0,0,0.0211,0,0,0.27
"SE","FC",2016,25,"Pipiens",15,10,0.67,0,0,0.0621,0,0,0.04
"SE","FC",2016,25,"Tarsalis",15,128,8.53,0,0,0.0294,0,0,0.25
"SE","FC",2016,25,"All",15,138,9.2,0,0,0.0203,0,0,0.19
"SW","FC",2016,25,"Pipiens",9,5,0.56,0,0,0.1246,0,0,0.07
"SW","FC",2016,25,"Tarsalis",9,20,2.22,0,0,0.1611,0,0,0.36
"SW","FC",2016,25,"All",9,25,2.78,0,0,0.0756,0,0,0.21
"FC","FC",2016,25,"Pipiens",43,55,1.28,0,0,0.0207,0,0,0.03
"FC","FC",2016,25,"Tarsalis",43,263,6.12,0,0,0.0146,0,0,0.09
"FC","FC",2016,25,"All",43,318,7.4,0,0,0.0086,0,0,0.06
"LV","LV",2016,25,"Pipiens",6,2,0.33,0,0,0.6576,0,0,0.22
"LV","LV",2016,25,"Tarsalis",6,316,52.67,0,0,0.012,0,0,0.63
"LV","LV",2016,25,"All",6,318,53,0,0,0.0119,0,0,0.63
"BE","BE",2016,25,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2016,25,"Tarsalis",NA,NA,NA,0,0,0,NA,NA,NA
"BE","BE",2016,25,"All",NA,NA,NA,0,0,0,NA,NA,NA
"BC","BC",2016,25,"Pipiens",NA,NA,NA,0,0,0,NA,NA,NA
