"","trap_id","method","zone","zone2","start","end","active","location_desc","lat","long","trap_status"
"1","FC-004","L","SE","FC",2006,NA,1,"",40.53486,-105.03733,"datasheet_clean"
"2","FC-041","L","NW","FC",2006,NA,1,"",40.58794,-105.10486,"datasheet_clean"
"3","FC-060","L","NW","FC",2006,NA,1,"808 Ponderosa",40.5487,-105.12019,"datasheet_clean"
"4","FC-090GR","G","NW","FC",2006,NA,1,"",40.58196,-105.11136,"datasheet_clean"
"5","LV-069","L","LV","LV",2006,NA,1,"",40.428924,-105.05822,"datasheet_clean"
"6","WC-055","L","BE","BE",2017,NA,1,"",40.2891835,-104.99154,"datasheet_clean"
